dipodomys_ordii ENSDORG00000000870
castor_canadensis ENSCCNG00000030037
cricetulus_griseus_crigri-picr ENSCGRG00015018269
cricetulus_griseus_crigri_1.0 ENSCGRG00000018180
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017921
mesocricetus_auratus ENSMAUG00000000369
microtus_ochrogaster ENSMOCG00000017118
peromyscus_maniculatus_bairdii ENSPEMG00000009679
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032349
mus_spicilegus ENSMSIG00000026806
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000004383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031228
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021693
rattus_norvegicus ENSRNOG00000013742
meriones_unguiculatus ENSMUGG00000013710
nannospalax_galili ENSNGAG00000010206
jaculus_jaculus ENSJJAG00000014636
marmota_marmota_marmota ENSMMMG00000016881
ictidomys_tridecemlineatus ENSSTOG00000021379
nomascus_leucogenys ENSNLEG00000014190
nomascus_leucogenys ENSNLEG00000032908
colobus_angolensis_palliatus ENSCANG00000031921
castor_canadensis ENSCCNG00000030040
cavia_aperea ENSCAPG00000002450
cavia_porcellus ENSCPOG00000014769
octodon_degus ENSODEG00000013179
chinchilla_lanigera ENSCLAG00000010025
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015406
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018424
fukomys_damarensis ENSFDAG00000010722
myotis_lucifugus ENSMLUG00000003416
echinops_telfairi ENSETEG00000006241
oryctolagus_cuniculus ENSOCUG00000001734
ochotona_princeps ENSOPRG00000011890
pan_paniscus ENSPPAG00000040607
pan_paniscus ENSPPAG00000040011
pan_troglodytes ENSPTRG00000014294
gorilla_gorilla ENSGGOG00000039162
homo_sapiens ENSG00000133424
pongo_abelii ENSPPYG00000011758
rhinopithecus_bieti ENSRBIG00000027647
rhinopithecus_roxellana ENSRROG00000033534
piliocolobus_tephrosceles ENSPTEG00000014295
macaca_fascicularis ENSMFAG00000043989
macaca_mulatta ENSMMUG00000012113
macaca_nemestrina ENSMNEG00000002522
papio_anubis ENSPANG00000004083
theropithecus_gelada ENSTGEG00000015840
mandrillus_leucophaeus ENSMLEG00000032884
cercocebus_atys ENSCATG00000044223
chlorocebus_sabaeus ENSCSAG00000008233
cebus_capucinus_imitator ENSCCAG00000014556
saimiri_boliviensis_boliviensis ENSSBOG00000025240
callithrix_jacchus ENSCJAG00000000968
aotus_nancymaae ENSANAG00000020353
carlito_syrichta ENSTSYG00000003880
propithecus_coquereli ENSPCOG00000006967
prolemur_simus ENSPSMG00000021540
microcebus_murinus ENSMICG00000011834
otolemur_garnettii ENSOGAG00000000773
tupaia_belangeri ENSTBEG00000007578
choloepus_hoffmanni ENSCHOG00000013761
dasypus_novemcinctus ENSDNOG00000014541
loxodonta_africana ENSLAFG00000018224
procavia_capensis ENSPCAG00000004863
equus_caballus ENSECAG00000020560
equus_asinus_asinus ENSEASG00005018985
pteropus_vampyrus ENSPVAG00000002388
vicugna_pacos ENSVPAG00000011042
sus_scrofa ENSSSCG00000000959
capra_hircus ENSCHIG00000015609
ovis_aries ENSOARG00000018279
bos_mutus ENSBMUG00000015913
bos_taurus ENSBTAG00000021953
bison_bison_bison ENSBBBG00000017596
tursiops_truncatus ENSTTRG00000001585
ursus_maritimus ENSUMAG00000017061
ursus_americanus ENSUAMG00000005246
ailuropoda_melanoleuca ENSAMEG00000016112
neovison_vison ENSNVIG00000024445
mustela_putorius_furo ENSMPUG00000012387
canis_lupus_familiaris ENSCAFG00000001740
canis_lupus_dingo ENSCAFG00020004723
vulpes_vulpes ENSVVUG00000023512
panthera_pardus ENSPPRG00000000649
panthera_tigris_altaica ENSPTIG00000006861
felis_catus ENSFCAG00000015793
erinaceus_europaeus ENSEEUG00000009356
phascolarctos_cinereus ENSPCIG00000009086
notamacropus_eugenii ENSMEUG00000005771
sarcophilus_harrisii ENSSHAG00000017614
monodelphis_domestica ENSMODG00000001264
ornithorhynchus_anatinus ENSOANG00000005515
pogona_vitticeps ENSPVIG00000013461
anolis_carolinensis ENSACAG00000014469
notechis_scutatus ENSNSUG00000012298
salvator_merianae ENSSMRG00000015873
sphenodon_punctatus ENSSPUG00000010834
calidris_pygmaea ENSCPGG00000011734
calidris_pugnax ENSCPUG00000015314
manacus_vitellinus ENSMVIG00005017846
lepidothrix_coronata ENSLCOG00000000600
junco_hyemalis ENSJHYG00000007210
zonotrichia_albicollis ENSZALG00000003194
serinus_canaria ENSSCAG00000003947
lonchura_striata_domestica ENSLSDG00000000278
taeniopygia_guttata ENSTGUG00000010873
parus_major ENSPMJG00000008279
cyanistes_caeruleus ENSCCEG00000006678
ficedula_albicollis ENSFALG00000013252
melopsittacus_undulatus ENSMUNG00000001037
anser_brachyrhynchus ENSABRG00000003625
anas_platyrhynchos_platyrhynchos ENSAPLG00000008894
gallus_gallus ENSGALG00000012559
meleagris_gallopavo ENSMGAG00000012768
coturnix_japonica ENSCJPG00005018186
numida_meleagris ENSNMEG00000011886
apteryx_owenii ENSAOWG00000018326
apteryx_haastii ENSAHAG00000001518
apteryx_rowi ENSARWG00000014322
dromaius_novaehollandiae ENSDNVG00000007894
nothoprocta_perdicaria ENSNPEG00000000164
crocodylus_porosus ENSCPRG00005018610
gopherus_agassizii ENSGAGG00000022288
chelonoidis_abingdonii ENSCABG00000012860
chrysemys_picta_bellii ENSCPBG00000023171
pelodiscus_sinensis ENSPSIG00000010563
xenopus_tropicalis ENSXETG00000020247
latimeria_chalumnae ENSLACG00000007956
scleropages_formosus ENSSFOG00015017446
paramormyrops_kingsleyae ENSPKIG00000024079
oryzias_latipes_asm223469v1 ENSORLG00015001608
oryzias_latipes_asm223467v1 ENSORLG00000009895
oryzias_latipes_asm223471v1 ENSORLG00020003408
oryzias_melastigma ENSOMEG00000014564
periophthalmus_magnuspinnatus ENSPMGG00000012038
labrus_bergylta ENSLBEG00000024243
cynoglossus_semilaevis ENSCSEG00000016130
hippocampus_comes ENSHCOG00000009043
xiphophorus_maculatus ENSXMAG00000025802
xiphophorus_couchianus ENSXCOG00000015354
gambusia_affinis ENSGAFG00000014800
poecilia_reticulata ENSPREG00000012872
poecilia_latipinna ENSPLAG00000005868
poecilia_formosa ENSPFOG00000023982
poecilia_mexicana ENSPMEG00000004525
cyprinodon_variegatus ENSCVAG00000014646
kryptolebias_marmoratus ENSKMAG00000010740
oreochromis_niloticus ENSONIG00000012751
neolamprologus_brichardi ENSNBRG00000021198
maylandia_zebra ENSMZEG00005016166
astatotilapia_calliptera ENSACLG00000021893
pundamilia_nyererei ENSPNYG00000016281
haplochromis_burtoni ENSHBUG00000001383
amphilophus_citrinellus ENSACIG00000021050
amphiprion_percula ENSAPEG00000001593
amphiprion_ocellaris ENSAOCG00000010712
acanthochromis_polyacanthus ENSAPOG00000001322
stegastes_partitus ENSSPAG00000008858
monopterus_albus ENSMALG00000004785
mastacembelus_armatus ENSMAMG00000023275
anabas_testudineus ENSATEG00000023097
seriola_dumerili ENSSDUG00000018748
seriola_lalandi_dorsalis ENSSLDG00000014228
scophthalmus_maximus ENSSMAG00000015186
gasterosteus_aculeatus ENSGACG00000019221
mola_mola ENSMMOG00000007306
tetraodon_nigroviridis ENSTNIG00000007234
takifugu_rubripes ENSTRUG00000011340
gadus_morhua ENSGMOG00000014703
esox_lucius ENSELUG00000011100
pygocentrus_nattereri ENSPNAG00000007612
astyanax_mexicanus ENSAMXG00000017299
ictalurus_punctatus ENSIPUG00000011862
pygocentrus_nattereri ENSPNAG00000000337
astyanax_mexicanus ENSAMXG00000039203
ictalurus_punctatus ENSIPUG00000011925
danio_rerio ENSDARG00000005126
lepisosteus_oculatus ENSLOCG00000016113
eptatretus_burgeri ENSEBUG00000010556
eptatretus_burgeri ENSEBUG00000008593
