mola_mola ENSMMOG00000019318
takifugu_rubripes ENSTRUG00000025773
labrus_bergylta ENSLBEG00000003682
amphiprion_percula ENSAPEG00000002473
amphiprion_ocellaris ENSAOCG00000012481
acanthochromis_polyacanthus ENSAPOG00000022548
stegastes_partitus ENSSPAG00000000358
astatotilapia_calliptera ENSACLG00000011187
pundamilia_nyererei ENSPNYG00000003332
maylandia_zebra ENSMZEG00005022853
haplochromis_burtoni ENSHBUG00000018640
oreochromis_niloticus ENSONIG00000007815
amphilophus_citrinellus ENSACIG00000017873
xiphophorus_couchianus ENSXCOG00000008402
xiphophorus_maculatus ENSXMAG00000012021
poecilia_mexicana ENSPMEG00000004331
poecilia_formosa ENSPFOG00000000471
poecilia_latipinna ENSPLAG00000010938
gambusia_affinis ENSGAFG00000007930
fundulus_heteroclitus ENSFHEG00000000910
cyprinodon_variegatus ENSCVAG00000003867
kryptolebias_marmoratus ENSKMAG00000005553
oryzias_latipes_asm223469v1 ENSORLG00015010747
oryzias_latipes_asm223467v1 ENSORLG00000017165
oryzias_latipes_asm223471v1 ENSORLG00020018182
oryzias_melastigma ENSOMEG00000012944
monopterus_albus ENSMALG00000011238
mastacembelus_armatus ENSMAMG00000004709
anabas_testudineus ENSATEG00000010194
scophthalmus_maximus ENSSMAG00000014012
cynoglossus_semilaevis ENSCSEG00000012064
seriola_dumerili ENSSDUG00000017552
seriola_lalandi_dorsalis ENSSLDG00000009387
esox_lucius ENSELUG00000012211
astyanax_mexicanus ENSAMXG00000038832
pygocentrus_nattereri ENSPNAG00000014275
ictalurus_punctatus ENSIPUG00000004330
danio_rerio ENSDARG00000068916
scleropages_formosus ENSSFOG00015022552
paramormyrops_kingsleyae ENSPKIG00000017226
lepisosteus_oculatus ENSLOCG00000013463
