procavia_capensis ENSPCAG00000014069
echinops_telfairi ENSETEG00000017253
loxodonta_africana ENSLAFG00000017787
dasypus_novemcinctus ENSDNOG00000003078
choloepus_hoffmanni ENSCHOG00000000817
pan_troglodytes ENSPTRG00000001760
pan_paniscus ENSPPAG00000029162
homo_sapiens ENSG00000157060
gorilla_gorilla ENSGGOG00000003484
pongo_abelii ENSPPYG00000000430
nomascus_leucogenys ENSNLEG00000018014
theropithecus_gelada ENSTGEG00000026191
cercocebus_atys ENSCATG00000043401
papio_anubis ENSPANG00000007476
macaca_fascicularis ENSMFAG00000031875
macaca_mulatta ENSMMUG00000015081
macaca_nemestrina ENSMNEG00000007697
mandrillus_leucophaeus ENSMLEG00000040209
chlorocebus_sabaeus ENSCSAG00000012580
piliocolobus_tephrosceles ENSPTEG00000002742
colobus_angolensis_palliatus ENSCANG00000036405
rhinopithecus_roxellana ENSRROG00000037438
rhinopithecus_bieti ENSRBIG00000010038
cebus_capucinus_imitator ENSCCAG00000037717
saimiri_boliviensis_boliviensis ENSSBOG00000021239
callithrix_jacchus ENSCJAG00000004967
aotus_nancymaae ENSANAG00000030446
carlito_syrichta ENSTSYG00000005688
propithecus_coquereli ENSPCOG00000023800
microcebus_murinus ENSMICG00000043241
prolemur_simus ENSPSMG00000002148
otolemur_garnettii ENSOGAG00000002624
ictidomys_tridecemlineatus ENSSTOG00000001693
urocitellus_parryii ENSUPAG00010005337
spermophilus_dauricus ENSSDAG00000024881
marmota_marmota_marmota ENSMMMG00000015191
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005972
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018485
fukomys_damarensis ENSFDAG00000012141
chinchilla_lanigera ENSCLAG00000015878
octodon_degus ENSODEG00000010170
cavia_aperea ENSCAPG00000006848
cavia_porcellus ENSCPOG00000000091
castor_canadensis ENSCCNG00000013674
dipodomys_ordii ENSDORG00000025921
microtus_ochrogaster ENSMOCG00000019422
peromyscus_maniculatus_bairdii ENSPEMG00000008481
cricetulus_griseus_crigri_1.0 ENSCGRG00000010240
cricetulus_griseus_crigri-picr ENSCGRG00015017181
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009556
mesocricetus_auratus ENSMAUG00000012500
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042708
mus_spicilegus ENSMSIG00000012649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015515
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014708
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027944
rattus_norvegicus ENSRNOG00000002691
meriones_unguiculatus ENSMUGG00000003435
jaculus_jaculus ENSJJAG00000010152
ochotona_princeps ENSOPRG00000011540
oryctolagus_cuniculus ENSOCUG00000003497
tupaia_belangeri ENSTBEG00000014692
ursus_maritimus ENSUMAG00000016470
ailuropoda_melanoleuca ENSAMEG00000002277
neovison_vison ENSNVIG00000014870
canis_lupus_dingo ENSCAFG00020014894
canis_lupus_familiaris ENSCAFG00000013227
vulpes_vulpes ENSVVUG00000008935
panthera_pardus ENSPPRG00000006066
panthera_tigris_altaica ENSPTIG00000021630
felis_catus ENSFCAG00000012682
erinaceus_europaeus ENSEEUG00000005177
sus_scrofa ENSSSCG00000026983
vicugna_pacos ENSVPAG00000008098
capra_hircus ENSCHIG00000022982
ovis_aries ENSOARG00000019142
bos_taurus ENSBTAG00000031238
bos_mutus ENSBMUG00000026928
bison_bison_bison ENSBBBG00000007157
tursiops_truncatus ENSTTRG00000007675
equus_caballus ENSECAG00000018185
equus_asinus_asinus ENSEASG00005006588
pteropus_vampyrus ENSPVAG00000000841
myotis_lucifugus ENSMLUG00000011223
notamacropus_eugenii ENSMEUG00000008526
phascolarctos_cinereus ENSPCIG00000003732
sarcophilus_harrisii ENSSHAG00000008882
monodelphis_domestica ENSMODG00000006973
ornithorhynchus_anatinus ENSOANG00000000990
anolis_carolinensis ENSACAG00000005110
anolis_carolinensis ENSACAG00000027775
pogona_vitticeps ENSPVIG00000018711
notechis_scutatus ENSNSUG00000014465
salvator_merianae ENSSMRG00000012309
sphenodon_punctatus ENSSPUG00000003896
apteryx_owenii ENSAOWG00000016907
apteryx_haastii ENSAHAG00000015581
apteryx_rowi ENSARWG00000001426
dromaius_novaehollandiae ENSDNVG00000014512
nothoprocta_perdicaria ENSNPEG00000015275
crocodylus_porosus ENSCPRG00005013884
chelonoidis_abingdonii ENSCABG00000019044
gopherus_agassizii ENSGAGG00000024405
chrysemys_picta_bellii ENSCPBG00000015754
pelodiscus_sinensis ENSPSIG00000006070
esox_lucius ENSELUG00000010485
pygocentrus_nattereri ENSPNAG00000021325
lepisosteus_oculatus ENSLOCG00000002143
latimeria_chalumnae ENSLACG00000017885
mustela_putorius_furo ENSMPUG00000011556
ciona_intestinalis ENSCING00000015433
ciona_savignyi ENSCSAVG00000005819
