meleagris_gallopavo ENSMGAG00000009792
coturnix_japonica ENSCJPG00005009488
gallus_gallus ENSGALG00000028561
numida_meleagris ENSNMEG00000021271
anser_brachyrhynchus ENSABRG00000018046
parus_major ENSPMJG00000019498
serinus_canaria ENSSCAG00000000083
ficedula_albicollis ENSFALG00000005537
lepidothrix_coronata ENSLCOG00000001035
apteryx_haastii ENSAHAG00000013262
gopherus_agassizii ENSGAGG00000024257
chelonoidis_abingdonii ENSCABG00000019394
sphenodon_punctatus ENSSPUG00000006624
sphenodon_punctatus ENSSPUG00000006811
sphenodon_punctatus ENSSPUG00000006800
sphenodon_punctatus ENSSPUG00000006750
sphenodon_punctatus ENSSPUG00000006792
anolis_carolinensis ENSACAG00000013477
chrysemys_picta_bellii ENSCPBG00000002923
chrysemys_picta_bellii ENSCPBG00000002962
taeniopygia_guttata ENSTGUG00000007198
taeniopygia_guttata ENSTGUG00000007204
taeniopygia_guttata ENSTGUG00000007200
melopsittacus_undulatus ENSMUNG00000009077
anas_platyrhynchos_platyrhynchos ENSAPLG00000024178
nothoprocta_perdicaria ENSNPEG00000013674
pogona_vitticeps ENSPVIG00000022416
pogona_vitticeps ENSPVIG00000022415
notechis_scutatus ENSNSUG00000015343
manacus_vitellinus ENSMVIG00005013040
ornithorhynchus_anatinus ENSOANG00000008218
ornithorhynchus_anatinus ENSOANG00000031187
ornithorhynchus_anatinus ENSOANG00000030467
ornithorhynchus_anatinus ENSOANG00000029835
ornithorhynchus_anatinus ENSOANG00000032271
ornithorhynchus_anatinus ENSOANG00000008216
monodelphis_domestica ENSMODG00000011289
notamacropus_eugenii ENSMEUG00000004774
bos_taurus ENSBTAG00000005580
bos_mutus ENSBMUG00000016722
bison_bison_bison ENSBBBG00000007873
ovis_aries ENSOARG00000000263
capra_hircus ENSCHIG00000025242
tursiops_truncatus ENSTTRG00000010771
sus_scrofa ENSSSCG00000003941
sorex_araneus ENSSARG00000008340
aotus_nancymaae ENSANAG00000019711
microtus_ochrogaster ENSMOCG00000011028
pteropus_vampyrus ENSPVAG00000000017
myotis_lucifugus ENSMLUG00000012627
mustela_putorius_furo ENSMPUG00000013673
neovison_vison ENSNVIG00000017148
ailuropoda_melanoleuca ENSAMEG00000001541
canis_lupus_familiaris ENSCAFG00000005220
canis_lupus_dingo ENSCAFG00020017470
vulpes_vulpes ENSVVUG00000008289
panthera_pardus ENSPPRG00000017236
panthera_tigris_altaica ENSPTIG00000016496
felis_catus ENSFCAG00000015116
equus_caballus ENSECAG00000011591
equus_asinus_asinus ENSEASG00005001580
erinaceus_europaeus ENSEEUG00000010072
chinchilla_lanigera ENSCLAG00000003370
octodon_degus ENSODEG00000002541
cavia_porcellus ENSCPOG00000006106
cavia_aperea ENSCAPG00000005827
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010157
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011107
fukomys_damarensis ENSFDAG00000003776
ictidomys_tridecemlineatus ENSSTOG00000009747
spermophilus_dauricus ENSSDAG00000012532
urocitellus_parryii ENSUPAG00010021367
marmota_marmota_marmota ENSMMMG00000000919
castor_canadensis ENSCCNG00000012392
dipodomys_ordii ENSDORG00000013977
mus_spicilegus ENSMSIG00000015746
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027344
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000033253
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026372
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028703
rattus_norvegicus ENSRNOG00000028659
meriones_unguiculatus ENSMUGG00000020947
