astyanax_mexicanus ENSAMXG00000035441
pygocentrus_nattereri ENSPNAG00000013871
ictalurus_punctatus ENSIPUG00000009976
danio_rerio ENSDARG00000102417
scleropages_formosus ENSSFOG00015014784
paramormyrops_kingsleyae ENSPKIG00000001844
scleropages_formosus ENSSFOG00015019662
lepisosteus_oculatus ENSLOCG00000003971
monopterus_albus ENSMALG00000005252
mastacembelus_armatus ENSMAMG00000006857
anabas_testudineus ENSATEG00000022447
seriola_dumerili ENSSDUG00000015637
seriola_lalandi_dorsalis ENSSLDG00000024127
scophthalmus_maximus ENSSMAG00000005531
gasterosteus_aculeatus ENSGACG00000012125
mola_mola ENSMMOG00000013021
tetraodon_nigroviridis ENSTNIG00000012110
takifugu_rubripes ENSTRUG00000010799
labrus_bergylta ENSLBEG00000010414
cynoglossus_semilaevis ENSCSEG00000005702
cyprinodon_variegatus ENSCVAG00000008307
fundulus_heteroclitus ENSFHEG00000020390
xiphophorus_maculatus ENSXMAG00000009179
xiphophorus_couchianus ENSXCOG00000020422
gambusia_affinis ENSGAFG00000006201
poecilia_formosa ENSPFOG00000017493
poecilia_mexicana ENSPMEG00000020911
poecilia_latipinna ENSPLAG00000007758
poecilia_reticulata ENSPREG00000015685
kryptolebias_marmoratus ENSKMAG00000011885
oryzias_latipes_asm223471v1 ENSORLG00020001442
oryzias_latipes_asm223467v1 ENSORLG00000010418
oryzias_latipes_asm223469v1 ENSORLG00015013432
oryzias_melastigma ENSOMEG00000009303
amphiprion_ocellaris ENSAOCG00000012849
amphiprion_percula ENSAPEG00000004836
acanthochromis_polyacanthus ENSAPOG00000024325
stegastes_partitus ENSSPAG00000022597
maylandia_zebra ENSMZEG00005019321
astatotilapia_calliptera ENSACLG00000026469
pundamilia_nyererei ENSPNYG00000003284
haplochromis_burtoni ENSHBUG00000010132
neolamprologus_brichardi ENSNBRG00000001963
oreochromis_niloticus ENSONIG00000014838
amphilophus_citrinellus ENSACIG00000004266
hippocampus_comes ENSHCOG00000016133
periophthalmus_magnuspinnatus ENSPMGG00000009984
gadus_morhua ENSGMOG00000004538
esox_lucius ENSELUG00000023054
bison_bison_bison ENSBBBG00000004179
bos_mutus ENSBMUG00000001155
capra_hircus ENSCHIG00000018478
ovis_aries ENSOARG00000003637
tursiops_truncatus ENSTTRG00000014023
vicugna_pacos ENSVPAG00000002042
sus_scrofa ENSSSCG00000032908
equus_asinus_asinus ENSEASG00005021376
equus_caballus ENSECAG00000020408
myotis_lucifugus ENSMLUG00000005416
erinaceus_europaeus ENSEEUG00000001872
ursus_americanus ENSUAMG00000007957
ursus_maritimus ENSUMAG00000018624
ailuropoda_melanoleuca ENSAMEG00000006684
canis_lupus_dingo ENSCAFG00020020315
canis_lupus_familiaris ENSCAFG00000031831
vulpes_vulpes ENSVVUG00000017298
neovison_vison ENSNVIG00000007555
mustela_putorius_furo ENSMPUG00000007738
panthera_pardus ENSPPRG00000001358
panthera_tigris_altaica ENSPTIG00000011774
felis_catus ENSFCAG00000022878
choloepus_hoffmanni ENSCHOG00000002215
dasypus_novemcinctus ENSDNOG00000045847
loxodonta_africana ENSLAFG00000013376
procavia_capensis ENSPCAG00000014356
prolemur_simus ENSPSMG00000012775
microcebus_murinus ENSMICG00000027773
propithecus_coquereli ENSPCOG00000027536
otolemur_garnettii ENSOGAG00000014868
otolemur_garnettii ENSOGAG00000025692
carlito_syrichta ENSTSYG00000008320
carlito_syrichta ENSTSYG00000036818
rhinopithecus_roxellana ENSRROG00000001641
colobus_angolensis_palliatus ENSCANG00000031700
rhinopithecus_bieti ENSRBIG00000033332
cercocebus_atys ENSCATG00000040273
piliocolobus_tephrosceles ENSPTEG00000010578
castor_canadensis ENSCCNG00000019428
dipodomys_ordii ENSDORG00000023281
cricetulus_griseus_crigri-picr ENSCGRG00015009919
cricetulus_griseus_crigri_1.0 ENSCGRG00000002144
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017310
mesocricetus_auratus ENSMAUG00000012063
microtus_ochrogaster ENSMOCG00000018363
peromyscus_maniculatus_bairdii ENSPEMG00000000353
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032656
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039067
mus_spicilegus ENSMSIG00000003185
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031538
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023138
rattus_norvegicus ENSRNOG00000014097
meriones_unguiculatus ENSMUGG00000017702
nannospalax_galili ENSNGAG00000004900
jaculus_jaculus ENSJJAG00000023819
jaculus_jaculus ENSJJAG00000017117
cavia_porcellus ENSCPOG00000011098
cavia_aperea ENSCAPG00000010737
octodon_degus ENSODEG00000015308
octodon_degus ENSODEG00000001569
chinchilla_lanigera ENSCLAG00000011129
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012533
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006646
fukomys_damarensis ENSFDAG00000013119
ochotona_princeps ENSOPRG00000010917
ochotona_princeps ENSOPRG00000007143
oryctolagus_cuniculus ENSOCUG00000008750
spermophilus_dauricus ENSSDAG00000024199
urocitellus_parryii ENSUPAG00010023766
marmota_marmota_marmota ENSMMMG00000013900
ictidomys_tridecemlineatus ENSSTOG00000013123
tupaia_belangeri ENSTBEG00000016950
echinops_telfairi ENSETEG00000006214
pongo_abelii ENSPPYG00000025947
pongo_abelii ENSPPYG00000025918
pan_paniscus ENSPPAG00000038728
pan_troglodytes ENSPTRG00000008343
gorilla_gorilla ENSGGOG00000009774
homo_sapiens ENSG00000103035
