chelonoidis_abingdonii ENSCABG00000006175
gopherus_agassizii ENSGAGG00000006550
chrysemys_picta_bellii ENSCPBG00000014577
pelodiscus_sinensis ENSPSIG00000010172
crocodylus_porosus ENSCPRG00005005986
anolis_carolinensis ENSACAG00000014663
pogona_vitticeps ENSPVIG00000017691
notechis_scutatus ENSNSUG00000014193
salvator_merianae ENSSMRG00000009733
sphenodon_punctatus ENSSPUG00000009538
apteryx_haastii ENSAHAG00000013839
apteryx_rowi ENSARWG00000003549
apteryx_owenii ENSAOWG00000016254
dromaius_novaehollandiae ENSDNVG00000014939
nothoprocta_perdicaria ENSNPEG00000011150
calidris_pygmaea ENSCPGG00000014199
calidris_pugnax ENSCPUG00000017275
melopsittacus_undulatus ENSMUNG00000014178
taeniopygia_guttata ENSTGUG00000017415
lonchura_striata_domestica ENSLSDG00000011436
junco_hyemalis ENSJHYG00000015467
zonotrichia_albicollis ENSZALG00000008971
serinus_canaria ENSSCAG00000010205
ficedula_albicollis ENSFALG00000008339
parus_major ENSPMJG00000018716
cyanistes_caeruleus ENSCCEG00000021247
lepidothrix_coronata ENSLCOG00000011767
manacus_vitellinus ENSMVIG00005009242
anas_platyrhynchos_platyrhynchos ENSAPLG00000015807
anas_platyrhynchos_platyrhynchos ENSAPLG00000020139
anser_brachyrhynchus ENSABRG00000014567
gallus_gallus ENSGALG00000040432
coturnix_japonica ENSCJPG00005021347
meleagris_gallopavo ENSMGAG00000002348
numida_meleagris ENSNMEG00000016572
ornithorhynchus_anatinus ENSOANG00000010913
choloepus_hoffmanni ENSCHOG00000002119
dasypus_novemcinctus ENSDNOG00000008777
loxodonta_africana ENSLAFG00000011481
procavia_capensis ENSPCAG00000012764
echinops_telfairi ENSETEG00000007740
myotis_lucifugus ENSMLUG00000008076
pteropus_vampyrus ENSPVAG00000002599
ursus_americanus ENSUAMG00000014673
ursus_maritimus ENSUMAG00000020418
ailuropoda_melanoleuca ENSAMEG00000017116
neovison_vison ENSNVIG00000012738
mustela_putorius_furo ENSMPUG00000005054
canis_lupus_dingo ENSCAFG00020016984
canis_lupus_familiaris ENSCAFG00000014225
vulpes_vulpes ENSVVUG00000013016
panthera_pardus ENSPPRG00000023383
panthera_tigris_altaica ENSPTIG00000000137
felis_catus ENSFCAG00000006472
equus_caballus ENSECAG00000024803
equus_asinus_asinus ENSEASG00005016901
bos_mutus ENSBMUG00000004038
bos_taurus ENSBTAG00000018303
bison_bison_bison ENSBBBG00000014249
capra_hircus ENSCHIG00000014992
ovis_aries ENSOARG00000014745
tursiops_truncatus ENSTTRG00000014214
sus_scrofa ENSSSCG00000015512
vicugna_pacos ENSVPAG00000000466
erinaceus_europaeus ENSEEUG00000011710
pan_paniscus ENSPPAG00000036025
pan_troglodytes ENSPTRG00000001712
homo_sapiens ENSG00000116183
gorilla_gorilla ENSGGOG00000002653
pongo_abelii ENSPPYG00000000479
nomascus_leucogenys ENSNLEG00000015448
colobus_angolensis_palliatus ENSCANG00000035827
piliocolobus_tephrosceles ENSPTEG00000009827
rhinopithecus_bieti ENSRBIG00000042988
rhinopithecus_roxellana ENSRROG00000039792
cercocebus_atys ENSCATG00000012661
mandrillus_leucophaeus ENSMLEG00000040002
theropithecus_gelada ENSTGEG00000002295
papio_anubis ENSPANG00000011979
macaca_fascicularis ENSMFAG00000040580
macaca_mulatta ENSMMUG00000023214
macaca_nemestrina ENSMNEG00000030146
cebus_capucinus_imitator ENSCCAG00000026225
saimiri_boliviensis_boliviensis ENSSBOG00000021098
callithrix_jacchus ENSCJAG00000008617
aotus_nancymaae ENSANAG00000033913
carlito_syrichta ENSTSYG00000036193
microcebus_murinus ENSMICG00000005975
prolemur_simus ENSPSMG00000009778
propithecus_coquereli ENSPCOG00000016119
otolemur_garnettii ENSOGAG00000008537
carlito_syrichta ENSTSYG00000027372
mus_spicilegus ENSMSIG00000006140
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073530
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014748
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027984
rattus_norvegicus ENSRNOG00000042860
meriones_unguiculatus ENSMUGG00000021772
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021710
cricetulus_griseus_crigri_1.0 ENSCGRG00000004550
cricetulus_griseus_crigri-picr ENSCGRG00015012913
mesocricetus_auratus ENSMAUG00000011215
peromyscus_maniculatus_bairdii ENSPEMG00000019822
