oryzias_latipes_asm223467v1 ENSORLG00000020656
oryzias_latipes_asm223471v1 ENSORLG00020010991
oryzias_latipes_asm223469v1 ENSORLG00015011785
oryzias_melastigma ENSOMEG00000000660
kryptolebias_marmoratus ENSKMAG00000015759
fundulus_heteroclitus ENSFHEG00000005619
cyprinodon_variegatus ENSCVAG00000020264
poecilia_mexicana ENSPMEG00000011800
poecilia_latipinna ENSPLAG00000023422
poecilia_formosa ENSPFOG00000013405
poecilia_reticulata ENSPREG00000021791
gambusia_affinis ENSGAFG00000005897
xiphophorus_maculatus ENSXMAG00000023603
xiphophorus_couchianus ENSXCOG00000005638
amphiprion_ocellaris ENSAOCG00000007699
amphiprion_percula ENSAPEG00000014370
acanthochromis_polyacanthus ENSAPOG00000008670
stegastes_partitus ENSSPAG00000019147
astatotilapia_calliptera ENSACLG00000007755
maylandia_zebra ENSMZEG00005012733
pundamilia_nyererei ENSPNYG00000009425
haplochromis_burtoni ENSHBUG00000008952
neolamprologus_brichardi ENSNBRG00000008973
oreochromis_niloticus ENSONIG00000019869
amphilophus_citrinellus ENSACIG00000014377
seriola_dumerili ENSSDUG00000002984
seriola_lalandi_dorsalis ENSSLDG00000013952
scophthalmus_maximus ENSSMAG00000018908
monopterus_albus ENSMALG00000019764
mastacembelus_armatus ENSMAMG00000002915
anabas_testudineus ENSATEG00000000560
mola_mola ENSMMOG00000020282
cynoglossus_semilaevis ENSCSEG00000018262
hippocampus_comes ENSHCOG00000015881
gasterosteus_aculeatus ENSGACG00000001637
labrus_bergylta ENSLBEG00000013866
periophthalmus_magnuspinnatus ENSPMGG00000020708
takifugu_rubripes ENSTRUG00000006888
tetraodon_nigroviridis ENSTNIG00000005288
gadus_morhua ENSGMOG00000005514
esox_lucius ENSELUG00000016812
pygocentrus_nattereri ENSPNAG00000017918
astyanax_mexicanus ENSAMXG00000002499
ictalurus_punctatus ENSIPUG00000020088
danio_rerio ENSDARG00000026376
scleropages_formosus ENSSFOG00015018941
paramormyrops_kingsleyae ENSPKIG00000023168
lepisosteus_oculatus ENSLOCG00000011082
dipodomys_ordii ENSDORG00000014246
castor_canadensis ENSCCNG00000029347
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028405
mus_spicilegus ENSMSIG00000024751
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026841
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025892
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024015
rattus_norvegicus ENSRNOG00000005849
meriones_unguiculatus ENSMUGG00000007271
peromyscus_maniculatus_bairdii ENSPEMG00000018464
microtus_ochrogaster ENSMOCG00000015393
cricetulus_griseus_crigri-picr ENSCGRG00015005811
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024337
cricetulus_griseus_crigri_1.0 ENSCGRG00000004877
mesocricetus_auratus ENSMAUG00000021408
nannospalax_galili ENSNGAG00000005703
jaculus_jaculus ENSJJAG00000013824
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000149
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018922
fukomys_damarensis ENSFDAG00000016058
octodon_degus ENSODEG00000001240
octodon_degus ENSODEG00000015432
chinchilla_lanigera ENSCLAG00000002487
cavia_porcellus ENSCPOG00000003768
cavia_aperea ENSCAPG00000007254
urocitellus_parryii ENSUPAG00010007907
spermophilus_dauricus ENSSDAG00000000907
marmota_marmota_marmota ENSMMMG00000008891
ictidomys_tridecemlineatus ENSSTOG00000006942
oryctolagus_cuniculus ENSOCUG00000015960
ochotona_princeps ENSOPRG00000016791
tupaia_belangeri ENSTBEG00000012369
pan_troglodytes ENSPTRG00000020843
pan_paniscus ENSPPAG00000033498
homo_sapiens ENSG00000122729
gorilla_gorilla ENSGGOG00000016306
pongo_abelii ENSPPYG00000019150
nomascus_leucogenys ENSNLEG00000003409
theropithecus_gelada ENSTGEG00000011864
mandrillus_leucophaeus ENSMLEG00000005636
papio_anubis ENSPANG00000025270
cercocebus_atys ENSCATG00000045333
macaca_fascicularis ENSMFAG00000001702
macaca_mulatta ENSMMUG00000008196
macaca_nemestrina ENSMNEG00000045040
chlorocebus_sabaeus ENSCSAG00000009824
rhinopithecus_roxellana ENSRROG00000042672
rhinopithecus_bieti ENSRBIG00000034592
colobus_angolensis_palliatus ENSCANG00000014847
piliocolobus_tephrosceles ENSPTEG00000035544
cebus_capucinus_imitator ENSCCAG00000022465
saimiri_boliviensis_boliviensis ENSSBOG00000026008
callithrix_jacchus ENSCJAG00000007687
aotus_nancymaae ENSANAG00000003359
carlito_syrichta ENSTSYG00000004179
propithecus_coquereli ENSPCOG00000021198
microcebus_murinus ENSMICG00000006540
prolemur_simus ENSPSMG00000011080
otolemur_garnettii ENSOGAG00000010522
pteropus_vampyrus ENSPVAG00000002372
myotis_lucifugus ENSMLUG00000003029
equus_caballus ENSECAG00000014846
equus_asinus_asinus ENSEASG00005004602
erinaceus_europaeus ENSEEUG00000015174
sorex_araneus ENSSARG00000008437
ursus_maritimus ENSUMAG00000005807
ursus_americanus ENSUAMG00000020699
ailuropoda_melanoleuca ENSAMEG00000003746
neovison_vison ENSNVIG00000000721
mustela_putorius_furo ENSMPUG00000004340
canis_lupus_dingo ENSCAFG00020014553
canis_lupus_familiaris ENSCAFG00000001786
vulpes_vulpes ENSVVUG00000021152
panthera_pardus ENSPPRG00000009875
panthera_tigris_altaica ENSPTIG00000016606
felis_catus ENSFCAG00000001293
bos_mutus ENSBMUG00000018073
bos_taurus ENSBTAG00000000555
bison_bison_bison ENSBBBG00000021752
ovis_aries ENSOARG00000014707
capra_hircus ENSCHIG00000007667
tursiops_truncatus ENSTTRG00000016991
vicugna_pacos ENSVPAG00000009876
sus_scrofa ENSSSCG00000023807
dasypus_novemcinctus ENSDNOG00000003951
choloepus_hoffmanni ENSCHOG00000008996
loxodonta_africana ENSLAFG00000013470
procavia_capensis ENSPCAG00000013222
echinops_telfairi ENSETEG00000012415
phascolarctos_cinereus ENSPCIG00000029321
notamacropus_eugenii ENSMEUG00000014756
sarcophilus_harrisii ENSSHAG00000008924
monodelphis_domestica ENSMODG00000004463
ornithorhynchus_anatinus ENSOANG00000012132
apteryx_owenii ENSAOWG00000009555
apteryx_haastii ENSAHAG00000019076
apteryx_rowi ENSARWG00000002300
dromaius_novaehollandiae ENSDNVG00000006725
nothoprocta_perdicaria ENSNPEG00000009029
cyanistes_caeruleus ENSCCEG00000014322
parus_major ENSPMJG00000004235
ficedula_albicollis ENSFALG00000001167
zonotrichia_albicollis ENSZALG00000003535
serinus_canaria ENSSCAG00000012745
taeniopygia_guttata ENSTGUG00000001505
lonchura_striata_domestica ENSLSDG00000011483
lepidothrix_coronata ENSLCOG00000007237
manacus_vitellinus ENSMVIG00005019806
calidris_pygmaea ENSCPGG00000019499
calidris_pugnax ENSCPUG00000001304
melopsittacus_undulatus ENSMUNG00000012724
anser_brachyrhynchus ENSABRG00000006688
anas_platyrhynchos_platyrhynchos ENSAPLG00000015490
gallus_gallus ENSGALG00000002162
coturnix_japonica ENSCJPG00005003748
meleagris_gallopavo ENSMGAG00000008851
numida_meleagris ENSNMEG00000010305
crocodylus_porosus ENSCPRG00005015409
gopherus_agassizii ENSGAGG00000023315
chelonoidis_abingdonii ENSCABG00000003421
chrysemys_picta_bellii ENSCPBG00000008077
pelodiscus_sinensis ENSPSIG00000008030
anolis_carolinensis ENSACAG00000001541
pogona_vitticeps ENSPVIG00000011725
notechis_scutatus ENSNSUG00000007256
salvator_merianae ENSSMRG00000020901
sphenodon_punctatus ENSSPUG00000002916
xenopus_tropicalis ENSXETG00000009184
latimeria_chalumnae ENSLACG00000000936
petromyzon_marinus ENSPMAG00000002156
eptatretus_burgeri ENSEBUG00000015441
petromyzon_marinus ENSPMAG00000001363
