equus_caballus ENSECAG00000024160
equus_asinus_asinus ENSEASG00005018364
ursus_americanus ENSUAMG00000010394
ursus_maritimus ENSUMAG00000013728
ailuropoda_melanoleuca ENSAMEG00000005629
neovison_vison ENSNVIG00000017278
mustela_putorius_furo ENSMPUG00000001723
pteropus_vampyrus ENSPVAG00000004981
tursiops_truncatus ENSTTRG00000003075
sus_scrofa ENSSSCG00000008932
vicugna_pacos ENSVPAG00000009035
erinaceus_europaeus ENSEEUG00000002668
sorex_araneus ENSSARG00000012906
gorilla_gorilla ENSGGOG00000025912
homo_sapiens ENSG00000185873
pan_troglodytes ENSPTRG00000016104
pan_paniscus ENSPPAG00000035972
pongo_abelii ENSPPYG00000014727
macaca_fascicularis ENSMFAG00000025901
macaca_nemestrina ENSMNEG00000034439
theropithecus_gelada ENSTGEG00000018314
cercocebus_atys ENSCATG00000037562
mandrillus_leucophaeus ENSMLEG00000039443
papio_anubis ENSPANG00000008261
chlorocebus_sabaeus ENSCSAG00000005243
rhinopithecus_roxellana ENSRROG00000031140
rhinopithecus_bieti ENSRBIG00000041039
colobus_angolensis_palliatus ENSCANG00000028018
piliocolobus_tephrosceles ENSPTEG00000023644
saimiri_boliviensis_boliviensis ENSSBOG00000030405
cebus_capucinus_imitator ENSCCAG00000026565
callithrix_jacchus ENSCJAG00000009907
aotus_nancymaae ENSANAG00000021028
carlito_syrichta ENSTSYG00000001270
prolemur_simus ENSPSMG00000015460
microcebus_murinus ENSMICG00000000833
otolemur_garnettii ENSOGAG00000003360
tupaia_belangeri ENSTBEG00000015316
oryctolagus_cuniculus ENSOCUG00000005417
ochotona_princeps ENSOPRG00000009212
choloepus_hoffmanni ENSCHOG00000007039
procavia_capensis ENSPCAG00000009740
notamacropus_eugenii ENSMEUG00000010929
phascolarctos_cinereus ENSPCIG00000006614
monodelphis_domestica ENSMODG00000020751
ornithorhynchus_anatinus ENSOANG00000014136
