meleagris_gallopavo ENSMGAG00000000860
coturnix_japonica ENSCJPG00005014561
gallus_gallus ENSGALG00000000399
numida_meleagris ENSNMEG00000015346
anser_brachyrhynchus ENSABRG00000017152
anas_platyrhynchos_platyrhynchos ENSAPLG00000006546
melopsittacus_undulatus ENSMUNG00000014153
calidris_pugnax ENSCPUG00000017420
calidris_pugnax ENSCPUG00000017421
calidris_pygmaea ENSCPGG00000006781
manacus_vitellinus ENSMVIG00005011178
lepidothrix_coronata ENSLCOG00000005306
lonchura_striata_domestica ENSLSDG00000016291
taeniopygia_guttata ENSTGUG00000005500
serinus_canaria ENSSCAG00000008950
zonotrichia_albicollis ENSZALG00000014002
junco_hyemalis ENSJHYG00000000934
cyanistes_caeruleus ENSCCEG00000000909
ficedula_albicollis ENSFALG00000003657
apteryx_haastii ENSAHAG00000017914
apteryx_rowi ENSARWG00000002431
apteryx_owenii ENSAOWG00000011471
dromaius_novaehollandiae ENSDNVG00000000928
nothoprocta_perdicaria ENSNPEG00000002124
gopherus_agassizii ENSGAGG00000019239
chelonoidis_abingdonii ENSCABG00000019720
chrysemys_picta_bellii ENSCPBG00000019189
pelodiscus_sinensis ENSPSIG00000009370
crocodylus_porosus ENSCPRG00005009183
sphenodon_punctatus ENSSPUG00000005514
anolis_carolinensis ENSACAG00000029660
pogona_vitticeps ENSPVIG00000012772
notechis_scutatus ENSNSUG00000010886
salvator_merianae ENSSMRG00000021957
phascolarctos_cinereus ENSPCIG00000017779
notamacropus_eugenii ENSMEUG00000011556
monodelphis_domestica ENSMODG00000013459
pan_troglodytes ENSPTRG00000051613
gorilla_gorilla ENSGGOG00000040849
homo_sapiens ENSG00000188542
pongo_abelii ENSPPYG00000013338
nomascus_leucogenys ENSNLEG00000013588
rhinopithecus_bieti ENSRBIG00000037723
rhinopithecus_roxellana ENSRROG00000019423
piliocolobus_tephrosceles ENSPTEG00000013169
macaca_mulatta ENSMMUG00000037810
macaca_fascicularis ENSMFAG00000032775
macaca_nemestrina ENSMNEG00000003681
chlorocebus_sabaeus ENSCSAG00000005952
papio_anubis ENSPANG00000030456
theropithecus_gelada ENSTGEG00000024788
cercocebus_atys ENSCATG00000045199
callithrix_jacchus ENSCJAG00000006583
cebus_capucinus_imitator ENSCCAG00000038079
aotus_nancymaae ENSANAG00000018201
carlito_syrichta ENSTSYG00000004931
propithecus_coquereli ENSPCOG00000025402
prolemur_simus ENSPSMG00000002553
microcebus_murinus ENSMICG00000028755
otolemur_garnettii ENSOGAG00000031083
ictidomys_tridecemlineatus ENSSTOG00000026128
urocitellus_parryii ENSUPAG00010013603
marmota_marmota_marmota ENSMMMG00000005989
castor_canadensis ENSCCNG00000029013
chinchilla_lanigera ENSCLAG00000001935
cavia_porcellus ENSCPOG00000022626
octodon_degus ENSODEG00000008939
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014963
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001800
cricetulus_griseus_crigri-picr ENSCGRG00015015334
mesocricetus_auratus ENSMAUG00000016571
microtus_ochrogaster ENSMOCG00000020145
peromyscus_maniculatus_bairdii ENSPEMG00000027177
mus_spicilegus ENSMSIG00000014219
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015246
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000047067
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014442
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027678
rattus_norvegicus ENSRNOG00000057389
meriones_unguiculatus ENSMUGG00000012866
nannospalax_galili ENSNGAG00000003361
jaculus_jaculus ENSJJAG00000010706
saimiri_boliviensis_boliviensis ENSSBOG00000035216
ochotona_princeps ENSOPRG00000007348
tupaia_belangeri ENSTBEG00000016055
neovison_vison ENSNVIG00000015613
mustela_putorius_furo ENSMPUG00000000137
ursus_americanus ENSUAMG00000005727
canis_lupus_dingo ENSCAFG00020024714
canis_lupus_familiaris ENSCAFG00000029035
panthera_pardus ENSPPRG00000016441
felis_catus ENSFCAG00000043250
sus_scrofa ENSSSCG00000028180
tursiops_truncatus ENSTTRG00000000133
capra_hircus ENSCHIG00000021356
bos_taurus ENSBTAG00000049766
equus_caballus ENSECAG00000038526
equus_asinus_asinus ENSEASG00005007525
pteropus_vampyrus ENSPVAG00000001950
myotis_lucifugus ENSMLUG00000004599
erinaceus_europaeus ENSEEUG00000000008
procavia_capensis ENSPCAG00000014134
loxodonta_africana ENSLAFG00000002034
dasypus_novemcinctus ENSDNOG00000003371
ornithorhynchus_anatinus ENSOANG00000006826
xenopus_tropicalis ENSXETG00000003040
latimeria_chalumnae ENSLACG00000004151
pygocentrus_nattereri ENSPNAG00000002018
astyanax_mexicanus ENSAMXG00000019148
ictalurus_punctatus ENSIPUG00000012283
danio_rerio ENSDARG00000059695
takifugu_rubripes ENSTRUG00000023600
tetraodon_nigroviridis ENSTNIG00000002799
gasterosteus_aculeatus ENSGACG00000015766
cynoglossus_semilaevis ENSCSEG00000006706
hippocampus_comes ENSHCOG00000012517
periophthalmus_magnuspinnatus ENSPMGG00000021949
monopterus_albus ENSMALG00000010720
mastacembelus_armatus ENSMAMG00000014957
anabas_testudineus ENSATEG00000008777
labrus_bergylta ENSLBEG00000028409
mola_mola ENSMMOG00000010771
seriola_dumerili ENSSDUG00000004520
seriola_lalandi_dorsalis ENSSLDG00000017838
amphiprion_ocellaris ENSAOCG00000022298
amphiprion_percula ENSAPEG00000004168
acanthochromis_polyacanthus ENSAPOG00000014341
stegastes_partitus ENSSPAG00000002861
poecilia_mexicana ENSPMEG00000015285
poecilia_formosa ENSPFOG00000005515
poecilia_latipinna ENSPLAG00000000153
poecilia_reticulata ENSPREG00000003654
xiphophorus_maculatus ENSXMAG00000013111
xiphophorus_couchianus ENSXCOG00000016552
gambusia_affinis ENSGAFG00000018424
fundulus_heteroclitus ENSFHEG00000001087
cyprinodon_variegatus ENSCVAG00000020808
kryptolebias_marmoratus ENSKMAG00000019835
oryzias_latipes_asm223471v1 ENSORLG00020018937
oryzias_latipes_asm223469v1 ENSORLG00015017641
oryzias_latipes_asm223467v1 ENSORLG00000006743
oryzias_melastigma ENSOMEG00000021328
astatotilapia_calliptera ENSACLG00000023316
maylandia_zebra ENSMZEG00005020238
haplochromis_burtoni ENSHBUG00000013166
pundamilia_nyererei ENSPNYG00000017116
neolamprologus_brichardi ENSNBRG00000016924
oreochromis_niloticus ENSONIG00000012338
gadus_morhua ENSGMOG00000004613
esox_lucius ENSELUG00000016976
scleropages_formosus ENSSFOG00015024207
paramormyrops_kingsleyae ENSPKIG00000012080
lepisosteus_oculatus ENSLOCG00000009143
petromyzon_marinus ENSPMAG00000008454
eptatretus_burgeri ENSEBUG00000015969
