pan_troglodytes ENSPTRG00000005893
pan_paniscus ENSPPAG00000030401
homo_sapiens ENSG00000102796
gorilla_gorilla ENSGGOG00000011170
pongo_abelii ENSPPYG00000029649
nomascus_leucogenys ENSNLEG00000003933
papio_anubis ENSPANG00000031113
cercocebus_atys ENSCATG00000032962
macaca_mulatta ENSMMUG00000009420
macaca_fascicularis ENSMFAG00000001189
macaca_nemestrina ENSMNEG00000014450
theropithecus_gelada ENSTGEG00000005828
chlorocebus_sabaeus ENSCSAG00000017687
rhinopithecus_bieti ENSRBIG00000033310
rhinopithecus_roxellana ENSRROG00000034018
piliocolobus_tephrosceles ENSPTEG00000031688
colobus_angolensis_palliatus ENSCANG00000034549
cebus_capucinus_imitator ENSCCAG00000030268
saimiri_boliviensis_boliviensis ENSSBOG00000025811
aotus_nancymaae ENSANAG00000025585
carlito_syrichta ENSTSYG00000006748
bison_bison_bison ENSBBBG00000015437
bos_taurus ENSBTAG00000016109
capra_hircus ENSCHIG00000011286
ovis_aries ENSOARG00000008965
tupaia_belangeri ENSTBEG00000015713
callithrix_jacchus ENSCJAG00000033264
erinaceus_europaeus ENSEEUG00000006499
pteropus_vampyrus ENSPVAG00000002395
bos_mutus ENSBMUG00000007092
xenopus_tropicalis ENSXETG00000020717
ciona_intestinalis ENSCING00000004625
ciona_savignyi ENSCSAVG00000006187
ciona_savignyi ENSCSAVG00000006156
ciona_savignyi ENSCSAVG00000006208
ciona_intestinalis ENSCING00000014944
