pan_troglodytes ENSPTRG00000011922
pan_paniscus ENSPPAG00000017725
gorilla_gorilla ENSGGOG00000003174
homo_sapiens ENSG00000178021
pongo_abelii ENSPPYG00000012411
theropithecus_gelada ENSTGEG00000005023
macaca_mulatta ENSMMUG00000002154
chlorocebus_sabaeus ENSCSAG00000013844
piliocolobus_tephrosceles ENSPTEG00000030297
prolemur_simus ENSPSMG00000021607
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000283
pteropus_vampyrus ENSPVAG00000008194
bos_mutus ENSBMUG00000004500
procavia_capensis ENSPCAG00000008033
