oryzias_latipes_asm223467v1 ENSORLG00000022495
oryzias_latipes_asm223471v1 ENSORLG00020014872
oryzias_latipes_asm223469v1 ENSORLG00015000276
oryzias_melastigma ENSOMEG00000006300
stegastes_partitus ENSSPAG00000002612
stegastes_partitus ENSSPAG00000013873
hippocampus_comes ENSHCOG00000002600
tetraodon_nigroviridis ENSTNIG00000017561
takifugu_rubripes ENSTRUG00000010694
xiphophorus_maculatus ENSXMAG00000014824
xiphophorus_couchianus ENSXCOG00000019821
poecilia_formosa ENSPFOG00000009789
poecilia_mexicana ENSPMEG00000011865
poecilia_reticulata ENSPREG00000019702
poecilia_latipinna ENSPLAG00000015581
gambusia_affinis ENSGAFG00000005846
cyprinodon_variegatus ENSCVAG00000017499
fundulus_heteroclitus ENSFHEG00000011640
kryptolebias_marmoratus ENSKMAG00000011292
astatotilapia_calliptera ENSACLG00000010756
maylandia_zebra ENSMZEG00005026559
haplochromis_burtoni ENSHBUG00000020793
pundamilia_nyererei ENSPNYG00000010649
neolamprologus_brichardi ENSNBRG00000016313
oreochromis_niloticus ENSONIG00000019732
amphilophus_citrinellus ENSACIG00000003938
amphiprion_ocellaris ENSAOCG00000009236
amphiprion_percula ENSAPEG00000008197
acanthochromis_polyacanthus ENSAPOG00000011405
stegastes_partitus ENSSPAG00000022079
scophthalmus_maximus ENSSMAG00000003320
cynoglossus_semilaevis ENSCSEG00000007377
seriola_lalandi_dorsalis ENSSLDG00000014694
seriola_dumerili ENSSDUG00000017975
labrus_bergylta ENSLBEG00000026439
mola_mola ENSMMOG00000016507
gasterosteus_aculeatus ENSGACG00000004501
monopterus_albus ENSMALG00000018842
mastacembelus_armatus ENSMAMG00000016687
anabas_testudineus ENSATEG00000009549
periophthalmus_magnuspinnatus ENSPMGG00000001322
gadus_morhua ENSGMOG00000010913
esox_lucius ENSELUG00000008501
pygocentrus_nattereri ENSPNAG00000009356
astyanax_mexicanus ENSAMXG00000019926
ictalurus_punctatus ENSIPUG00000006911
danio_rerio ENSDARG00000036773
scleropages_formosus ENSSFOG00015009990
