mastacembelus_armatus ENSMAMG00000013233
anabas_testudineus ENSATEG00000000056
gasterosteus_aculeatus ENSGACG00000012251
labrus_bergylta ENSLBEG00000006031
scophthalmus_maximus ENSSMAG00000017757
cynoglossus_semilaevis ENSCSEG00000001874
seriola_dumerili ENSSDUG00000002151
seriola_lalandi_dorsalis ENSSLDG00000015672
monopterus_albus ENSMALG00000003009
maylandia_zebra ENSMZEG00005022441
haplochromis_burtoni ENSHBUG00000004781
astatotilapia_calliptera ENSACLG00000017623
pundamilia_nyererei ENSPNYG00000005922
oreochromis_niloticus ENSONIG00000006216
amphilophus_citrinellus ENSACIG00000011205
amphiprion_percula ENSAPEG00000002860
amphiprion_ocellaris ENSAOCG00000013549
acanthochromis_polyacanthus ENSAPOG00000024003
poecilia_latipinna ENSPLAG00000011259
poecilia_mexicana ENSPMEG00000011197
poecilia_reticulata ENSPREG00000016487
xiphophorus_maculatus ENSXMAG00000025183
xiphophorus_couchianus ENSXCOG00000019591
gambusia_affinis ENSGAFG00000015105
fundulus_heteroclitus ENSFHEG00000018497
cyprinodon_variegatus ENSCVAG00000001837
kryptolebias_marmoratus ENSKMAG00000003346
oryzias_latipes_asm223469v1 ENSORLG00015017008
oryzias_latipes_asm223471v1 ENSORLG00020011012
oryzias_latipes_asm223467v1 ENSORLG00000023477
oryzias_melastigma ENSOMEG00000000875
mola_mola ENSMMOG00000003543
hippocampus_comes ENSHCOG00000007214
gadus_morhua ENSGMOG00000008027
esox_lucius ENSELUG00000010800
pygocentrus_nattereri ENSPNAG00000020413
astyanax_mexicanus ENSAMXG00000039231
danio_rerio ENSDARG00000079255
