serinus_canaria ENSSCAG00000016368
taeniopygia_guttata ENSTGUG00000004957
ficedula_albicollis ENSFALG00000009983
junco_hyemalis ENSJHYG00000013767
zonotrichia_albicollis ENSZALG00000015369
parus_major ENSPMJG00000007176
calidris_pygmaea ENSCPGG00000009653
gallus_gallus ENSGALG00000035749
anser_brachyrhynchus ENSABRG00000011870
numida_meleagris ENSNMEG00000008068
anas_platyrhynchos_platyrhynchos ENSAPLG00000025363
lonchura_striata_domestica ENSLSDG00000011128
apteryx_rowi ENSARWG00000013767
apteryx_haastii ENSAHAG00000014089
crocodylus_porosus ENSCPRG00005005242
chelonoidis_abingdonii ENSCABG00000009126
gopherus_agassizii ENSGAGG00000012048
notechis_scutatus ENSNSUG00000010781
anolis_carolinensis ENSACAG00000028327
salvator_merianae ENSSMRG00000023520
sphenodon_punctatus ENSSPUG00000008492
bos_mutus ENSBMUG00000005879
bos_taurus ENSBTAG00000014646
ovis_aries ENSOARG00000016908
capra_hircus ENSCHIG00000022833
sus_scrofa ENSSSCG00000010104
equus_caballus ENSECAG00000018316
neovison_vison ENSNVIG00000022112
mustela_putorius_furo ENSMPUG00000003681
ailuropoda_melanoleuca ENSAMEG00000011051
canis_lupus_familiaris ENSCAFG00000014991
canis_lupus_dingo ENSCAFG00020012117
vulpes_vulpes ENSVVUG00000021859
felis_catus ENSFCAG00000043689
panthera_pardus ENSPPRG00000009954
carlito_syrichta ENSTSYG00000025781
carlito_syrichta ENSTSYG00000035856
prolemur_simus ENSPSMG00000013708
microcebus_murinus ENSMICG00000017717
otolemur_garnettii ENSOGAG00000025698
tupaia_belangeri ENSTBEG00000006080
equus_caballus ENSECAG00000031898
equus_caballus ENSECAG00000024071
equus_caballus ENSECAG00000006668
equus_caballus ENSECAG00000039642
ursus_americanus ENSUAMG00000003883
propithecus_coquereli ENSPCOG00000019733
myotis_lucifugus ENSMLUG00000028948
panthera_tigris_altaica ENSPTIG00000010378
homo_sapiens ENSG00000152082
pongo_abelii ENSPPYG00000013375
pan_troglodytes ENSPTRG00000022764
pan_troglodytes ENSPTRG00000051282
pan_troglodytes ENSPTRG00000046459
pan_troglodytes ENSPTRG00000046252
homo_sapiens ENSG00000173272
gorilla_gorilla ENSGGOG00000013270
pongo_abelii ENSPPYG00000013365
rhinopithecus_roxellana ENSRROG00000029673
rhinopithecus_roxellana ENSRROG00000031010
piliocolobus_tephrosceles ENSPTEG00000011833
macaca_fascicularis ENSMFAG00000004020
macaca_nemestrina ENSMNEG00000017963
macaca_mulatta ENSMMUG00000013573
cercocebus_atys ENSCATG00000037806
papio_anubis ENSPANG00000015692
theropithecus_gelada ENSTGEG00000028832
chlorocebus_sabaeus ENSCSAG00000016915
mandrillus_leucophaeus ENSMLEG00000040134
nomascus_leucogenys ENSNLEG00000030203
callithrix_jacchus ENSCJAG00000015271
callithrix_jacchus ENSCJAG00000000889
callithrix_jacchus ENSCJAG00000047369
cebus_capucinus_imitator ENSCCAG00000024585
cebus_capucinus_imitator ENSCCAG00000035049
aotus_nancymaae ENSANAG00000022929
rhinopithecus_bieti ENSRBIG00000043817
rhinopithecus_roxellana ENSRROG00000024731
piliocolobus_tephrosceles ENSPTEG00000031918
colobus_angolensis_palliatus ENSCANG00000038939
nomascus_leucogenys ENSNLEG00000032819
octodon_degus ENSODEG00000016611
cavia_porcellus ENSCPOG00000000809
chinchilla_lanigera ENSCLAG00000014729
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001862
nannospalax_galili ENSNGAG00000009748
nannospalax_galili ENSNGAG00000019239
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021383
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022671
mus_spicilegus ENSMSIG00000016648
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020488
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016193
rattus_norvegicus ENSRNOG00000001834
meriones_unguiculatus ENSMUGG00000010228
peromyscus_maniculatus_bairdii ENSPEMG00000001020
microtus_ochrogaster ENSMOCG00000014389
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024758
cricetulus_griseus_crigri-picr ENSCGRG00015009823
cricetulus_griseus_crigri_1.0 ENSCGRG00000002886
mesocricetus_auratus ENSMAUG00000011034
jaculus_jaculus ENSJJAG00000018911
castor_canadensis ENSCCNG00000025855
dipodomys_ordii ENSDORG00000029683
urocitellus_parryii ENSUPAG00010012930
ictidomys_tridecemlineatus ENSSTOG00000026596
marmota_marmota_marmota ENSMMMG00000001732
spermophilus_dauricus ENSSDAG00000008581
spermophilus_dauricus ENSSDAG00000011368
spermophilus_dauricus ENSSDAG00000008599
oryctolagus_cuniculus ENSOCUG00000011182
dasypus_novemcinctus ENSDNOG00000047552
procavia_capensis ENSPCAG00000006099
echinops_telfairi ENSETEG00000000636
monodelphis_domestica ENSMODG00000014324
phascolarctos_cinereus ENSPCIG00000003168
latimeria_chalumnae ENSLACG00000017149
xenopus_tropicalis ENSXETG00000008275
amphiprion_percula ENSAPEG00000004797
amphiprion_ocellaris ENSAOCG00000010258
acanthochromis_polyacanthus ENSAPOG00000005465
stegastes_partitus ENSSPAG00000005454
pundamilia_nyererei ENSPNYG00000005538
astatotilapia_calliptera ENSACLG00000025764
maylandia_zebra ENSMZEG00005007140
haplochromis_burtoni ENSHBUG00000008299
neolamprologus_brichardi ENSNBRG00000019985
oreochromis_niloticus ENSONIG00000015425
amphilophus_citrinellus ENSACIG00000006234
labrus_bergylta ENSLBEG00000027972
seriola_dumerili ENSSDUG00000023416
seriola_lalandi_dorsalis ENSSLDG00000013865
oryzias_latipes_asm223467v1 ENSORLG00000002030
oryzias_latipes_asm223469v1 ENSORLG00015001858
oryzias_latipes_asm223471v1 ENSORLG00020014104
oryzias_melastigma ENSOMEG00000017910
takifugu_rubripes ENSTRUG00000020389
scophthalmus_maximus ENSSMAG00000010171
mastacembelus_armatus ENSMAMG00000004537
monopterus_albus ENSMALG00000009167
anabas_testudineus ENSATEG00000007666
poecilia_mexicana ENSPMEG00000000852
poecilia_latipinna ENSPLAG00000005333
poecilia_formosa ENSPFOG00000000429
poecilia_reticulata ENSPREG00000018479
xiphophorus_couchianus ENSXCOG00000017660
xiphophorus_maculatus ENSXMAG00000019000
gambusia_affinis ENSGAFG00000003349
cyprinodon_variegatus ENSCVAG00000017484
fundulus_heteroclitus ENSFHEG00000006201
kryptolebias_marmoratus ENSKMAG00000011725
mola_mola ENSMMOG00000008571
cynoglossus_semilaevis ENSCSEG00000011312
periophthalmus_magnuspinnatus ENSPMGG00000017133
gasterosteus_aculeatus ENSGACG00000015736
hippocampus_comes ENSHCOG00000012386
gadus_morhua ENSGMOG00000016983
esox_lucius ENSELUG00000003568
pygocentrus_nattereri ENSPNAG00000016620
astyanax_mexicanus ENSAMXG00000031932
danio_rerio ENSDARG00000057928
paramormyrops_kingsleyae ENSPKIG00000004249
scleropages_formosus ENSSFOG00015020132
lepisosteus_oculatus ENSLOCG00000008364
ciona_intestinalis ENSCING00000015051
