choloepus_hoffmanni ENSCHOG00000011869
dasypus_novemcinctus ENSDNOG00000016628
loxodonta_africana ENSLAFG00000011276
procavia_capensis ENSPCAG00000012863
echinops_telfairi ENSETEG00000001270
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026289
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038642
mus_spicilegus ENSMSIG00000005997
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025345
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026789
rattus_norvegicus ENSRNOG00000021157
meriones_unguiculatus ENSMUGG00000000867
cricetulus_griseus_crigri_1.0 ENSCGRG00000012720
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009630
cricetulus_griseus_crigri-picr ENSCGRG00015022927
mesocricetus_auratus ENSMAUG00000021301
peromyscus_maniculatus_bairdii ENSPEMG00000009697
microtus_ochrogaster ENSMOCG00000022241
nannospalax_galili ENSNGAG00000012126
jaculus_jaculus ENSJJAG00000020021
chinchilla_lanigera ENSCLAG00000012118
octodon_degus ENSODEG00000010580
cavia_aperea ENSCAPG00000015643
cavia_porcellus ENSCPOG00000010629
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008100
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015756
fukomys_damarensis ENSFDAG00000001690
castor_canadensis ENSCCNG00000012441
dipodomys_ordii ENSDORG00000011000
marmota_marmota_marmota ENSMMMG00000019262
ictidomys_tridecemlineatus ENSSTOG00000021432
spermophilus_dauricus ENSSDAG00000022517
urocitellus_parryii ENSUPAG00010002451
oryctolagus_cuniculus ENSOCUG00000011085
ochotona_princeps ENSOPRG00000010347
tupaia_belangeri ENSTBEG00000003463
pan_troglodytes ENSPTRG00000001264
pan_paniscus ENSPPAG00000030281
homo_sapiens ENSG00000163131
gorilla_gorilla ENSGGOG00000004909
pongo_abelii ENSPPYG00000000890
nomascus_leucogenys ENSNLEG00000009960
piliocolobus_tephrosceles ENSPTEG00000030631
colobus_angolensis_palliatus ENSCANG00000036999
rhinopithecus_bieti ENSRBIG00000034911
rhinopithecus_roxellana ENSRROG00000039722
chlorocebus_sabaeus ENSCSAG00000018046
mandrillus_leucophaeus ENSMLEG00000037846
macaca_mulatta ENSMMUG00000010670
macaca_fascicularis ENSMFAG00000035464
macaca_nemestrina ENSMNEG00000034738
papio_anubis ENSPANG00000021581
theropithecus_gelada ENSTGEG00000014179
cercocebus_atys ENSCATG00000036085
cebus_capucinus_imitator ENSCCAG00000021854
callithrix_jacchus ENSCJAG00000006790
saimiri_boliviensis_boliviensis ENSSBOG00000027502
aotus_nancymaae ENSANAG00000027610
carlito_syrichta ENSTSYG00000000892
prolemur_simus ENSPSMG00000021523
microcebus_murinus ENSMICG00000032451
propithecus_coquereli ENSPCOG00000015772
otolemur_garnettii ENSOGAG00000014743
ursus_maritimus ENSUMAG00000003442
ursus_americanus ENSUAMG00000010384
ailuropoda_melanoleuca ENSAMEG00000001283
mustela_putorius_furo ENSMPUG00000004552
neovison_vison ENSNVIG00000016354
canis_lupus_familiaris ENSCAFG00000012086
canis_lupus_dingo ENSCAFG00020019528
vulpes_vulpes ENSVVUG00000011558
panthera_tigris_altaica ENSPTIG00000001310
panthera_pardus ENSPPRG00000008620
felis_catus ENSFCAG00000003642
bos_mutus ENSBMUG00000023817
bos_taurus ENSBTAG00000017135
bison_bison_bison ENSBBBG00000024064
capra_hircus ENSCHIG00000022768
