dasypus_novemcinctus ENSDNOG00000019142
choloepus_hoffmanni ENSCHOG00000009234
loxodonta_africana ENSLAFG00000008522
procavia_capensis ENSPCAG00000014999
myotis_lucifugus ENSMLUG00000009801
pteropus_vampyrus ENSPVAG00000007051
neovison_vison ENSNVIG00000013214
mustela_putorius_furo ENSMPUG00000018116
ursus_americanus ENSUAMG00000025832
ursus_maritimus ENSUMAG00000011374
ailuropoda_melanoleuca ENSAMEG00000017450
canis_lupus_familiaris ENSCAFG00000016229
canis_lupus_dingo ENSCAFG00020006342
vulpes_vulpes ENSVVUG00000022931
panthera_pardus ENSPPRG00000023082
panthera_tigris_altaica ENSPTIG00000021500
felis_catus ENSFCAG00000029805
bos_mutus ENSBMUG00000008941
bos_taurus ENSBTAG00000011826
bison_bison_bison ENSBBBG00000020297
capra_hircus ENSCHIG00000026838
ovis_aries ENSOARG00000013724
tursiops_truncatus ENSTTRG00000005641
sus_scrofa ENSSSCG00000027190
equus_asinus_asinus ENSEASG00005005294
equus_caballus ENSECAG00000014438
castor_canadensis ENSCCNG00000011126
dipodomys_ordii ENSDORG00000005027
mus_spicilegus ENSMSIG00000014560
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029844
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067825
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028811
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022567
rattus_norvegicus ENSRNOG00000049982
meriones_unguiculatus ENSMUGG00000019260
cricetulus_griseus_crigri_1.0 ENSCGRG00000014948
cricetulus_griseus_crigri-picr ENSCGRG00015012522
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000447
mesocricetus_auratus ENSMAUG00000021306
peromyscus_maniculatus_bairdii ENSPEMG00000021822
microtus_ochrogaster ENSMOCG00000006095
nannospalax_galili ENSNGAG00000012690
jaculus_jaculus ENSJJAG00000000178
cavia_porcellus ENSCPOG00000033711
cavia_aperea ENSCAPG00000011522
octodon_degus ENSODEG00000003167
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011985
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016019
fukomys_damarensis ENSFDAG00000012050
ictidomys_tridecemlineatus ENSSTOG00000026089
spermophilus_dauricus ENSSDAG00000018721
marmota_marmota_marmota ENSMMMG00000023966
ochotona_princeps ENSOPRG00000010792
propithecus_coquereli ENSPCOG00000024299
microcebus_murinus ENSMICG00000037834
otolemur_garnettii ENSOGAG00000030623
macaca_fascicularis ENSMFAG00000000218
macaca_nemestrina ENSMNEG00000039477
chlorocebus_sabaeus ENSCSAG00000014211
theropithecus_gelada ENSTGEG00000010344
mandrillus_leucophaeus ENSMLEG00000043123
cercocebus_atys ENSCATG00000037881
papio_anubis ENSPANG00000019637
rhinopithecus_bieti ENSRBIG00000029010
rhinopithecus_roxellana ENSRROG00000045481
colobus_angolensis_palliatus ENSCANG00000029014
macaca_mulatta ENSMMUG00000014140
piliocolobus_tephrosceles ENSPTEG00000022600
pongo_abelii ENSPPYG00000011568
homo_sapiens ENSG00000215193
saimiri_boliviensis_boliviensis ENSSBOG00000025560
callithrix_jacchus ENSCJAG00000017356
cebus_capucinus_imitator ENSCCAG00000033749
aotus_nancymaae ENSANAG00000033468
carlito_syrichta ENSTSYG00000027167
phascolarctos_cinereus ENSPCIG00000019953
ornithorhynchus_anatinus ENSOANG00000005163
pogona_vitticeps ENSPVIG00000011270
anolis_carolinensis ENSACAG00000012449
notechis_scutatus ENSNSUG00000008304
salvator_merianae ENSSMRG00000002317
sphenodon_punctatus ENSSPUG00000008509
lepidothrix_coronata ENSLCOG00000011932
manacus_vitellinus ENSMVIG00005013460
taeniopygia_guttata ENSTGUG00000018149
lonchura_striata_domestica ENSLSDG00000009627
ficedula_albicollis ENSFALG00000009611
serinus_canaria ENSSCAG00000005964
junco_hyemalis ENSJHYG00000013065
zonotrichia_albicollis ENSZALG00000012992
parus_major ENSPMJG00000011096
cyanistes_caeruleus ENSCCEG00000012019
melopsittacus_undulatus ENSMUNG00000005929
calidris_pygmaea ENSCPGG00000003592
calidris_pugnax ENSCPUG00000019548
anas_platyrhynchos_platyrhynchos ENSAPLG00000024303
anser_brachyrhynchus ENSABRG00000014163
gallus_gallus ENSGALG00000019286
coturnix_japonica ENSCJPG00005018364
numida_meleagris ENSNMEG00000008973
apteryx_owenii ENSAOWG00000009797
apteryx_rowi ENSARWG00000010479
apteryx_haastii ENSAHAG00000000200
dromaius_novaehollandiae ENSDNVG00000005320
nothoprocta_perdicaria ENSNPEG00000015434
crocodylus_porosus ENSCPRG00005013248
gopherus_agassizii ENSGAGG00000018155
chelonoidis_abingdonii ENSCABG00000001761
chrysemys_picta_bellii ENSCPBG00000028225
pelodiscus_sinensis ENSPSIG00000014908
latimeria_chalumnae ENSLACG00000018103
xenopus_tropicalis ENSXETG00000033113
labrus_bergylta ENSLBEG00000019939
labrus_bergylta ENSLBEG00000013600
gasterosteus_aculeatus ENSGACG00000019993
tetraodon_nigroviridis ENSTNIG00000012687
takifugu_rubripes ENSTRUG00000015418
mola_mola ENSMMOG00000000396
cynoglossus_semilaevis ENSCSEG00000007001
scophthalmus_maximus ENSSMAG00000003764
seriola_lalandi_dorsalis ENSSLDG00000017694
seriola_dumerili ENSSDUG00000019558
mastacembelus_armatus ENSMAMG00000013400
monopterus_albus ENSMALG00000014690
anabas_testudineus ENSATEG00000020015
amphiprion_ocellaris ENSAOCG00000021176
amphiprion_percula ENSAPEG00000019818
acanthochromis_polyacanthus ENSAPOG00000005858
stegastes_partitus ENSSPAG00000019560
astatotilapia_calliptera ENSACLG00000020180
maylandia_zebra ENSMZEG00005003287
pundamilia_nyererei ENSPNYG00000017154
haplochromis_burtoni ENSHBUG00000010453
oreochromis_niloticus ENSONIG00000000012
neolamprologus_brichardi ENSNBRG00000009605
amphilophus_citrinellus ENSACIG00000002165
fundulus_heteroclitus ENSFHEG00000006697
cyprinodon_variegatus ENSCVAG00000020022
xiphophorus_couchianus ENSXCOG00000014791
xiphophorus_maculatus ENSXMAG00000004524
gambusia_affinis ENSGAFG00000017231
