erinaceus_europaeus ENSEEUG00000003942
sorex_araneus ENSSARG00000013263
sus_scrofa ENSSSCG00000032893
ursus_americanus ENSUAMG00000014555
castor_canadensis ENSCCNG00000029910
dipodomys_ordii ENSDORG00000006288
cricetulus_griseus_crigri_1.0 ENSCGRG00000000571
cricetulus_griseus_crigri-picr ENSCGRG00015007288
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013386
mesocricetus_auratus ENSMAUG00000011831
microtus_ochrogaster ENSMOCG00000001715
meriones_unguiculatus ENSMUGG00000014102
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023628
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022714
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057240
mus_spicilegus ENSMSIG00000030585
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014208
rattus_norvegicus ENSRNOG00000033714
peromyscus_maniculatus_bairdii ENSPEMG00000012356
nannospalax_galili ENSNGAG00000019935
jaculus_jaculus ENSJJAG00000015431
urocitellus_parryii ENSUPAG00010001505
spermophilus_dauricus ENSSDAG00000009567
ictidomys_tridecemlineatus ENSSTOG00000031669
marmota_marmota_marmota ENSMMMG00000000742
octodon_degus ENSODEG00000004149
chinchilla_lanigera ENSCLAG00000003271
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002700
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016710
fukomys_damarensis ENSFDAG00000005337
cavia_porcellus ENSCPOG00000040638
ochotona_princeps ENSOPRG00000007556
pan_troglodytes ENSPTRG00000028623
pan_paniscus ENSPPAG00000028958
homo_sapiens ENSG00000204979
pongo_abelii ENSPPYG00000003210
nomascus_leucogenys ENSNLEG00000013497
colobus_angolensis_palliatus ENSCANG00000028228
piliocolobus_tephrosceles ENSPTEG00000028119
rhinopithecus_roxellana ENSRROG00000044473
rhinopithecus_bieti ENSRBIG00000036562
mandrillus_leucophaeus ENSMLEG00000044200
chlorocebus_sabaeus ENSCSAG00000006217
cercocebus_atys ENSCATG00000033592
macaca_mulatta ENSMMUG00000031102
macaca_fascicularis ENSMFAG00000042213
macaca_nemestrina ENSMNEG00000041754
theropithecus_gelada ENSTGEG00000019347
papio_anubis ENSPANG00000016294
saimiri_boliviensis_boliviensis ENSSBOG00000028688
callithrix_jacchus ENSCJAG00000016444
cebus_capucinus_imitator ENSCCAG00000025875
carlito_syrichta ENSTSYG00000014212
prolemur_simus ENSPSMG00000020763
microcebus_murinus ENSMICG00000015096
propithecus_coquereli ENSPCOG00000024496
gorilla_gorilla ENSGGOG00000039471
tupaia_belangeri ENSTBEG00000003091
oryctolagus_cuniculus ENSOCUG00000015915
dasypus_novemcinctus ENSDNOG00000019041
bos_taurus ENSBTAG00000030898
bos_mutus ENSBMUG00000001587
bison_bison_bison ENSBBBG00000020232
capra_hircus ENSCHIG00000020995
ovis_aries ENSOARG00000013141
vicugna_pacos ENSVPAG00000001691
equus_caballus ENSECAG00000000769
equus_asinus_asinus ENSEASG00005008033
ursus_americanus ENSUAMG00000028310
ursus_maritimus ENSUMAG00000011534
mustela_putorius_furo ENSMPUG00000014494
neovison_vison ENSNVIG00000022172
canis_lupus_dingo ENSCAFG00020012554
canis_lupus_familiaris ENSCAFG00000028588
vulpes_vulpes ENSVVUG00000005339
panthera_tigris_altaica ENSPTIG00000011165
panthera_pardus ENSPPRG00000006463
felis_catus ENSFCAG00000031411
pteropus_vampyrus ENSPVAG00000004525
myotis_lucifugus ENSMLUG00000002656
echinops_telfairi ENSETEG00000019754
procavia_capensis ENSPCAG00000000081
choloepus_hoffmanni ENSCHOG00000004922
monodelphis_domestica ENSMODG00000020328
sarcophilus_harrisii ENSSHAG00000007853
