oryzias_latipes_asm223469v1 ENSORLG00015003806
cyanistes_caeruleus ENSCCEG00000005363
periophthalmus_magnuspinnatus ENSPMGG00000011092
pogona_vitticeps ENSPVIG00000021156
eptatretus_burgeri ENSEBUG00000012884
oryzias_latipes_asm223471v1 ENSORLG00020013252
junco_hyemalis ENSJHYG00000018181
taeniopygia_guttata ENSTGUG00000003305
coturnix_japonica ENSCJPG00005001642
gallus_gallus ENSGALG00000052865
cyanistes_caeruleus ENSCCEG00000009112
xiphophorus_maculatus ENSXMAG00000023019
periophthalmus_magnuspinnatus ENSPMGG00000009998
petromyzon_marinus ENSPMAG00000001753
