lepidothrix_coronata ENSLCOG00000010303
manacus_vitellinus ENSMVIG00005011002
cyanistes_caeruleus ENSCCEG00000006970
parus_major ENSPMJG00000004912
ficedula_albicollis ENSFALG00000006814
lonchura_striata_domestica ENSLSDG00000015999
taeniopygia_guttata ENSTGUG00000000564
serinus_canaria ENSSCAG00000007151
junco_hyemalis ENSJHYG00000004301
zonotrichia_albicollis ENSZALG00000001460
calidris_pygmaea ENSCPGG00000016522
calidris_pugnax ENSCPUG00000019184
melopsittacus_undulatus ENSMUNG00000004196
anser_brachyrhynchus ENSABRG00000020126
anas_platyrhynchos_platyrhynchos ENSAPLG00000013255
gallus_gallus ENSGALG00000006181
meleagris_gallopavo ENSMGAG00000004526
coturnix_japonica ENSCJPG00005000076
numida_meleagris ENSNMEG00000005855
apteryx_owenii ENSAOWG00000002923
apteryx_haastii ENSAHAG00000008037
apteryx_rowi ENSARWG00000004765
nothoprocta_perdicaria ENSNPEG00000007940
dromaius_novaehollandiae ENSDNVG00000018958
crocodylus_porosus ENSCPRG00005004657
chelonoidis_abingdonii ENSCABG00000005094
gopherus_agassizii ENSGAGG00000011003
chrysemys_picta_bellii ENSCPBG00000018292
pelodiscus_sinensis ENSPSIG00000008771
anolis_carolinensis ENSACAG00000012076
pogona_vitticeps ENSPVIG00000003461
notechis_scutatus ENSNSUG00000012230
salvator_merianae ENSSMRG00000014425
sphenodon_punctatus ENSSPUG00000018330
phascolarctos_cinereus ENSPCIG00000006095
notamacropus_eugenii ENSMEUG00000015815
monodelphis_domestica ENSMODG00000004476
sarcophilus_harrisii ENSSHAG00000001118
sarcophilus_harrisii ENSSHAG00000001015
pan_troglodytes ENSPTRG00000045827
pan_troglodytes ENSPTRG00000019883
pan_paniscus ENSPPAG00000037575
homo_sapiens ENSG00000013374
gorilla_gorilla ENSGGOG00000014540
pongo_abelii ENSPPYG00000018192
nomascus_leucogenys ENSNLEG00000004440
papio_anubis ENSPANG00000015941
theropithecus_gelada ENSTGEG00000005334
macaca_mulatta ENSMMUG00000006244
macaca_fascicularis ENSMFAG00000033644
macaca_nemestrina ENSMNEG00000045058
cercocebus_atys ENSCATG00000039631
mandrillus_leucophaeus ENSMLEG00000000114
chlorocebus_sabaeus ENSCSAG00000006623
colobus_angolensis_palliatus ENSCANG00000010410
piliocolobus_tephrosceles ENSPTEG00000039263
rhinopithecus_roxellana ENSRROG00000036620
rhinopithecus_bieti ENSRBIG00000025270
saimiri_boliviensis_boliviensis ENSSBOG00000022146
cebus_capucinus_imitator ENSCCAG00000021978
callithrix_jacchus ENSCJAG00000020400
aotus_nancymaae ENSANAG00000031740
carlito_syrichta ENSTSYG00000006160
propithecus_coquereli ENSPCOG00000028484
prolemur_simus ENSPSMG00000009815
microcebus_murinus ENSMICG00000004796
otolemur_garnettii ENSOGAG00000008637
urocitellus_parryii ENSUPAG00010007464
castor_canadensis ENSCCNG00000022792
tupaia_belangeri ENSTBEG00000000021
capra_hircus ENSCHIG00000010018
ovis_aries ENSOARG00000004084
bos_taurus ENSBTAG00000004540
bos_mutus ENSBMUG00000008107
bos_mutus ENSBMUG00000021561
bison_bison_bison ENSBBBG00000015340
tursiops_truncatus ENSTTRG00000017052
sus_scrofa ENSSSCG00000016438
vicugna_pacos ENSVPAG00000012374
equus_asinus_asinus ENSEASG00005002017
equus_caballus ENSECAG00000022109
myotis_lucifugus ENSMLUG00000001722
pteropus_vampyrus ENSPVAG00000014506
ursus_maritimus ENSUMAG00000016184
ursus_americanus ENSUAMG00000002207
ailuropoda_melanoleuca ENSAMEG00000013484
neovison_vison ENSNVIG00000001023
mustela_putorius_furo ENSMPUG00000008958
canis_lupus_familiaris ENSCAFG00000004876
canis_lupus_dingo ENSCAFG00020005516
vulpes_vulpes ENSVVUG00000007531
panthera_pardus ENSPPRG00000024641
panthera_tigris_altaica ENSPTIG00000013162
felis_catus ENSFCAG00000013247
dasypus_novemcinctus ENSDNOG00000018310
dasypus_novemcinctus ENSDNOG00000039608
oryctolagus_cuniculus ENSOCUG00000004031
ochotona_princeps ENSOPRG00000013169
peromyscus_maniculatus_bairdii ENSPEMG00000001953
microtus_ochrogaster ENSMOCG00000019268
cricetulus_griseus_crigri_1.0 ENSCGRG00000017578
cricetulus_griseus_crigri-picr ENSCGRG00015006186
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017536
mesocricetus_auratus ENSMAUG00000007929
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028017
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028954
mus_spicilegus ENSMSIG00000016418
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027021
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021794
rattus_norvegicus ENSRNOG00000009282
meriones_unguiculatus ENSMUGG00000004447
nannospalax_galili ENSNGAG00000021107
jaculus_jaculus ENSJJAG00000022628
dipodomys_ordii ENSDORG00000012490
spermophilus_dauricus ENSSDAG00000019714
ictidomys_tridecemlineatus ENSSTOG00000008307
marmota_marmota_marmota ENSMMMG00000005485
chinchilla_lanigera ENSCLAG00000001153
octodon_degus ENSODEG00000013029
cavia_porcellus ENSCPOG00000012070
cavia_aperea ENSCAPG00000001328
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018594
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018428
fukomys_damarensis ENSFDAG00000006272
sorex_araneus ENSSARG00000004820
choloepus_hoffmanni ENSCHOG00000010747
loxodonta_africana ENSLAFG00000007232
procavia_capensis ENSPCAG00000015196
echinops_telfairi ENSETEG00000019094
ornithorhynchus_anatinus ENSOANG00000006176
xenopus_tropicalis ENSXETG00000020986
latimeria_chalumnae ENSLACG00000009218
mastacembelus_armatus ENSMAMG00000018283
monopterus_albus ENSMALG00000013642
anabas_testudineus ENSATEG00000017592
anabas_testudineus ENSATEG00000015599
scophthalmus_maximus ENSSMAG00000010994
cynoglossus_semilaevis ENSCSEG00000018465
seriola_dumerili ENSSDUG00000016987
seriola_lalandi_dorsalis ENSSLDG00000007381
xiphophorus_maculatus ENSXMAG00000014164
gambusia_affinis ENSGAFG00000001292
poecilia_formosa ENSPFOG00000011058
poecilia_latipinna ENSPLAG00000016649
poecilia_reticulata ENSPREG00000009829
poecilia_mexicana ENSPMEG00000005478
fundulus_heteroclitus ENSFHEG00000007322
cyprinodon_variegatus ENSCVAG00000020580
oryzias_latipes_asm223467v1 ENSORLG00000003729
oryzias_latipes_asm223471v1 ENSORLG00020010062
oryzias_latipes_asm223469v1 ENSORLG00015006741
oryzias_melastigma ENSOMEG00000001312
astatotilapia_calliptera ENSACLG00000016392
haplochromis_burtoni ENSHBUG00000002788
maylandia_zebra ENSMZEG00005020417
pundamilia_nyererei ENSPNYG00000002797
neolamprologus_brichardi ENSNBRG00000024187
oreochromis_niloticus ENSONIG00000017343
amphilophus_citrinellus ENSACIG00000009253
amphiprion_ocellaris ENSAOCG00000003132
amphiprion_percula ENSAPEG00000001759
acanthochromis_polyacanthus ENSAPOG00000003158
stegastes_partitus ENSSPAG00000008415
tetraodon_nigroviridis ENSTNIG00000013543
takifugu_rubripes ENSTRUG00000017476
mola_mola ENSMMOG00000019278
gasterosteus_aculeatus ENSGACG00000018101
hippocampus_comes ENSHCOG00000012851
periophthalmus_magnuspinnatus ENSPMGG00000002075
gadus_morhua ENSGMOG00000014083
esox_lucius ENSELUG00000018335
pygocentrus_nattereri ENSPNAG00000026720
astyanax_mexicanus ENSAMXG00000037927
ictalurus_punctatus ENSIPUG00000024574
ictalurus_punctatus ENSIPUG00000024578
danio_rerio ENSDARG00000061417
scleropages_formosus ENSSFOG00015010430
paramormyrops_kingsleyae ENSPKIG00000002539
lepisosteus_oculatus ENSLOCG00000009978
petromyzon_marinus ENSPMAG00000007019
eptatretus_burgeri ENSEBUG00000012659
ciona_intestinalis ENSCING00000007837
ciona_savignyi ENSCSAVG00000006065
drosophila_melanogaster FBgn0039343
drosophila_melanogaster FBgn0031161
