oryzias_latipes_asm223471v1 ENSORLG00020001234
oryzias_latipes_asm223467v1 ENSORLG00000022398
oryzias_melastigma ENSOMEG00000020547
xiphophorus_maculatus ENSXMAG00000026300
gambusia_affinis ENSGAFG00000009018
xiphophorus_couchianus ENSXCOG00000020031
poecilia_latipinna ENSPLAG00000020830
poecilia_formosa ENSPFOG00000016089
poecilia_mexicana ENSPMEG00000000694
poecilia_reticulata ENSPREG00000016999
cyprinodon_variegatus ENSCVAG00000012754
fundulus_heteroclitus ENSFHEG00000020942
amphiprion_ocellaris ENSAOCG00000009889
amphiprion_percula ENSAPEG00000016781
acanthochromis_polyacanthus ENSAPOG00000013394
stegastes_partitus ENSSPAG00000009768
kryptolebias_marmoratus ENSKMAG00000001928
astatotilapia_calliptera ENSACLG00000025488
pundamilia_nyererei ENSPNYG00000022647
maylandia_zebra ENSMZEG00005010445
haplochromis_burtoni ENSHBUG00000016105
labrus_bergylta ENSLBEG00000007130
mola_mola ENSMMOG00000001802
hippocampus_comes ENSHCOG00000003884
scophthalmus_maximus ENSSMAG00000004884
cynoglossus_semilaevis ENSCSEG00000002482
seriola_dumerili ENSSDUG00000007691
seriola_lalandi_dorsalis ENSSLDG00000002874
monopterus_albus ENSMALG00000018769
mastacembelus_armatus ENSMAMG00000010500
pygocentrus_nattereri ENSPNAG00000026146
astyanax_mexicanus ENSAMXG00000004392
ictalurus_punctatus ENSIPUG00000010282
danio_rerio ENSDARG00000036754
tursiops_truncatus ENSTTRG00000005987
