cynoglossus_semilaevis ENSCSEG00000016689
hippocampus_comes ENSHCOG00000018156
periophthalmus_magnuspinnatus ENSPMGG00000023730
takifugu_rubripes ENSTRUG00000001581
tetraodon_nigroviridis ENSTNIG00000001906
mola_mola ENSMMOG00000002861
gasterosteus_aculeatus ENSGACG00000003186
anabas_testudineus ENSATEG00000010118
mastacembelus_armatus ENSMAMG00000001367
xiphophorus_maculatus ENSXMAG00000010030
xiphophorus_couchianus ENSXCOG00000009545
gambusia_affinis ENSGAFG00000007369
poecilia_formosa ENSPFOG00000009036
poecilia_mexicana ENSPMEG00000016747
poecilia_latipinna ENSPLAG00000002614
poecilia_reticulata ENSPREG00000019030
fundulus_heteroclitus ENSFHEG00000016952
cyprinodon_variegatus ENSCVAG00000005383
kryptolebias_marmoratus ENSKMAG00000009498
oryzias_latipes_asm223467v1 ENSORLG00000009080
oryzias_latipes_asm223469v1 ENSORLG00015013723
oryzias_latipes_asm223471v1 ENSORLG00020013952
oryzias_melastigma ENSOMEG00000007043
amphiprion_percula ENSAPEG00000019524
amphiprion_ocellaris ENSAOCG00000002419
acanthochromis_polyacanthus ENSAPOG00000001760
stegastes_partitus ENSSPAG00000019082
maylandia_zebra ENSMZEG00005021942
astatotilapia_calliptera ENSACLG00000026702
haplochromis_burtoni ENSHBUG00000017318
oreochromis_niloticus ENSONIG00000014101
pundamilia_nyererei ENSPNYG00000003845
neolamprologus_brichardi ENSNBRG00000023047
amphilophus_citrinellus ENSACIG00000021669
seriola_lalandi_dorsalis ENSSLDG00000003858
seriola_dumerili ENSSDUG00000015166
monopterus_albus ENSMALG00000021716
scophthalmus_maximus ENSSMAG00000014217
gadus_morhua ENSGMOG00000015503
esox_lucius ENSELUG00000013826
pygocentrus_nattereri ENSPNAG00000020737
astyanax_mexicanus ENSAMXG00000014666
ictalurus_punctatus ENSIPUG00000010107
danio_rerio ENSDARG00000004647
scleropages_formosus ENSSFOG00015016226
paramormyrops_kingsleyae ENSPKIG00000013323
lepisosteus_oculatus ENSLOCG00000002962
apteryx_owenii ENSAOWG00000015417
apteryx_rowi ENSARWG00000008070
apteryx_haastii ENSAHAG00000009575
nothoprocta_perdicaria ENSNPEG00000009692
dromaius_novaehollandiae ENSDNVG00000007169
gallus_gallus ENSGALG00000045606
meleagris_gallopavo ENSMGAG00000014252
coturnix_japonica ENSCJPG00005017205
numida_meleagris ENSNMEG00000017002
anas_platyrhynchos_platyrhynchos ENSAPLG00000015642
anser_brachyrhynchus ENSABRG00000001117
junco_hyemalis ENSJHYG00000008697
zonotrichia_albicollis ENSZALG00000018031
serinus_canaria ENSSCAG00000010879
lonchura_striata_domestica ENSLSDG00000006556
taeniopygia_guttata ENSTGUG00000013365
parus_major ENSPMJG00000010354
cyanistes_caeruleus ENSCCEG00000005957
ficedula_albicollis ENSFALG00000005150
manacus_vitellinus ENSMVIG00005012022
lepidothrix_coronata ENSLCOG00000001515
melopsittacus_undulatus ENSMUNG00000003211
calidris_pugnax ENSCPUG00000006085
calidris_pygmaea ENSCPGG00000008057
crocodylus_porosus ENSCPRG00005001532
gopherus_agassizii ENSGAGG00000020433
chelonoidis_abingdonii ENSCABG00000018078
chrysemys_picta_bellii ENSCPBG00000001701
pelodiscus_sinensis ENSPSIG00000016042
pogona_vitticeps ENSPVIG00000025238
anolis_carolinensis ENSACAG00000006609
salvator_merianae ENSSMRG00000011063
notamacropus_eugenii ENSMEUG00000012562
sarcophilus_harrisii ENSSHAG00000000648
phascolarctos_cinereus ENSPCIG00000019613
sarcophilus_harrisii ENSSHAG00000000575
monodelphis_domestica ENSMODG00000018152
ovis_aries ENSOARG00000019412
capra_hircus ENSCHIG00000016358
bos_taurus ENSBTAG00000013937
bos_mutus ENSBMUG00000009798
tursiops_truncatus ENSTTRG00000012949
sus_scrofa ENSSSCG00000024663
vicugna_pacos ENSVPAG00000011937
ursus_maritimus ENSUMAG00000004319
ursus_americanus ENSUAMG00000026097
ailuropoda_melanoleuca ENSAMEG00000005162
mustela_putorius_furo ENSMPUG00000000293
neovison_vison ENSNVIG00000014155
canis_lupus_dingo ENSCAFG00020007203
canis_lupus_familiaris ENSCAFG00000010629
vulpes_vulpes ENSVVUG00000022060
panthera_pardus ENSPPRG00000012618
panthera_tigris_altaica ENSPTIG00000006512
felis_catus ENSFCAG00000004867
pteropus_vampyrus ENSPVAG00000017230
myotis_lucifugus ENSMLUG00000004243
equus_caballus ENSECAG00000014542
equus_asinus_asinus ENSEASG00005011457
erinaceus_europaeus ENSEEUG00000014363
sorex_araneus ENSSARG00000008515
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008572
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013844
fukomys_damarensis ENSFDAG00000011837
chinchilla_lanigera ENSCLAG00000013837
octodon_degus ENSODEG00000004717
cavia_porcellus ENSCPOG00000014284
cavia_aperea ENSCAPG00000011858
ictidomys_tridecemlineatus ENSSTOG00000000683
spermophilus_dauricus ENSSDAG00000012445
urocitellus_parryii ENSUPAG00010019559
marmota_marmota_marmota ENSMMMG00000011122
castor_canadensis ENSCCNG00000020250
dipodomys_ordii ENSDORG00000006634
microtus_ochrogaster ENSMOCG00000010892
peromyscus_maniculatus_bairdii ENSPEMG00000010548
cricetulus_griseus_crigri_1.0 ENSCGRG00000011648
cricetulus_griseus_crigri-picr ENSCGRG00015015205
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010350
mesocricetus_auratus ENSMAUG00000000228
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021665
mus_spicilegus ENSMSIG00000003610
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043065
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020766
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016466
rattus_norvegicus ENSRNOG00000039024
meriones_unguiculatus ENSMUGG00000024513
nannospalax_galili ENSNGAG00000010791
jaculus_jaculus ENSJJAG00000013065
oryctolagus_cuniculus ENSOCUG00000011630
ochotona_princeps ENSOPRG00000014167
pan_paniscus ENSPPAG00000043834
pan_troglodytes ENSPTRG00000015229
homo_sapiens ENSG00000163611
homo_sapiens ENSG00000285943
gorilla_gorilla ENSGGOG00000028236
pongo_abelii ENSPPYG00000013539
nomascus_leucogenys ENSNLEG00000004564
mandrillus_leucophaeus ENSMLEG00000038235
cercocebus_atys ENSCATG00000025388
theropithecus_gelada ENSTGEG00000003140
papio_anubis ENSPANG00000024556
macaca_nemestrina ENSMNEG00000029608
macaca_mulatta ENSMMUG00000013451
macaca_fascicularis ENSMFAG00000029407
chlorocebus_sabaeus ENSCSAG00000006745
rhinopithecus_roxellana ENSRROG00000033192
rhinopithecus_bieti ENSRBIG00000032658
colobus_angolensis_palliatus ENSCANG00000037993
piliocolobus_tephrosceles ENSPTEG00000023137
saimiri_boliviensis_boliviensis ENSSBOG00000033913
cebus_capucinus_imitator ENSCCAG00000026537
callithrix_jacchus ENSCJAG00000020284
aotus_nancymaae ENSANAG00000021512
carlito_syrichta ENSTSYG00000007533
prolemur_simus ENSPSMG00000014664
microcebus_murinus ENSMICG00000049025
propithecus_coquereli ENSPCOG00000012329
otolemur_garnettii ENSOGAG00000011166
tupaia_belangeri ENSTBEG00000008213
dasypus_novemcinctus ENSDNOG00000049789
choloepus_hoffmanni ENSCHOG00000001156
procavia_capensis ENSPCAG00000006882
loxodonta_africana ENSLAFG00000009441
echinops_telfairi ENSETEG00000010934
ornithorhynchus_anatinus ENSOANG00000015013
xenopus_tropicalis ENSXETG00000032429
latimeria_chalumnae ENSLACG00000013377
