pteropus_vampyrus ENSPVAG00000004704
myotis_lucifugus ENSMLUG00000004986
ovis_aries ENSOARG00000008936
capra_hircus ENSCHIG00000012598
bos_mutus ENSBMUG00000019914
bos_taurus ENSBTAG00000014943
bison_bison_bison ENSBBBG00000021127
tursiops_truncatus ENSTTRG00000005129
sus_scrofa ENSSSCG00000012322
ursus_americanus ENSUAMG00000014981
ursus_maritimus ENSUMAG00000015838
ailuropoda_melanoleuca ENSAMEG00000005133
neovison_vison ENSNVIG00000023386
mustela_putorius_furo ENSMPUG00000009698
canis_lupus_dingo ENSCAFG00020019981
canis_lupus_familiaris ENSCAFG00000016133
vulpes_vulpes ENSVVUG00000029906
panthera_pardus ENSPPRG00000002416
panthera_tigris_altaica ENSPTIG00000015811
felis_catus ENSFCAG00000007256
equus_caballus ENSECAG00000024956
equus_asinus_asinus ENSEASG00005016149
erinaceus_europaeus ENSEEUG00000013188
dipodomys_ordii ENSDORG00000001034
castor_canadensis ENSCCNG00000031075
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034670
mus_spicilegus ENSMSIG00000003127
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025332
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033500
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0032039
rattus_norvegicus ENSRNOG00000057706
meriones_unguiculatus ENSMUGG00000001521
peromyscus_maniculatus_bairdii ENSPEMG00000018041
microtus_ochrogaster ENSMOCG00000012222
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018652
cricetulus_griseus_crigri-picr ENSCGRG00015021414
cricetulus_griseus_crigri_1.0 ENSCGRG00000007862
mesocricetus_auratus ENSMAUG00000010795
nannospalax_galili ENSNGAG00000018404
jaculus_jaculus ENSJJAG00000013385
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000756
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010672
fukomys_damarensis ENSFDAG00000008509
chinchilla_lanigera ENSCLAG00000003746
octodon_degus ENSODEG00000009463
cavia_porcellus ENSCPOG00000009025
urocitellus_parryii ENSUPAG00010000203
spermophilus_dauricus ENSSDAG00000014231
ictidomys_tridecemlineatus ENSSTOG00000001217
marmota_marmota_marmota ENSMMMG00000012711
oryctolagus_cuniculus ENSOCUG00000010139
tupaia_belangeri ENSTBEG00000017300
pan_troglodytes ENSPTRG00000021925
pan_paniscus ENSPPAG00000036178
homo_sapiens ENSG00000126012
gorilla_gorilla ENSGGOG00000007680
pongo_abelii ENSPPYG00000020372
nomascus_leucogenys ENSNLEG00000015927
colobus_angolensis_palliatus ENSCANG00000039227
piliocolobus_tephrosceles ENSPTEG00000001672
rhinopithecus_roxellana ENSRROG00000038122
theropithecus_gelada ENSTGEG00000000651
papio_anubis ENSPANG00000008999
mandrillus_leucophaeus ENSMLEG00000042591
cercocebus_atys ENSCATG00000040880
macaca_fascicularis ENSMFAG00000039777
macaca_nemestrina ENSMNEG00000038248
macaca_mulatta ENSMMUG00000020553
chlorocebus_sabaeus ENSCSAG00000012588
saimiri_boliviensis_boliviensis ENSSBOG00000035565
cebus_capucinus_imitator ENSCCAG00000037310
callithrix_jacchus ENSCJAG00000005870
aotus_nancymaae ENSANAG00000020417
carlito_syrichta ENSTSYG00000031422
propithecus_coquereli ENSPCOG00000004691
microcebus_murinus ENSMICG00000007860
prolemur_simus ENSPSMG00000019485
otolemur_garnettii ENSOGAG00000004345
pan_troglodytes ENSPTRG00000022503
homo_sapiens ENSG00000012817
macaca_mulatta ENSMMUG00000045017
chlorocebus_sabaeus ENSCSAG00000018314
rhinopithecus_bieti ENSRBIG00000026861
rhinopithecus_roxellana ENSRROG00000036610
piliocolobus_tephrosceles ENSPTEG00000008992
rhinopithecus_roxellana ENSRROG00000033670
rhinopithecus_roxellana ENSRROG00000028977
cebus_capucinus_imitator ENSCCAG00000035953
prolemur_simus ENSPSMG00000003458
mus_spicilegus ENSMSIG00000023190
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056673
rattus_norvegicus ENSRNOG00000060496
castor_canadensis ENSCCNG00000010224
fukomys_damarensis ENSFDAG00000017798
urocitellus_parryii ENSUPAG00010000355
marmota_marmota_marmota ENSMMMG00000006056
equus_asinus_asinus ENSEASG00005013108
sus_scrofa ENSSSCG00000032354
ursus_americanus ENSUAMG00000028246
ursus_maritimus ENSUMAG00000019549
vulpes_vulpes ENSVVUG00000030362
panthera_tigris_altaica ENSPTIG00000013795
procavia_capensis ENSPCAG00000012216
loxodonta_africana ENSLAFG00000000303
echinops_telfairi ENSETEG00000012074
dasypus_novemcinctus ENSDNOG00000039467
