astyanax_mexicanus ENSAMXG00000000718
pygocentrus_nattereri ENSPNAG00000005080
danio_rerio ENSDARG00000093120
mola_mola ENSMMOG00000007251
gasterosteus_aculeatus ENSGACG00000016230
stegastes_partitus ENSSPAG00000001404
acanthochromis_polyacanthus ENSAPOG00000010974
maylandia_zebra ENSMZEG00005023654
astatotilapia_calliptera ENSACLG00000017041
pundamilia_nyererei ENSPNYG00000022827
amphilophus_citrinellus ENSACIG00000011588
oryzias_latipes_asm223471v1 ENSORLG00020022079
poecilia_formosa ENSPFOG00000007935
seriola_dumerili ENSSDUG00000000152
seriola_lalandi_dorsalis ENSSLDG00000003345
mastacembelus_armatus ENSMAMG00000019082
labrus_bergylta ENSLBEG00000008314
scleropages_formosus ENSSFOG00015000916
