urocitellus_parryii ENSUPAG00010000649
spermophilus_dauricus ENSSDAG00000004237
marmota_marmota_marmota ENSMMMG00000000019
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010412
cricetulus_griseus_crigri-picr ENSCGRG00015006457
mesocricetus_auratus ENSMAUG00000001761
peromyscus_maniculatus_bairdii ENSPEMG00000000741
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023657
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000067524
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022745
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014237
rattus_norvegicus ENSRNOG00000021071
meriones_unguiculatus ENSMUGG00000010886
castor_canadensis ENSCCNG00000002821
oryctolagus_cuniculus ENSOCUG00000012613
pan_troglodytes ENSPTRG00000003692
pan_paniscus ENSPPAG00000040787
homo_sapiens ENSG00000166884
gorilla_gorilla ENSGGOG00000027715
pongo_abelii ENSPPYG00000004096
theropithecus_gelada ENSTGEG00000020401
piliocolobus_tephrosceles ENSPTEG00000029339
callithrix_jacchus ENSCJAG00000022829
carlito_syrichta ENSTSYG00000002736
prolemur_simus ENSPSMG00000004550
otolemur_garnettii ENSOGAG00000006468
tupaia_belangeri ENSTBEG00000016502
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017368
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010197
fukomys_damarensis ENSFDAG00000007380
cavia_porcellus ENSCPOG00000013019
erinaceus_europaeus ENSEEUG00000013114
erinaceus_europaeus ENSEEUG00000012261
sorex_araneus ENSSARG00000010717
sus_scrofa ENSSSCG00000031391
sus_scrofa ENSSSCG00000033371
sus_scrofa ENSSSCG00000033981
sus_scrofa ENSSSCG00000039507
ovis_aries ENSOARG00000013308
bos_mutus ENSBMUG00000005614
myotis_lucifugus ENSMLUG00000009926
ursus_maritimus ENSUMAG00000018504
ursus_americanus ENSUAMG00000019401
ailuropoda_melanoleuca ENSAMEG00000018619
mustela_putorius_furo ENSMPUG00000020012
neovison_vison ENSNVIG00000000271
canis_lupus_familiaris ENSCAFG00000031533
canis_lupus_dingo ENSCAFG00020001318
vulpes_vulpes ENSVVUG00000016948
panthera_pardus ENSPPRG00000018337
panthera_tigris_altaica ENSPTIG00000004595
dasypus_novemcinctus ENSDNOG00000017082
procavia_capensis ENSPCAG00000004115
procavia_capensis ENSPCAG00000007728
procavia_capensis ENSPCAG00000009729
loxodonta_africana ENSLAFG00000022962
echinops_telfairi ENSETEG00000006572
phascolarctos_cinereus ENSPCIG00000033502
notamacropus_eugenii ENSMEUG00000009901
sarcophilus_harrisii ENSSHAG00000000401
monodelphis_domestica ENSMODG00000020191
