caenorhabditis_elegans_strain_n2 WBGene00021551
drosophila_melanogaster FBgn0283682
lonchura_striata_domestica ENSLSDG00000015751
taeniopygia_guttata ENSTGUG00000005312
serinus_canaria ENSSCAG00000006037
parus_major ENSPMJG00000014136
cyanistes_caeruleus ENSCCEG00000008551
ficedula_albicollis ENSFALG00000007060
zonotrichia_albicollis ENSZALG00000012777
junco_hyemalis ENSJHYG00000002236
lepidothrix_coronata ENSLCOG00000015432
manacus_vitellinus ENSMVIG00005011897
calidris_pugnax ENSCPUG00000010508
calidris_pygmaea ENSCPGG00000018965
melopsittacus_undulatus ENSMUNG00000000176
anas_platyrhynchos_platyrhynchos ENSAPLG00000009238
anser_brachyrhynchus ENSABRG00000004784
gallus_gallus ENSGALG00000040875
coturnix_japonica ENSCJPG00005011956
meleagris_gallopavo ENSMGAG00000002644
numida_meleagris ENSNMEG00000013098
apteryx_owenii ENSAOWG00000017565
apteryx_haastii ENSAHAG00000007298
apteryx_rowi ENSARWG00000018437
dromaius_novaehollandiae ENSDNVG00000017075
nothoprocta_perdicaria ENSNPEG00000007873
crocodylus_porosus ENSCPRG00005015510
gopherus_agassizii ENSGAGG00000021550
chelonoidis_abingdonii ENSCABG00000003958
chrysemys_picta_bellii ENSCPBG00000015685
pelodiscus_sinensis ENSPSIG00000009211
sphenodon_punctatus ENSSPUG00000004411
anolis_carolinensis ENSACAG00000001561
pogona_vitticeps ENSPVIG00000024144
notechis_scutatus ENSNSUG00000009493
salvator_merianae ENSSMRG00000008780
phascolarctos_cinereus ENSPCIG00000028045
notamacropus_eugenii ENSMEUG00000009889
sarcophilus_harrisii ENSSHAG00000006291
monodelphis_domestica ENSMODG00000005510
pan_troglodytes ENSPTRG00000008249
pan_paniscus ENSPPAG00000032697
homo_sapiens ENSG00000038358
gorilla_gorilla ENSGGOG00000013857
pongo_abelii ENSPPYG00000007473
nomascus_leucogenys ENSNLEG00000004932
piliocolobus_tephrosceles ENSPTEG00000015168
colobus_angolensis_palliatus ENSCANG00000041624
rhinopithecus_bieti ENSRBIG00000035244
rhinopithecus_roxellana ENSRROG00000034303
