caenorhabditis_elegans_strain_n2 WBGene00007111
drosophila_melanogaster FBgn0014024
pogona_vitticeps ENSPVIG00000018610
anolis_carolinensis ENSACAG00000001176
notechis_scutatus ENSNSUG00000018014
salvator_merianae ENSSMRG00000009317
sphenodon_punctatus ENSSPUG00000009541
meleagris_gallopavo ENSMGAG00000005746
coturnix_japonica ENSCJPG00005007349
gallus_gallus ENSGALG00000039472
numida_meleagris ENSNMEG00000021108
anser_brachyrhynchus ENSABRG00000021359
anas_platyrhynchos_platyrhynchos ENSAPLG00000006205
lepidothrix_coronata ENSLCOG00000010776
manacus_vitellinus ENSMVIG00005016696
taeniopygia_guttata ENSTGUG00000006905
lonchura_striata_domestica ENSLSDG00000007390
serinus_canaria ENSSCAG00000007187
serinus_canaria ENSSCAG00000001602
cyanistes_caeruleus ENSCCEG00000009180
parus_major ENSPMJG00000008207
ficedula_albicollis ENSFALG00000008894
junco_hyemalis ENSJHYG00000008141
zonotrichia_albicollis ENSZALG00000010595
melopsittacus_undulatus ENSMUNG00000016013
calidris_pugnax ENSCPUG00000004433
calidris_pygmaea ENSCPGG00000018027
apteryx_owenii ENSAOWG00000000177
apteryx_haastii ENSAHAG00000011940
apteryx_rowi ENSARWG00000007239
dromaius_novaehollandiae ENSDNVG00000013034
nothoprocta_perdicaria ENSNPEG00000009447
crocodylus_porosus ENSCPRG00005015574
chelonoidis_abingdonii ENSCABG00000000889
gopherus_agassizii ENSGAGG00000016519
chrysemys_picta_bellii ENSCPBG00000006699
pelodiscus_sinensis ENSPSIG00000002594
phascolarctos_cinereus ENSPCIG00000023889
notamacropus_eugenii ENSMEUG00000006799
sarcophilus_harrisii ENSSHAG00000010864
monodelphis_domestica ENSMODG00000002859
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018974
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028578
mus_spicilegus ENSMSIG00000007948
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027580
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024162
rattus_norvegicus ENSRNOG00000000702
meriones_unguiculatus ENSMUGG00000010667
meriones_unguiculatus ENSMUGG00000010819
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020554
cricetulus_griseus_crigri-picr ENSCGRG00015023044
cricetulus_griseus_crigri_1.0 ENSCGRG00000005968
mesocricetus_auratus ENSMAUG00000012434
peromyscus_maniculatus_bairdii ENSPEMG00000020811
microtus_ochrogaster ENSMOCG00000004078
nannospalax_galili ENSNGAG00000014773
jaculus_jaculus ENSJJAG00000021869
ictidomys_tridecemlineatus ENSSTOG00000002376
spermophilus_dauricus ENSSDAG00000000391
urocitellus_parryii ENSUPAG00010004084
marmota_marmota_marmota ENSMMMG00000018262
dipodomys_ordii ENSDORG00000014360
castor_canadensis ENSCCNG00000018163
castor_canadensis ENSCCNG00000003320
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013263
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011579
fukomys_damarensis ENSFDAG00000014878
chinchilla_lanigera ENSCLAG00000011727
octodon_degus ENSODEG00000008547
cavia_porcellus ENSCPOG00000010969
cavia_aperea ENSCAPG00000013404
oryctolagus_cuniculus ENSOCUG00000016285
ochotona_princeps ENSOPRG00000015817
tupaia_belangeri ENSTBEG00000008888
pan_troglodytes ENSPTRG00000005404
pan_paniscus ENSPPAG00000041812
homo_sapiens ENSG00000075856
gorilla_gorilla ENSGGOG00000011562
pongo_abelii ENSPPYG00000004919
nomascus_leucogenys ENSNLEG00000006767
theropithecus_gelada ENSTGEG00000012443
papio_anubis ENSPANG00000024915
cercocebus_atys ENSCATG00000041537
mandrillus_leucophaeus ENSMLEG00000034251
macaca_fascicularis ENSMFAG00000039887
macaca_mulatta ENSMMUG00000017124
macaca_nemestrina ENSMNEG00000011093
chlorocebus_sabaeus ENSCSAG00000002880
colobus_angolensis_palliatus ENSCANG00000000411
piliocolobus_tephrosceles ENSPTEG00000019428
rhinopithecus_bieti ENSRBIG00000034143
rhinopithecus_roxellana ENSRROG00000003629
cebus_capucinus_imitator ENSCCAG00000023667
saimiri_boliviensis_boliviensis ENSSBOG00000033093
callithrix_jacchus ENSCJAG00000015330
aotus_nancymaae ENSANAG00000025967
carlito_syrichta ENSTSYG00000013923
propithecus_coquereli ENSPCOG00000014016
microcebus_murinus ENSMICG00000013052
prolemur_simus ENSPSMG00000002637
otolemur_garnettii ENSOGAG00000000932
bison_bison_bison ENSBBBG00000011450
bos_mutus ENSBMUG00000023942
bos_taurus ENSBTAG00000031846
capra_hircus ENSCHIG00000021385
ovis_aries ENSOARG00000018082
tursiops_truncatus ENSTTRG00000003993
sus_scrofa ENSSSCG00000009946
vicugna_pacos ENSVPAG00000009997
equus_asinus_asinus ENSEASG00005014500
equus_caballus ENSECAG00000000314
ursus_maritimus ENSUMAG00000005844
ursus_americanus ENSUAMG00000023906
ailuropoda_melanoleuca ENSAMEG00000016374
neovison_vison ENSNVIG00000018012
mustela_putorius_furo ENSMPUG00000003402
canis_lupus_familiaris ENSCAFG00000011352
canis_lupus_dingo ENSCAFG00020022271
vulpes_vulpes ENSVVUG00000008216
panthera_pardus ENSPPRG00000001579
panthera_tigris_altaica ENSPTIG00000021928
felis_catus ENSFCAG00000014041
pteropus_vampyrus ENSPVAG00000007442
myotis_lucifugus ENSMLUG00000007906
choloepus_hoffmanni ENSCHOG00000011750
dasypus_novemcinctus ENSDNOG00000019498
loxodonta_africana ENSLAFG00000007167
procavia_capensis ENSPCAG00000007505
echinops_telfairi ENSETEG00000011292
erinaceus_europaeus ENSEEUG00000002954
sorex_araneus ENSSARG00000005401
ornithorhynchus_anatinus ENSOANG00000008794
ornithorhynchus_anatinus ENSOANG00000032075
xenopus_tropicalis ENSXETG00000017645
latimeria_chalumnae ENSLACG00000007414
cynoglossus_semilaevis ENSCSEG00000011951
