ovis_aries ENSOARG00000016459
sus_scrofa ENSSSCG00000024900
equus_asinus_asinus ENSEASG00005009365
canis_lupus_dingo ENSCAFG00020021009
canis_lupus_familiaris ENSCAFG00000031359
vulpes_vulpes ENSVVUG00000027644
mustela_putorius_furo ENSMPUG00000008528
ailuropoda_melanoleuca ENSAMEG00000006317
ursus_maritimus ENSUMAG00000012226
pan_paniscus ENSPPAG00000007934
pan_troglodytes ENSPTRG00000052787
homo_sapiens ENSG00000282499
gorilla_gorilla ENSGGOG00000037012
gorilla_gorilla ENSGGOG00000037100
pongo_abelii ENSPPYG00000018100
nomascus_leucogenys ENSNLEG00000034125
rhinopithecus_bieti ENSRBIG00000021575
rhinopithecus_roxellana ENSRROG00000027155
piliocolobus_tephrosceles ENSPTEG00000033871
colobus_angolensis_palliatus ENSCANG00000015442
macaca_nemestrina ENSMNEG00000011841
macaca_fascicularis ENSMFAG00000030395
mandrillus_leucophaeus ENSMLEG00000012422
saimiri_boliviensis_boliviensis ENSSBOG00000018465
carlito_syrichta ENSTSYG00000027674
loxodonta_africana ENSLAFG00000032353
pongo_abelii ENSPPYG00000020022
ursus_americanus ENSUAMG00000012642
ornithorhynchus_anatinus ENSOANG00000006316
