pan_troglodytes ENSPTRG00000017874
pan_paniscus ENSPPAG00000027465
homo_sapiens ENSG00000235109
gorilla_gorilla ENSGGOG00000005528
pongo_abelii ENSPPYG00000016370
nomascus_leucogenys ENSNLEG00000004512
macaca_fascicularis ENSMFAG00000001436
macaca_nemestrina ENSMNEG00000033080
macaca_mulatta ENSMMUG00000007231
papio_anubis ENSPANG00000020275
theropithecus_gelada ENSTGEG00000003547
cercocebus_atys ENSCATG00000036250
mandrillus_leucophaeus ENSMLEG00000032332
chlorocebus_sabaeus ENSCSAG00000008010
piliocolobus_tephrosceles ENSPTEG00000036502
colobus_angolensis_palliatus ENSCANG00000043654
rhinopithecus_bieti ENSRBIG00000027999
rhinopithecus_roxellana ENSRROG00000031788
cebus_capucinus_imitator ENSCCAG00000028631
saimiri_boliviensis_boliviensis ENSSBOG00000014987
callithrix_jacchus ENSCJAG00000045495
aotus_nancymaae ENSANAG00000023350
carlito_syrichta ENSTSYG00000004066
propithecus_coquereli ENSPCOG00000019781
prolemur_simus ENSPSMG00000015793
castor_canadensis ENSCCNG00000001216
sus_scrofa ENSSSCG00000025335
vicugna_pacos ENSVPAG00000000040
capra_hircus ENSCHIG00000012646
ovis_aries ENSOARG00000017831
bos_mutus ENSBMUG00000024273
bos_taurus ENSBTAG00000037988
bison_bison_bison ENSBBBG00000014337
tursiops_truncatus ENSTTRG00000015617
equus_caballus ENSECAG00000010345
equus_asinus_asinus ENSEASG00005012103
ursus_americanus ENSUAMG00000012431
ursus_maritimus ENSUMAG00000019378
ailuropoda_melanoleuca ENSAMEG00000010450
mustela_putorius_furo ENSMPUG00000001277
neovison_vison ENSNVIG00000014166
canis_lupus_familiaris ENSCAFG00000032133
canis_lupus_dingo ENSCAFG00020002994
vulpes_vulpes ENSVVUG00000020182
panthera_pardus ENSPPRG00000013434
panthera_tigris_altaica ENSPTIG00000020878
felis_catus ENSFCAG00000000242
pteropus_vampyrus ENSPVAG00000006200
sorex_araneus ENSSARG00000002422
choloepus_hoffmanni ENSCHOG00000005779
dasypus_novemcinctus ENSDNOG00000042121
procavia_capensis ENSPCAG00000001882
echinops_telfairi ENSETEG00000013308
