calidris_pugnax ENSCPUG00000010332
calidris_pygmaea ENSCPGG00000007346
melopsittacus_undulatus ENSMUNG00000006860
cyanistes_caeruleus ENSCCEG00000012625
parus_major ENSPMJG00000013161
lonchura_striata_domestica ENSLSDG00000013714
taeniopygia_guttata ENSTGUG00000012727
serinus_canaria ENSSCAG00000009135
zonotrichia_albicollis ENSZALG00000014775
junco_hyemalis ENSJHYG00000003127
ficedula_albicollis ENSFALG00000015013
manacus_vitellinus ENSMVIG00005011621
lepidothrix_coronata ENSLCOG00000000484
anas_platyrhynchos_platyrhynchos ENSAPLG00000001892
anser_brachyrhynchus ENSABRG00000007615
gallus_gallus ENSGALG00000016154
meleagris_gallopavo ENSMGAG00000012984
coturnix_japonica ENSCJPG00005010469
numida_meleagris ENSNMEG00000010185
apteryx_haastii ENSAHAG00000013276
apteryx_owenii ENSAOWG00000004395
apteryx_rowi ENSARWG00000009888
dromaius_novaehollandiae ENSDNVG00000019053
nothoprocta_perdicaria ENSNPEG00000015794
crocodylus_porosus ENSCPRG00005013663
chrysemys_picta_bellii ENSCPBG00000019078
chelonoidis_abingdonii ENSCABG00000009492
pelodiscus_sinensis ENSPSIG00000000098
pogona_vitticeps ENSPVIG00000011259
anolis_carolinensis ENSACAG00000016209
notechis_scutatus ENSNSUG00000015481
salvator_merianae ENSSMRG00000008099
sphenodon_punctatus ENSSPUG00000006157
prolemur_simus ENSPSMG00000021363
otolemur_garnettii ENSOGAG00000031124
pan_troglodytes ENSPTRG00000030920
pan_paniscus ENSPPAG00000000502
homo_sapiens ENSG00000198576
gorilla_gorilla ENSGGOG00000004690
pongo_abelii ENSPPYG00000018917
colobus_angolensis_palliatus ENSCANG00000015449
piliocolobus_tephrosceles ENSPTEG00000027323
rhinopithecus_roxellana ENSRROG00000024856
rhinopithecus_bieti ENSRBIG00000005692
macaca_mulatta ENSMMUG00000018519
macaca_fascicularis ENSMFAG00000002291
macaca_nemestrina ENSMNEG00000031158
papio_anubis ENSPANG00000002588
theropithecus_gelada ENSTGEG00000015940
cercocebus_atys ENSCATG00000023773
mandrillus_leucophaeus ENSMLEG00000022806
chlorocebus_sabaeus ENSCSAG00000018631
saimiri_boliviensis_boliviensis ENSSBOG00000009916
cebus_capucinus_imitator ENSCCAG00000003356
callithrix_jacchus ENSCJAG00000012137
aotus_nancymaae ENSANAG00000016098
castor_canadensis ENSCCNG00000027862
dipodomys_ordii ENSDORG00000028670
urocitellus_parryii ENSUPAG00010006802
ictidomys_tridecemlineatus ENSSTOG00000005258
spermophilus_dauricus ENSSDAG00000018073
marmota_marmota_marmota ENSMMMG00000005789
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022602
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020769
mus_spicilegus ENSMSIG00000019111
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019871
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019877
rattus_norvegicus ENSRNOG00000043465
meriones_unguiculatus ENSMUGG00000009493
peromyscus_maniculatus_bairdii ENSPEMG00000017068
microtus_ochrogaster ENSMOCG00000014212
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010007
cricetulus_griseus_crigri-picr ENSCGRG00015016860
cricetulus_griseus_crigri_1.0 ENSCGRG00000004528
mesocricetus_auratus ENSMAUG00000007812
nannospalax_galili ENSNGAG00000000562
jaculus_jaculus ENSJJAG00000014241
chinchilla_lanigera ENSCLAG00000012732
octodon_degus ENSODEG00000020293
cavia_porcellus ENSCPOG00000021539
cavia_aperea ENSCAPG00000006267
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013428
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015257
fukomys_damarensis ENSFDAG00000021030
mustela_putorius_furo ENSMPUG00000019193
neovison_vison ENSNVIG00000014874
ursus_americanus ENSUAMG00000010003
vulpes_vulpes ENSVVUG00000013938
canis_lupus_dingo ENSCAFG00020018566
felis_catus ENSFCAG00000034460
panthera_pardus ENSPPRG00000019836
equus_caballus ENSECAG00000001167
equus_asinus_asinus ENSEASG00005021082
pteropus_vampyrus ENSPVAG00000001709
sus_scrofa ENSSSCG00000038965
tursiops_truncatus ENSTTRG00000006472
capra_hircus ENSCHIG00000007715
bos_taurus ENSBTAG00000021639
sorex_araneus ENSSARG00000008552
loxodonta_africana ENSLAFG00000000628
sarcophilus_harrisii ENSSHAG00000017482
phascolarctos_cinereus ENSPCIG00000029531
monodelphis_domestica ENSMODG00000000033
ornithorhynchus_anatinus ENSOANG00000014077
xenopus_tropicalis ENSXETG00000019153
