capra_hircus ENSCHIG00000017757
ovis_aries ENSOARG00000014773
vulpes_vulpes ENSVVUG00000002548
canis_lupus_dingo ENSCAFG00020026424
ailuropoda_melanoleuca ENSAMEG00000020298
panthera_pardus ENSPPRG00000012531
mesocricetus_auratus ENSMAUG00000008589
cricetulus_griseus_crigri_1.0 ENSCGRG00000013466
meriones_unguiculatus ENSMUGG00000024388
gopherus_agassizii ENSGAGG00000014134
chelonoidis_abingdonii ENSCABG00000011099
chrysemys_picta_bellii ENSCPBG00000026462
sphenodon_punctatus ENSSPUG00000009721
ornithorhynchus_anatinus ENSOANG00000004745
ornithorhynchus_anatinus ENSOANG00000004744
monodelphis_domestica ENSMODG00000016477
apteryx_owenii ENSAOWG00000017099
apteryx_haastii ENSAHAG00000009516
nothoprocta_perdicaria ENSNPEG00000009980
serinus_canaria ENSSCAG00000003915
lepidothrix_coronata ENSLCOG00000012110
junco_hyemalis ENSJHYG00000014728
anas_platyrhynchos_platyrhynchos ENSAPLG00000018620
gallus_gallus ENSGALG00000053749
crocodylus_porosus ENSCPRG00005009934
salvator_merianae ENSSMRG00000012860
notechis_scutatus ENSNSUG00000008530
latimeria_chalumnae ENSLACG00000006731
poecilia_mexicana ENSPMEG00000022505
poecilia_reticulata ENSPREG00000014391
xiphophorus_couchianus ENSXCOG00000007193
cyprinodon_variegatus ENSCVAG00000018463
oryzias_melastigma ENSOMEG00000000989
mastacembelus_armatus ENSMAMG00000021079
anabas_testudineus ENSATEG00000005556
takifugu_rubripes ENSTRUG00000019755
mola_mola ENSMMOG00000010155
hippocampus_comes ENSHCOG00000011641
astyanax_mexicanus ENSAMXG00000031664
