labrus_bergylta ENSLBEG00000004978
gasterosteus_aculeatus ENSGACG00000010837
tetraodon_nigroviridis ENSTNIG00000010817
takifugu_rubripes ENSTRUG00000004367
mola_mola ENSMMOG00000003112
mastacembelus_armatus ENSMAMG00000010135
monopterus_albus ENSMALG00000006885
anabas_testudineus ENSATEG00000001058
seriola_lalandi_dorsalis ENSSLDG00000000344
seriola_lalandi_dorsalis ENSSLDG00000011315
seriola_lalandi_dorsalis ENSSLDG00000002697
seriola_dumerili ENSSDUG00000019635
scophthalmus_maximus ENSSMAG00000007228
amphiprion_ocellaris ENSAOCG00000015136
amphiprion_percula ENSAPEG00000015387
acanthochromis_polyacanthus ENSAPOG00000010928
stegastes_partitus ENSSPAG00000011145
astatotilapia_calliptera ENSACLG00000008225
maylandia_zebra ENSMZEG00005012663
haplochromis_burtoni ENSHBUG00000013103
pundamilia_nyererei ENSPNYG00000014876
neolamprologus_brichardi ENSNBRG00000022575
oreochromis_niloticus ENSONIG00000011724
amphilophus_citrinellus ENSACIG00000004765
cyprinodon_variegatus ENSCVAG00000010108
fundulus_heteroclitus ENSFHEG00000019103
xiphophorus_maculatus ENSXMAG00000001075
xiphophorus_couchianus ENSXCOG00000016018
gambusia_affinis ENSGAFG00000009573
poecilia_formosa ENSPFOG00000010054
poecilia_mexicana ENSPMEG00000009715
poecilia_latipinna ENSPLAG00000023144
poecilia_reticulata ENSPREG00000006536
kryptolebias_marmoratus ENSKMAG00000006297
oryzias_latipes_asm223467v1 ENSORLG00000011037
oryzias_latipes_asm223471v1 ENSORLG00020006926
oryzias_latipes_asm223469v1 ENSORLG00015021588
oryzias_melastigma ENSOMEG00000008926
cynoglossus_semilaevis ENSCSEG00000014623
cynoglossus_semilaevis ENSCSEG00000013479
cynoglossus_semilaevis ENSCSEG00000013488
periophthalmus_magnuspinnatus ENSPMGG00000012170
hippocampus_comes ENSHCOG00000017911
gadus_morhua ENSGMOG00000005626
pygocentrus_nattereri ENSPNAG00000020465
astyanax_mexicanus ENSAMXG00000007279
ictalurus_punctatus ENSIPUG00000007504
danio_rerio ENSDARG00000078399
scleropages_formosus ENSSFOG00015011932
paramormyrops_kingsleyae ENSPKIG00000007963
lepisosteus_oculatus ENSLOCG00000015588
