taeniopygia_guttata ENSTGUG00000000248
lonchura_striata_domestica ENSLSDG00000000875
ficedula_albicollis ENSFALG00000001076
numida_meleagris ENSNMEG00000004906
nothoprocta_perdicaria ENSNPEG00000009101
monopterus_albus ENSMALG00000004895
mastacembelus_armatus ENSMAMG00000000700
seriola_lalandi_dorsalis ENSSLDG00000009010
maylandia_zebra ENSMZEG00005022652
astatotilapia_calliptera ENSACLG00000003457
amphilophus_citrinellus ENSACIG00000011536
poecilia_mexicana ENSPMEG00000023615
poecilia_reticulata ENSPREG00000009675
gambusia_affinis ENSGAFG00000000198
kryptolebias_marmoratus ENSKMAG00000019556
caenorhabditis_elegans_strain_n2 WBGene00012648
