eptatretus_burgeri ENSEBUG00000014678
petromyzon_marinus ENSPMAG00000007685
xenopus_tropicalis ENSXETG00000026342
chrysemys_picta_bellii ENSCPBG00000012212
latimeria_chalumnae ENSLACG00000007601
fundulus_heteroclitus ENSFHEG00000002446
cyprinodon_variegatus ENSCVAG00000002560
xiphophorus_couchianus ENSXCOG00000012251
xiphophorus_maculatus ENSXMAG00000002534
gambusia_affinis ENSGAFG00000009332
poecilia_latipinna ENSPLAG00000007450
poecilia_formosa ENSPFOG00000012875
poecilia_mexicana ENSPMEG00000005371
poecilia_reticulata ENSPREG00000019883
kryptolebias_marmoratus ENSKMAG00000021266
oryzias_latipes_asm223467v1 ENSORLG00000007785
oryzias_latipes_asm223471v1 ENSORLG00020003235
oryzias_latipes_asm223469v1 ENSORLG00015008075
oryzias_melastigma ENSOMEG00000003177
amphiprion_ocellaris ENSAOCG00000005652
amphiprion_percula ENSAPEG00000014624
acanthochromis_polyacanthus ENSAPOG00000020112
stegastes_partitus ENSSPAG00000013226
astatotilapia_calliptera ENSACLG00000009914
maylandia_zebra ENSMZEG00005027746
pundamilia_nyererei ENSPNYG00000008230
haplochromis_burtoni ENSHBUG00000023838
neolamprologus_brichardi ENSNBRG00000021417
oreochromis_niloticus ENSONIG00000018337
amphilophus_citrinellus ENSACIG00000021933
takifugu_rubripes ENSTRUG00000008073
tetraodon_nigroviridis ENSTNIG00000002755
gasterosteus_aculeatus ENSGACG00000007506
mola_mola ENSMMOG00000010563
labrus_bergylta ENSLBEG00000024384
mastacembelus_armatus ENSMAMG00000001615
monopterus_albus ENSMALG00000017460
anabas_testudineus ENSATEG00000000728
scophthalmus_maximus ENSSMAG00000003230
cynoglossus_semilaevis ENSCSEG00000006320
seriola_lalandi_dorsalis ENSSLDG00000019199
seriola_dumerili ENSSDUG00000008227
hippocampus_comes ENSHCOG00000018534
periophthalmus_magnuspinnatus ENSPMGG00000020299
gadus_morhua ENSGMOG00000018315
esox_lucius ENSELUG00000021455
pygocentrus_nattereri ENSPNAG00000030102
astyanax_mexicanus ENSAMXG00000002227
ictalurus_punctatus ENSIPUG00000000808
danio_rerio ENSDARG00000026170
scleropages_formosus ENSSFOG00015015808
paramormyrops_kingsleyae ENSPKIG00000008360
lepisosteus_oculatus ENSLOCG00000009087
ciona_savignyi ENSCSAVG00000008853
ciona_intestinalis ENSCING00000011325
pogona_vitticeps ENSPVIG00000004100
anolis_carolinensis ENSACAG00000002534
notechis_scutatus ENSNSUG00000007471
salvator_merianae ENSSMRG00000021699
sphenodon_punctatus ENSSPUG00000013028
coturnix_japonica ENSCJPG00005019536
meleagris_gallopavo ENSMGAG00000009581
gallus_gallus ENSGALG00000017419
numida_meleagris ENSNMEG00000013797
anser_brachyrhynchus ENSABRG00000008515
parus_major ENSPMJG00000003977
manacus_vitellinus ENSMVIG00005018393
ficedula_albicollis ENSFALG00000008293
taeniopygia_guttata ENSTGUG00000009485
serinus_canaria ENSSCAG00000016709
junco_hyemalis ENSJHYG00000000101
zonotrichia_albicollis ENSZALG00000006904
lonchura_striata_domestica ENSLSDG00000005599
cyanistes_caeruleus ENSCCEG00000007414
apteryx_rowi ENSARWG00000001211
apteryx_owenii ENSAOWG00000005850
apteryx_haastii ENSAHAG00000015229
dromaius_novaehollandiae ENSDNVG00000015228
anas_platyrhynchos_platyrhynchos ENSAPLG00000023625
manacus_vitellinus ENSMVIG00005018394
nothoprocta_perdicaria ENSNPEG00000008832
crocodylus_porosus ENSCPRG00005013698
gopherus_agassizii ENSGAGG00000009542
chelonoidis_abingdonii ENSCABG00000022999
chrysemys_picta_bellii ENSCPBG00000012208
phascolarctos_cinereus ENSPCIG00000021283
notamacropus_eugenii ENSMEUG00000000563
sarcophilus_harrisii ENSSHAG00000016600
monodelphis_domestica ENSMODG00000003664
ornithorhynchus_anatinus ENSOANG00000003472
castor_canadensis ENSCCNG00000001086
dipodomys_ordii ENSDORG00000003804
mus_spicilegus ENSMSIG00000016547
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023898
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025188
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022977
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014467
rattus_norvegicus ENSRNOG00000045838
meriones_unguiculatus ENSMUGG00000004684
cricetulus_griseus_crigri_1.0 ENSCGRG00000015425
cricetulus_griseus_crigri-picr ENSCGRG00015024227
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017475
mesocricetus_auratus ENSMAUG00000019246
microtus_ochrogaster ENSMOCG00000002839
peromyscus_maniculatus_bairdii ENSPEMG00000016367
nannospalax_galili ENSNGAG00000013601
jaculus_jaculus ENSJJAG00000017073
ictidomys_tridecemlineatus ENSSTOG00000003686
urocitellus_parryii ENSUPAG00010015101
spermophilus_dauricus ENSSDAG00000022878
marmota_marmota_marmota ENSMMMG00000021856
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013798
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014985
fukomys_damarensis ENSFDAG00000008507
chinchilla_lanigera ENSCLAG00000003379
cavia_porcellus ENSCPOG00000007029
cavia_aperea ENSCAPG00000014385
octodon_degus ENSODEG00000016655
oryctolagus_cuniculus ENSOCUG00000001633
ochotona_princeps ENSOPRG00000007847
pan_troglodytes ENSPTRG00000002825
pan_paniscus ENSPPAG00000033115
homo_sapiens ENSG00000107521
gorilla_gorilla ENSGGOG00000002508
pongo_abelii ENSPPYG00000002548
nomascus_leucogenys ENSNLEG00000014448
pan_troglodytes ENSPTRG00000043046
pan_paniscus ENSPPAG00000000337
gorilla_gorilla ENSGGOG00000008628
pongo_abelii ENSPPYG00000011775
nomascus_leucogenys ENSNLEG00000028972
papio_anubis ENSPANG00000021281
theropithecus_gelada ENSTGEG00000017068
cercocebus_atys ENSCATG00000035195
macaca_mulatta ENSMMUG00000020604
macaca_fascicularis ENSMFAG00000036329
macaca_nemestrina ENSMNEG00000045397
mandrillus_leucophaeus ENSMLEG00000035442
chlorocebus_sabaeus ENSCSAG00000005768
piliocolobus_tephrosceles ENSPTEG00000029376
colobus_angolensis_palliatus ENSCANG00000041531
rhinopithecus_bieti ENSRBIG00000036336
rhinopithecus_roxellana ENSRROG00000036056
saimiri_boliviensis_boliviensis ENSSBOG00000001543
cebus_capucinus_imitator ENSCCAG00000028058
callithrix_jacchus ENSCJAG00000016949
aotus_nancymaae ENSANAG00000033853
carlito_syrichta ENSTSYG00000035935
propithecus_coquereli ENSPCOG00000017215
microcebus_murinus ENSMICG00000000212
prolemur_simus ENSPSMG00000009889
