caenorhabditis_elegans_strain_n2 WBGene00001122
drosophila_melanogaster FBgn0032692
apteryx_rowi ENSARWG00000002545
apteryx_owenii ENSAOWG00000010091
apteryx_haastii ENSAHAG00000003408
dromaius_novaehollandiae ENSDNVG00000003795
nothoprocta_perdicaria ENSNPEG00000003171
anser_brachyrhynchus ENSABRG00000014592
anas_platyrhynchos_platyrhynchos ENSAPLG00000005573
meleagris_gallopavo ENSMGAG00000004065
coturnix_japonica ENSCJPG00005011737
gallus_gallus ENSGALG00000007438
numida_meleagris ENSNMEG00000003227
lonchura_striata_domestica ENSLSDG00000007317
taeniopygia_guttata ENSTGUG00000000059
serinus_canaria ENSSCAG00000017177
ficedula_albicollis ENSFALG00000009929
parus_major ENSPMJG00000007550
cyanistes_caeruleus ENSCCEG00000018827
junco_hyemalis ENSJHYG00000009117
zonotrichia_albicollis ENSZALG00000012167
manacus_vitellinus ENSMVIG00005000435
lepidothrix_coronata ENSLCOG00000003810
calidris_pugnax ENSCPUG00000017987
calidris_pygmaea ENSCPGG00000002449
melopsittacus_undulatus ENSMUNG00000009780
crocodylus_porosus ENSCPRG00005000050
gopherus_agassizii ENSGAGG00000020584
chelonoidis_abingdonii ENSCABG00000004111
chrysemys_picta_bellii ENSCPBG00000021308
pelodiscus_sinensis ENSPSIG00000016840
anolis_carolinensis ENSACAG00000006970
pogona_vitticeps ENSPVIG00000009581
notechis_scutatus ENSNSUG00000007014
salvator_merianae ENSSMRG00000021895
sphenodon_punctatus ENSSPUG00000004473
tupaia_belangeri ENSTBEG00000010857
sorex_araneus ENSSARG00000003416
echinops_telfairi ENSETEG00000014911
castor_canadensis ENSCCNG00000019899
dipodomys_ordii ENSDORG00000007247
peromyscus_maniculatus_bairdii ENSPEMG00000012188
microtus_ochrogaster ENSMOCG00000018681
cricetulus_griseus_crigri_1.0 ENSCGRG00000009433
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024448
cricetulus_griseus_crigri-picr ENSCGRG00015016623
mesocricetus_auratus ENSMAUG00000019582
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033264
mus_spicilegus ENSMSIG00000008990
