mola_mola ENSMMOG00000008270
takifugu_rubripes ENSTRUG00000020889
labrus_bergylta ENSLBEG00000020227
mastacembelus_armatus ENSMAMG00000010306
monopterus_albus ENSMALG00000008483
seriola_lalandi_dorsalis ENSSLDG00000017715
scophthalmus_maximus ENSSMAG00000002530
seriola_lalandi_dorsalis ENSSLDG00000010951
anabas_testudineus ENSATEG00000003564
astatotilapia_calliptera ENSACLG00000022620
maylandia_zebra ENSMZEG00005020153
pundamilia_nyererei ENSPNYG00000009024
neolamprologus_brichardi ENSNBRG00000021593
amphilophus_citrinellus ENSACIG00000022899
amphiprion_percula ENSAPEG00000014972
amphiprion_ocellaris ENSAOCG00000008511
stegastes_partitus ENSSPAG00000011677
gambusia_affinis ENSGAFG00000003185
poecilia_reticulata ENSPREG00000005724
kryptolebias_marmoratus ENSKMAG00000014668
oryzias_melastigma ENSOMEG00000006505
oryzias_latipes_asm223471v1 ENSORLG00020003411
periophthalmus_magnuspinnatus ENSPMGG00000023218
esox_lucius ENSELUG00000021010
