labrus_bergylta ENSLBEG00000018124
mola_mola ENSMMOG00000018895
poecilia_formosa ENSPFOG00000022215
oryzias_latipes_asm223467v1 ENSORLG00000028254
neolamprologus_brichardi ENSNBRG00000014766
oreochromis_niloticus ENSONIG00000009810
haplochromis_burtoni ENSHBUG00000003917
amphiprion_ocellaris ENSAOCG00000010306
amphiprion_percula ENSAPEG00000006870
cynoglossus_semilaevis ENSCSEG00000017879
monopterus_albus ENSMALG00000018316
acanthochromis_polyacanthus ENSAPOG00000021836
amphilophus_citrinellus ENSACIG00000015412
seriola_lalandi_dorsalis ENSSLDG00000023606
maylandia_zebra ENSMZEG00005025432
astatotilapia_calliptera ENSACLG00000023352
mastacembelus_armatus ENSMAMG00000012819
hippocampus_comes ENSHCOG00000000162
esox_lucius ENSELUG00000006640
pygocentrus_nattereri ENSPNAG00000028118
astyanax_mexicanus ENSAMXG00000035794
ictalurus_punctatus ENSIPUG00000011893
danio_rerio ENSDARG00000092383
lepisosteus_oculatus ENSLOCG00000009160
loxodonta_africana ENSLAFG00000001819
