sarcophilus_harrisii ENSSHAG00000002368
seriola_lalandi_dorsalis ENSSLDG00000005740
ailuropoda_melanoleuca ENSAMEG00000018650
petromyzon_marinus ENSPMAG00000002602
eptatretus_burgeri ENSEBUG00000001900
sorex_araneus ENSSARG00000000444
canis_lupus_dingo ENSCAFG00020005682
myotis_lucifugus ENSMLUG00000014027
aotus_nancymaae ENSANAG00000021428
microtus_ochrogaster ENSMOCG00000016081
echinops_telfairi ENSETEG00000013945
equus_caballus ENSECAG00000024906
equus_asinus_asinus ENSEASG00005021900
pteropus_vampyrus ENSPVAG00000011851
ursus_maritimus ENSUMAG00000020148
ailuropoda_melanoleuca ENSAMEG00000005030
vulpes_vulpes ENSVVUG00000023913
canis_lupus_familiaris ENSCAFG00000008936
mustela_putorius_furo ENSMPUG00000002387
neovison_vison ENSNVIG00000022984
panthera_pardus ENSPPRG00000002753
panthera_tigris_altaica ENSPTIG00000007216
felis_catus ENSFCAG00000031122
castor_canadensis ENSCCNG00000002307
octodon_degus ENSODEG00000000637
prolemur_simus ENSPSMG00000018604
homo_sapiens ENSG00000196104
gorilla_gorilla ENSGGOG00000036722
pan_troglodytes ENSPTRG00000016579
pan_paniscus ENSPPAG00000032890
nomascus_leucogenys ENSNLEG00000006528
macaca_mulatta ENSMMUG00000006851
macaca_fascicularis ENSMFAG00000039387
macaca_nemestrina ENSMNEG00000030644
cercocebus_atys ENSCATG00000045135
theropithecus_gelada ENSTGEG00000020296
papio_anubis ENSPANG00000006370
mandrillus_leucophaeus ENSMLEG00000036560
chlorocebus_sabaeus ENSCSAG00000003165
piliocolobus_tephrosceles ENSPTEG00000001035
colobus_angolensis_palliatus ENSCANG00000031412
rhinopithecus_bieti ENSRBIG00000034896
rhinopithecus_roxellana ENSRROG00000036906
pongo_abelii ENSPPYG00000015182
cebus_capucinus_imitator ENSCCAG00000025727
saimiri_boliviensis_boliviensis ENSSBOG00000022664
callithrix_jacchus ENSCJAG00000004671
aotus_nancymaae ENSANAG00000029155
tupaia_belangeri ENSTBEG00000016554
erinaceus_europaeus ENSEEUG00000010361
mustela_putorius_furo ENSMPUG00000010991
loxodonta_africana ENSLAFG00000001654
procavia_capensis ENSPCAG00000016414
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001090
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002615
fukomys_damarensis ENSFDAG00000005129
cavia_porcellus ENSCPOG00000011838
cavia_aperea ENSCAPG00000006022
chinchilla_lanigera ENSCLAG00000015922
dipodomys_ordii ENSDORG00000005181
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054162
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032197
mus_spicilegus ENSMSIG00000024700
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031082
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021547
rattus_norvegicus ENSRNOG00000029903
meriones_unguiculatus ENSMUGG00000015815
cricetulus_griseus_crigri_1.0 ENSCGRG00000017015
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002033
cricetulus_griseus_crigri-picr ENSCGRG00015004323
mesocricetus_auratus ENSMAUG00000003473
peromyscus_maniculatus_bairdii ENSPEMG00000014397
nannospalax_galili ENSNGAG00000007048
jaculus_jaculus ENSJJAG00000012852
spermophilus_dauricus ENSSDAG00000003113
ictidomys_tridecemlineatus ENSSTOG00000003927
marmota_marmota_marmota ENSMMMG00000015114
carlito_syrichta ENSTSYG00000013040
otolemur_garnettii ENSOGAG00000002571
ochotona_princeps ENSOPRG00000002118
propithecus_coquereli ENSPCOG00000025291
microcebus_murinus ENSMICG00000009138
oryctolagus_cuniculus ENSOCUG00000003733
sus_scrofa ENSSSCG00000009722
vicugna_pacos ENSVPAG00000002687
tursiops_truncatus ENSTTRG00000013385
choloepus_hoffmanni ENSCHOG00000005606
dasypus_novemcinctus ENSDNOG00000002623
microtus_ochrogaster ENSMOCG00000018995
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008372
dasypus_novemcinctus ENSDNOG00000044221
ursus_americanus ENSUAMG00000006038
sphenodon_punctatus ENSSPUG00000018834
notechis_scutatus ENSNSUG00000005372
apteryx_rowi ENSARWG00000001628
apteryx_haastii ENSAHAG00000008204
nothoprocta_perdicaria ENSNPEG00000000010
calidris_pygmaea ENSCPGG00000006732
calidris_pugnax ENSCPUG00000006159
melopsittacus_undulatus ENSMUNG00000015101
lepidothrix_coronata ENSLCOG00000004723
manacus_vitellinus ENSMVIG00005014096
lonchura_striata_domestica ENSLSDG00000010009
taeniopygia_guttata ENSTGUG00000006005
serinus_canaria ENSSCAG00000010508
junco_hyemalis ENSJHYG00000011144
zonotrichia_albicollis ENSZALG00000007859
ficedula_albicollis ENSFALG00000011321
parus_major ENSPMJG00000000315
cyanistes_caeruleus ENSCCEG00000013356
anser_brachyrhynchus ENSABRG00000016578
anas_platyrhynchos_platyrhynchos ENSAPLG00000013179
coturnix_japonica ENSCJPG00005000751
meleagris_gallopavo ENSMGAG00000002370
gallus_gallus ENSGALG00000009568
numida_meleagris ENSNMEG00000021772
apteryx_owenii ENSAOWG00000003397
apteryx_rowi ENSARWG00000006626
apteryx_haastii ENSAHAG00000008205
nothoprocta_perdicaria ENSNPEG00000000064
dromaius_novaehollandiae ENSDNVG00000006907
crocodylus_porosus ENSCPRG00005010612
chelonoidis_abingdonii ENSCABG00000011871
chelonoidis_abingdonii ENSCABG00000011869
gopherus_agassizii ENSGAGG00000015879
chrysemys_picta_bellii ENSCPBG00000018702
pelodiscus_sinensis ENSPSIG00000004633
pogona_vitticeps ENSPVIG00000018838
anolis_carolinensis ENSACAG00000016126
notechis_scutatus ENSNSUG00000005374
salvator_merianae ENSSMRG00000002829
sphenodon_punctatus ENSSPUG00000018831
scleropages_formosus ENSSFOG00015013915
paramormyrops_kingsleyae ENSPKIG00000021579
tetraodon_nigroviridis ENSTNIG00000004396
takifugu_rubripes ENSTRUG00000006037
mola_mola ENSMMOG00000007155
gasterosteus_aculeatus ENSGACG00000018028
labrus_bergylta ENSLBEG00000027742
hippocampus_comes ENSHCOG00000017653
cynoglossus_semilaevis ENSCSEG00000009038
xiphophorus_maculatus ENSXMAG00000024327
xiphophorus_couchianus ENSXCOG00000008185
gambusia_affinis ENSGAFG00000020540
poecilia_mexicana ENSPMEG00000013463
poecilia_formosa ENSPFOG00000006689
poecilia_latipinna ENSPLAG00000002369
poecilia_reticulata ENSPREG00000008964
cyprinodon_variegatus ENSCVAG00000018239
kryptolebias_marmoratus ENSKMAG00000000099
oryzias_latipes_asm223467v1 ENSORLG00000005978
oryzias_latipes_asm223471v1 ENSORLG00020021906
oryzias_latipes_asm223469v1 ENSORLG00015002073
oryzias_melastigma ENSOMEG00000009196
mastacembelus_armatus ENSMAMG00000018735
monopterus_albus ENSMALG00000004678
anabas_testudineus ENSATEG00000017945
seriola_dumerili ENSSDUG00000000546
seriola_lalandi_dorsalis ENSSLDG00000003911
scophthalmus_maximus ENSSMAG00000009372
amphiprion_ocellaris ENSAOCG00000008841
amphiprion_percula ENSAPEG00000017925
acanthochromis_polyacanthus ENSAPOG00000006754
stegastes_partitus ENSSPAG00000013031
maylandia_zebra ENSMZEG00005023636
astatotilapia_calliptera ENSACLG00000017799
pundamilia_nyererei ENSPNYG00000022704
haplochromis_burtoni ENSHBUG00000003806
neolamprologus_brichardi ENSNBRG00000014656
oreochromis_niloticus ENSONIG00000014601
amphilophus_citrinellus ENSACIG00000010185
periophthalmus_magnuspinnatus ENSPMGG00000001660
gadus_morhua ENSGMOG00000003415
esox_lucius ENSELUG00000006004
pygocentrus_nattereri ENSPNAG00000012257
astyanax_mexicanus ENSAMXG00000000354
ictalurus_punctatus ENSIPUG00000002644
danio_rerio ENSDARG00000070266
lepisosteus_oculatus ENSLOCG00000003489
latimeria_chalumnae ENSLACG00000014005
xenopus_tropicalis ENSXETG00000030204
fundulus_heteroclitus ENSFHEG00000007447
ornithorhynchus_anatinus ENSOANG00000014484
monodelphis_domestica ENSMODG00000002474
eptatretus_burgeri ENSEBUG00000011779
