tursiops_truncatus ENSTTRG00000011795
sus_scrofa ENSSSCG00000038805
ochotona_princeps ENSOPRG00000001752
procavia_capensis ENSPCAG00000010864
cavia_porcellus ENSCPOG00000000656
cavia_aperea ENSCAPG00000006623
octodon_degus ENSODEG00000016209
chinchilla_lanigera ENSCLAG00000013127
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017687
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014988
fukomys_damarensis ENSFDAG00000016649
prolemur_simus ENSPSMG00000023459
propithecus_coquereli ENSPCOG00000028741
microcebus_murinus ENSMICG00000010032
otolemur_garnettii ENSOGAG00000008297
cebus_capucinus_imitator ENSCCAG00000029334
saimiri_boliviensis_boliviensis ENSSBOG00000028655
callithrix_jacchus ENSCJAG00000032831
aotus_nancymaae ENSANAG00000028197
pan_paniscus ENSPPAG00000043002
pan_troglodytes ENSPTRG00000052313
gorilla_gorilla ENSGGOG00000039784
homo_sapiens ENSG00000269190
pongo_abelii ENSPPYG00000009951
nomascus_leucogenys ENSNLEG00000032884
rhinopithecus_bieti ENSRBIG00000014766
rhinopithecus_roxellana ENSRROG00000028048
colobus_angolensis_palliatus ENSCANG00000038766
macaca_nemestrina ENSMNEG00000036196
macaca_mulatta ENSMMUG00000028764
cercocebus_atys ENSCATG00000040853
mandrillus_leucophaeus ENSMLEG00000034831
theropithecus_gelada ENSTGEG00000002976
papio_anubis ENSPANG00000017369
chlorocebus_sabaeus ENSCSAG00000003927
ictidomys_tridecemlineatus ENSSTOG00000021599
urocitellus_parryii ENSUPAG00010009554
spermophilus_dauricus ENSSDAG00000001956
marmota_marmota_marmota ENSMMMG00000000277
castor_canadensis ENSCCNG00000026391
mesocricetus_auratus ENSMAUG00000007624
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020723
peromyscus_maniculatus_bairdii ENSPEMG00000012092
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030552
mus_spicilegus ENSMSIG00000000155
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029456
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012690
rattus_norvegicus ENSRNOG00000019942
carlito_syrichta ENSTSYG00000031415
oryctolagus_cuniculus ENSOCUG00000024196
myotis_lucifugus ENSMLUG00000001018
pteropus_vampyrus ENSPVAG00000011606
capra_hircus ENSCHIG00000026851
ovis_aries ENSOARG00000005932
bos_mutus ENSBMUG00000014635
bos_taurus ENSBTAG00000049203
bison_bison_bison ENSBBBG00000004887
mustela_putorius_furo ENSMPUG00000017749
neovison_vison ENSNVIG00000010132
vulpes_vulpes ENSVVUG00000006422
ailuropoda_melanoleuca ENSAMEG00000008717
ursus_americanus ENSUAMG00000011629
felis_catus ENSFCAG00000027779
panthera_pardus ENSPPRG00000011526
ursus_maritimus ENSUMAG00000019236
canis_lupus_dingo ENSCAFG00020016777
erinaceus_europaeus ENSEEUG00000013871
sorex_araneus ENSSARG00000002872
equus_asinus_asinus ENSEASG00005019738
equus_caballus ENSECAG00000013806
dipodomys_ordii ENSDORG00000001545
castor_canadensis ENSCCNG00000002204
piliocolobus_tephrosceles ENSPTEG00000038105
macaca_fascicularis ENSMFAG00000004221
tupaia_belangeri ENSTBEG00000001296
canis_lupus_familiaris ENSCAFG00000005622
panthera_tigris_altaica ENSPTIG00000008582
sus_scrofa ENSSSCG00000033891
loxodonta_africana ENSLAFG00000026464
dasypus_novemcinctus ENSDNOG00000008029
