monopterus_albus ENSMALG00000015162
labrus_bergylta ENSLBEG00000005122
seriola_dumerili ENSSDUG00000004894
seriola_lalandi_dorsalis ENSSLDG00000005346
scophthalmus_maximus ENSSMAG00000004021
cynoglossus_semilaevis ENSCSEG00000011706
mola_mola ENSMMOG00000004181
anabas_testudineus ENSATEG00000006577
mastacembelus_armatus ENSMAMG00000008157
amphiprion_percula ENSAPEG00000017711
amphiprion_ocellaris ENSAOCG00000012366
acanthochromis_polyacanthus ENSAPOG00000009042
stegastes_partitus ENSSPAG00000013902
maylandia_zebra ENSMZEG00005012416
pundamilia_nyererei ENSPNYG00000000299
astatotilapia_calliptera ENSACLG00000007727
haplochromis_burtoni ENSHBUG00000002422
neolamprologus_brichardi ENSNBRG00000011630
oreochromis_niloticus ENSONIG00000012972
amphilophus_citrinellus ENSACIG00000017527
gasterosteus_aculeatus ENSGACG00000018129
fundulus_heteroclitus ENSFHEG00000012968
cyprinodon_variegatus ENSCVAG00000019640
xiphophorus_maculatus ENSXMAG00000008985
xiphophorus_couchianus ENSXCOG00000004192
poecilia_reticulata ENSPREG00000004168
poecilia_formosa ENSPFOG00000008669
poecilia_mexicana ENSPMEG00000019885
poecilia_latipinna ENSPLAG00000009315
gambusia_affinis ENSGAFG00000008288
kryptolebias_marmoratus ENSKMAG00000005346
oryzias_latipes_asm223467v1 ENSORLG00000005391
oryzias_latipes_asm223469v1 ENSORLG00015001724
oryzias_latipes_asm223471v1 ENSORLG00020011972
oryzias_melastigma ENSOMEG00000006054
takifugu_rubripes ENSTRUG00000000804
tetraodon_nigroviridis ENSTNIG00000010515
hippocampus_comes ENSHCOG00000015232
periophthalmus_magnuspinnatus ENSPMGG00000013512
gadus_morhua ENSGMOG00000000911
esox_lucius ENSELUG00000000562
pygocentrus_nattereri ENSPNAG00000005153
astyanax_mexicanus ENSAMXG00000035769
ictalurus_punctatus ENSIPUG00000015369
danio_rerio ENSDARG00000025465
scleropages_formosus ENSSFOG00015015707
paramormyrops_kingsleyae ENSPKIG00000008917
lepisosteus_oculatus ENSLOCG00000009562
petromyzon_marinus ENSPMAG00000008046
