phascolarctos_cinereus ENSPCIG00000012525
notamacropus_eugenii ENSMEUG00000009415
monodelphis_domestica ENSMODG00000009212
sarcophilus_harrisii ENSSHAG00000016038
tursiops_truncatus ENSTTRG00000009077
tursiops_truncatus ENSTTRG00000001447
sus_scrofa ENSSSCG00000015631
bos_taurus ENSBTAG00000017086
bison_bison_bison ENSBBBG00000009265
bos_mutus ENSBMUG00000026739
ovis_aries ENSOARG00000013819
capra_hircus ENSCHIG00000022163
bos_mutus ENSBMUG00000011191
ursus_maritimus ENSUMAG00000009311
ursus_americanus ENSUAMG00000009670
ailuropoda_melanoleuca ENSAMEG00000007889
mustela_putorius_furo ENSMPUG00000018158
neovison_vison ENSNVIG00000018327
canis_lupus_dingo ENSCAFG00020024197
canis_lupus_familiaris ENSCAFG00000003422
vulpes_vulpes ENSVVUG00000010018
panthera_pardus ENSPPRG00000014426
panthera_tigris_altaica ENSPTIG00000013185
felis_catus ENSFCAG00000012260
sorex_araneus ENSSARG00000001891
erinaceus_europaeus ENSEEUG00000012242
equus_caballus ENSECAG00000024158
equus_asinus_asinus ENSEASG00005018043
rhinopithecus_bieti ENSRBIG00000041450
rhinopithecus_roxellana ENSRROG00000039828
colobus_angolensis_palliatus ENSCANG00000028937
cercocebus_atys ENSCATG00000026832
mandrillus_leucophaeus ENSMLEG00000041545
papio_anubis ENSPANG00000010329
macaca_mulatta ENSMMUG00000019992
macaca_nemestrina ENSMNEG00000039855
macaca_fascicularis ENSMFAG00000002619
chlorocebus_sabaeus ENSCSAG00000016026
pan_troglodytes ENSPTRG00000019191
pan_paniscus ENSPPAG00000019851
gorilla_gorilla ENSGGOG00000006482
pongo_abelii ENSPPYG00000017557
nomascus_leucogenys ENSNLEG00000008302
theropithecus_gelada ENSTGEG00000007682
piliocolobus_tephrosceles ENSPTEG00000008660
homo_sapiens ENSG00000106070
cebus_capucinus_imitator ENSCCAG00000026250
saimiri_boliviensis_boliviensis ENSSBOG00000030896
callithrix_jacchus ENSCJAG00000011054
aotus_nancymaae ENSANAG00000029919
aotus_nancymaae ENSANAG00000034367
carlito_syrichta ENSTSYG00000001006
propithecus_coquereli ENSPCOG00000020030
microcebus_murinus ENSMICG00000002358
prolemur_simus ENSPSMG00000001715
otolemur_garnettii ENSOGAG00000005877
tupaia_belangeri ENSTBEG00000005975
