gopherus_agassizii ENSGAGG00000003734
chelonoidis_abingdonii ENSCABG00000015821
chrysemys_picta_bellii ENSCPBG00000012155
pelodiscus_sinensis ENSPSIG00000016841
crocodylus_porosus ENSCPRG00005002972
calidris_pygmaea ENSCPGG00000017264
calidris_pugnax ENSCPUG00000000062
melopsittacus_undulatus ENSMUNG00000014848
taeniopygia_guttata ENSTGUG00000007218
lonchura_striata_domestica ENSLSDG00000015506
ficedula_albicollis ENSFALG00000007795
parus_major ENSPMJG00000001646
cyanistes_caeruleus ENSCCEG00000015169
lepidothrix_coronata ENSLCOG00000001623
manacus_vitellinus ENSMVIG00005002437
meleagris_gallopavo ENSMGAG00000004230
coturnix_japonica ENSCJPG00005012392
gallus_gallus ENSGALG00000003560
numida_meleagris ENSNMEG00000016769
anas_platyrhynchos_platyrhynchos ENSAPLG00000003879
anser_brachyrhynchus ENSABRG00000022187
apteryx_haastii ENSAHAG00000000818
apteryx_owenii ENSAOWG00000016878
apteryx_rowi ENSARWG00000013062
dromaius_novaehollandiae ENSDNVG00000011405
junco_hyemalis ENSJHYG00000014358
zonotrichia_albicollis ENSZALG00000009226
serinus_canaria ENSSCAG00000004914
sphenodon_punctatus ENSSPUG00000002205
nothoprocta_perdicaria ENSNPEG00000010651
pogona_vitticeps ENSPVIG00000002870
anolis_carolinensis ENSACAG00000016675
notechis_scutatus ENSNSUG00000009484
salvator_merianae ENSSMRG00000006212
phascolarctos_cinereus ENSPCIG00000003091
notamacropus_eugenii ENSMEUG00000011904
monodelphis_domestica ENSMODG00000013227
sarcophilus_harrisii ENSSHAG00000002816
ovis_aries ENSOARG00000018150
capra_hircus ENSCHIG00000023734
bos_mutus ENSBMUG00000010092
bos_taurus ENSBTAG00000003353
bison_bison_bison ENSBBBG00000009315
tursiops_truncatus ENSTTRG00000001185
sus_scrofa ENSSSCG00000002827
ailuropoda_melanoleuca ENSAMEG00000016488
ursus_maritimus ENSUMAG00000001816
mustela_putorius_furo ENSMPUG00000003413
neovison_vison ENSNVIG00000016880
canis_lupus_dingo ENSCAFG00020004230
canis_lupus_familiaris ENSCAFG00000009395
vulpes_vulpes ENSVVUG00000020241
panthera_pardus ENSPPRG00000016674
panthera_tigris_altaica ENSPTIG00000002505
felis_catus ENSFCAG00000014317
myotis_lucifugus ENSMLUG00000016704
myotis_lucifugus ENSMLUG00000026965
pteropus_vampyrus ENSPVAG00000007802
equus_asinus_asinus ENSEASG00005018433
equus_caballus ENSECAG00000011520
erinaceus_europaeus ENSEEUG00000014442
echinops_telfairi ENSETEG00000005544
castor_canadensis ENSCCNG00000004390
dipodomys_ordii ENSDORG00000009330
mus_spicilegus ENSMSIG00000021915
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000055368
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032495
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031376
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022975
rattus_norvegicus ENSRNOG00000016311
meriones_unguiculatus ENSMUGG00000017640
meriones_unguiculatus ENSMUGG00000012726
peromyscus_maniculatus_bairdii ENSPEMG00000021618
microtus_ochrogaster ENSMOCG00000016144
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015472
cricetulus_griseus_crigri_1.0 ENSCGRG00000008210
cricetulus_griseus_crigri-picr ENSCGRG00015027704
mesocricetus_auratus ENSMAUG00000004570
nannospalax_galili ENSNGAG00000016768
jaculus_jaculus ENSJJAG00000022105
chinchilla_lanigera ENSCLAG00000005787
octodon_degus ENSODEG00000004072
cavia_porcellus ENSCPOG00000002271
cavia_aperea ENSCAPG00000011037
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006203
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012640
fukomys_damarensis ENSFDAG00000005994
urocitellus_parryii ENSUPAG00010014487
ictidomys_tridecemlineatus ENSSTOG00000011549
marmota_marmota_marmota ENSMMMG00000011536
