capra_hircus ENSCHIG00000018213
ovis_aries ENSOARG00000011402
bos_mutus ENSBMUG00000008386
bos_taurus ENSBTAG00000003303
bison_bison_bison ENSBBBG00000022261
tursiops_truncatus ENSTTRG00000002617
sus_scrofa ENSSSCG00000034406
vicugna_pacos ENSVPAG00000002667
pteropus_vampyrus ENSPVAG00000016063
equus_caballus ENSECAG00000013418
ursus_americanus ENSUAMG00000010472
ailuropoda_melanoleuca ENSAMEG00000009104
neovison_vison ENSNVIG00000010363
mustela_putorius_furo ENSMPUG00000014086
vulpes_vulpes ENSVVUG00000011117
canis_lupus_dingo ENSCAFG00020021889
panthera_pardus ENSPPRG00000008418
panthera_tigris_altaica ENSPTIG00000014767
felis_catus ENSFCAG00000035293
canis_lupus_familiaris ENSCAFG00000004699
ursus_maritimus ENSUMAG00000008604
myotis_lucifugus ENSMLUG00000006752
equus_asinus_asinus ENSEASG00005000272
erinaceus_europaeus ENSEEUG00000013113
tupaia_belangeri ENSTBEG00000012496
dipodomys_ordii ENSDORG00000006439
otolemur_garnettii ENSOGAG00000003555
carlito_syrichta ENSTSYG00000013235
mus_spicilegus ENSMSIG00000028407
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018245
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018858
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017400
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018530
rattus_norvegicus ENSRNOG00000032780
meriones_unguiculatus ENSMUGG00000022536
peromyscus_maniculatus_bairdii ENSPEMG00000003138
microtus_ochrogaster ENSMOCG00000015630
cricetulus_griseus_crigri-picr ENSCGRG00015009805
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023339
cricetulus_griseus_crigri_1.0 ENSCGRG00000007240
mesocricetus_auratus ENSMAUG00000014528
nannospalax_galili ENSNGAG00000009226
jaculus_jaculus ENSJJAG00000000722
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004722
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007782
fukomys_damarensis ENSFDAG00000005635
chinchilla_lanigera ENSCLAG00000002475
octodon_degus ENSODEG00000010192
cavia_aperea ENSCAPG00000009003
cavia_porcellus ENSCPOG00000033171
urocitellus_parryii ENSUPAG00010023977
spermophilus_dauricus ENSSDAG00000005086
