notechis_scutatus ENSNSUG00000016611
anolis_carolinensis ENSACAG00000028294
salvator_merianae ENSSMRG00000022564
sphenodon_punctatus ENSSPUG00000006220
crocodylus_porosus ENSCPRG00005012280
taeniopygia_guttata ENSTGUG00000005878
erinaceus_europaeus ENSEEUG00000006756
sorex_araneus ENSSARG00000000789
pteropus_vampyrus ENSPVAG00000011425
canis_lupus_familiaris ENSCAFG00000018980
vicugna_pacos ENSVPAG00000009075
ailuropoda_melanoleuca ENSAMEG00000000332
ursus_maritimus ENSUMAG00000021056
canis_lupus_familiaris ENSCAFG00000023094
vulpes_vulpes ENSVVUG00000029754
neovison_vison ENSNVIG00000008358
panthera_pardus ENSPPRG00000013965
panthera_tigris_altaica ENSPTIG00000010555
felis_catus ENSFCAG00000003957
capra_hircus ENSCHIG00000020512
ovis_aries ENSOARG00000013899
bos_mutus ENSBMUG00000016379
bos_taurus ENSBTAG00000011803
bison_bison_bison ENSBBBG00000013604
tursiops_truncatus ENSTTRG00000000065
sus_scrofa ENSSSCG00000018007
myotis_lucifugus ENSMLUG00000016465
equus_asinus_asinus ENSEASG00005015262
equus_caballus ENSECAG00000025060
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022993
cricetulus_griseus_crigri-picr ENSCGRG00015013440
cricetulus_griseus_crigri_1.0 ENSCGRG00000006769
mesocricetus_auratus ENSMAUG00000003383
microtus_ochrogaster ENSMOCG00000018298
peromyscus_maniculatus_bairdii ENSPEMG00000018890
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020908
mus_spicilegus ENSMSIG00000006518
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017358
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016521
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017651
rattus_norvegicus ENSRNOG00000046276
nannospalax_galili ENSNGAG00000011905
dipodomys_ordii ENSDORG00000013544
chinchilla_lanigera ENSCLAG00000012142
octodon_degus ENSODEG00000000673
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010160
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013052
fukomys_damarensis ENSFDAG00000015593
cavia_aperea ENSCAPG00000016262
cavia_porcellus ENSCPOG00000032052
ictidomys_tridecemlineatus ENSSTOG00000008901
urocitellus_parryii ENSUPAG00010017537
spermophilus_dauricus ENSSDAG00000006805
marmota_marmota_marmota ENSMMMG00000021036
ochotona_princeps ENSOPRG00000004552
jaculus_jaculus ENSJJAG00000004023
meriones_unguiculatus ENSMUGG00000009636
oryctolagus_cuniculus ENSOCUG00000004509
tupaia_belangeri ENSTBEG00000011623
pan_troglodytes ENSPTRG00000008773
pan_paniscus ENSPPAG00000028829
homo_sapiens ENSG00000109063
gorilla_gorilla ENSGGOG00000000572
nomascus_leucogenys ENSNLEG00000010256
rhinopithecus_bieti ENSRBIG00000037889
rhinopithecus_roxellana ENSRROG00000033868
piliocolobus_tephrosceles ENSPTEG00000000197
colobus_angolensis_palliatus ENSCANG00000037925
papio_anubis ENSPANG00000023762
theropithecus_gelada ENSTGEG00000027530
mandrillus_leucophaeus ENSMLEG00000034824
cercocebus_atys ENSCATG00000040006
macaca_mulatta ENSMMUG00000020084
macaca_fascicularis ENSMFAG00000006107
macaca_nemestrina ENSMNEG00000032720
chlorocebus_sabaeus ENSCSAG00000009356
cebus_capucinus_imitator ENSCCAG00000035030
saimiri_boliviensis_boliviensis ENSSBOG00000027139
callithrix_jacchus ENSCJAG00000012798
aotus_nancymaae ENSANAG00000028944
carlito_syrichta ENSTSYG00000006354
prolemur_simus ENSPSMG00000016772
propithecus_coquereli ENSPCOG00000013238
microcebus_murinus ENSMICG00000011079
otolemur_garnettii ENSOGAG00000003218
canis_lupus_dingo ENSCAFG00020001535
castor_canadensis ENSCCNG00000012947
dasypus_novemcinctus ENSDNOG00000017994
choloepus_hoffmanni ENSCHOG00000009883
loxodonta_africana ENSLAFG00000010957
procavia_capensis ENSPCAG00000000764
echinops_telfairi ENSETEG00000015768
notamacropus_eugenii ENSMEUG00000004206
phascolarctos_cinereus ENSPCIG00000016998
sarcophilus_harrisii ENSSHAG00000010854
ornithorhynchus_anatinus ENSOANG00000000986
