xiphophorus_couchianus ENSXCOG00000002779
xiphophorus_maculatus ENSXMAG00000018033
poecilia_latipinna ENSPLAG00000006098
poecilia_mexicana ENSPMEG00000008118
poecilia_formosa ENSPFOG00000010636
gambusia_affinis ENSGAFG00000017542
fundulus_heteroclitus ENSFHEG00000018500
cyprinodon_variegatus ENSCVAG00000004255
kryptolebias_marmoratus ENSKMAG00000014745
monopterus_albus ENSMALG00000010283
mola_mola ENSMMOG00000016354
mola_mola ENSMMOG00000016356
gasterosteus_aculeatus ENSGACG00000017384
astatotilapia_calliptera ENSACLG00000008735
maylandia_zebra ENSMZEG00005015705
pundamilia_nyererei ENSPNYG00000004022
haplochromis_burtoni ENSHBUG00000003163
neolamprologus_brichardi ENSNBRG00000010499
oreochromis_niloticus ENSONIG00000006959
amphilophus_citrinellus ENSACIG00000013909
hippocampus_comes ENSHCOG00000007117
cynoglossus_semilaevis ENSCSEG00000009401
takifugu_rubripes ENSTRUG00000014669
tetraodon_nigroviridis ENSTNIG00000018784
amphiprion_ocellaris ENSAOCG00000021387
amphiprion_percula ENSAPEG00000000178
acanthochromis_polyacanthus ENSAPOG00000009074
stegastes_partitus ENSSPAG00000001229
labrus_bergylta ENSLBEG00000025754
seriola_dumerili ENSSDUG00000018492
seriola_lalandi_dorsalis ENSSLDG00000003442
scophthalmus_maximus ENSSMAG00000006194
anabas_testudineus ENSATEG00000017226
oryzias_latipes_asm223469v1 ENSORLG00015010554
oryzias_latipes_asm223467v1 ENSORLG00000018322
oryzias_latipes_asm223471v1 ENSORLG00020007419
oryzias_melastigma ENSOMEG00000017795
periophthalmus_magnuspinnatus ENSPMGG00000003479
gadus_morhua ENSGMOG00000003400
esox_lucius ENSELUG00000022998
astyanax_mexicanus ENSAMXG00000039139
pygocentrus_nattereri ENSPNAG00000013473
ictalurus_punctatus ENSIPUG00000023717
danio_rerio ENSDARG00000015385
scleropages_formosus ENSSFOG00015019420
paramormyrops_kingsleyae ENSPKIG00000012394
lepisosteus_oculatus ENSLOCG00000006031
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024857
mus_spicilegus ENSMSIG00000027630
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000005510
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023947
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025383
rattus_norvegicus ENSRNOG00000009155
meriones_unguiculatus ENSMUGG00000014344
cricetulus_griseus_crigri_1.0 ENSCGRG00000015660
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024136
cricetulus_griseus_crigri-picr ENSCGRG00015022155
mesocricetus_auratus ENSMAUG00000010036
microtus_ochrogaster ENSMOCG00000009375
peromyscus_maniculatus_bairdii ENSPEMG00000007248
nannospalax_galili ENSNGAG00000012046
jaculus_jaculus ENSJJAG00000023557
castor_canadensis ENSCCNG00000020982
spermophilus_dauricus ENSSDAG00000007660
urocitellus_parryii ENSUPAG00010014067
ictidomys_tridecemlineatus ENSSTOG00000000622
marmota_marmota_marmota ENSMMMG00000015667
dipodomys_ordii ENSDORG00000015594
oryctolagus_cuniculus ENSOCUG00000006359
ochotona_princeps ENSOPRG00000003296
pan_troglodytes ENSPTRG00000003571
pan_paniscus ENSPPAG00000031162
homo_sapiens ENSG00000213619
gorilla_gorilla ENSGGOG00000014393
pongo_abelii ENSPPYG00000003299
nomascus_leucogenys ENSNLEG00000028559
rhinopithecus_bieti ENSRBIG00000037728
rhinopithecus_roxellana ENSRROG00000031411
piliocolobus_tephrosceles ENSPTEG00000035436
colobus_angolensis_palliatus ENSCANG00000043740
macaca_nemestrina ENSMNEG00000030290
macaca_fascicularis ENSMFAG00000031067
macaca_mulatta ENSMMUG00000045281
chlorocebus_sabaeus ENSCSAG00000005802
theropithecus_gelada ENSTGEG00000024446
papio_anubis ENSPANG00000001634
cercocebus_atys ENSCATG00000029573
mandrillus_leucophaeus ENSMLEG00000042396
cebus_capucinus_imitator ENSCCAG00000031365
callithrix_jacchus ENSCJAG00000020194
aotus_nancymaae ENSANAG00000030907
piliocolobus_tephrosceles ENSPTEG00000012116
saimiri_boliviensis_boliviensis ENSSBOG00000001386
carlito_syrichta ENSTSYG00000002403
microcebus_murinus ENSMICG00000045989
propithecus_coquereli ENSPCOG00000012926
prolemur_simus ENSPSMG00000019959
otolemur_garnettii ENSOGAG00000011606
myotis_lucifugus ENSMLUG00000016649
pteropus_vampyrus ENSPVAG00000007344
equus_caballus ENSECAG00000013454
equus_asinus_asinus ENSEASG00005010834
equus_asinus_asinus ENSEASG00005022969
equus_caballus ENSECAG00000018747
ursus_americanus ENSUAMG00000000180
ursus_maritimus ENSUMAG00000009205
ailuropoda_melanoleuca ENSAMEG00000007649
mustela_putorius_furo ENSMPUG00000003880
neovison_vison ENSNVIG00000010127
canis_lupus_familiaris ENSCAFG00000008411
canis_lupus_dingo ENSCAFG00020025563
vulpes_vulpes ENSVVUG00000023433
vulpes_vulpes ENSVVUG00000014246
panthera_tigris_altaica ENSPTIG00000006928
panthera_pardus ENSPPRG00000023580
felis_catus ENSFCAG00000040734
canis_lupus_dingo ENSCAFG00020024068
capra_hircus ENSCHIG00000017760
ovis_aries ENSOARG00000007122
bos_taurus ENSBTAG00000018483
bos_mutus ENSBMUG00000024660
bison_bison_bison ENSBBBG00000012284
tursiops_truncatus ENSTTRG00000014164
sus_scrofa ENSSSCG00000032081
vicugna_pacos ENSVPAG00000005257
choloepus_hoffmanni ENSCHOG00000001654
tupaia_belangeri ENSTBEG00000006433
dasypus_novemcinctus ENSDNOG00000009548
loxodonta_africana ENSLAFG00000017939
procavia_capensis ENSPCAG00000009367
echinops_telfairi ENSETEG00000014273
erinaceus_europaeus ENSEEUG00000007356
sorex_araneus ENSSARG00000007267
cavia_porcellus ENSCPOG00000006141
cavia_aperea ENSCAPG00000006317
chinchilla_lanigera ENSCLAG00000014873
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018368
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013586
fukomys_damarensis ENSFDAG00000008983
octodon_degus ENSODEG00000015948
phascolarctos_cinereus ENSPCIG00000016526
notamacropus_eugenii ENSMEUG00000012678
sarcophilus_harrisii ENSSHAG00000017586
monodelphis_domestica ENSMODG00000019916
ornithorhynchus_anatinus ENSOANG00000007900
anolis_carolinensis ENSACAG00000001966
notechis_scutatus ENSNSUG00000017710
sphenodon_punctatus ENSSPUG00000004338
parus_major ENSPMJG00000000879
cyanistes_caeruleus ENSCCEG00000002394
junco_hyemalis ENSJHYG00000010632
taeniopygia_guttata ENSTGUG00000010343
lonchura_striata_domestica ENSLSDG00000014689
serinus_canaria ENSSCAG00000003420
ficedula_albicollis ENSFALG00000006411
taeniopygia_guttata ENSTGUG00000010357
zonotrichia_albicollis ENSZALG00000013563
lepidothrix_coronata ENSLCOG00000012906
manacus_vitellinus ENSMVIG00005008558
calidris_pugnax ENSCPUG00000012610
calidris_pygmaea ENSCPGG00000015693
melopsittacus_undulatus ENSMUNG00000015009
gallus_gallus ENSGALG00000008084
coturnix_japonica ENSCJPG00005010838
meleagris_gallopavo ENSMGAG00000010620
numida_meleagris ENSNMEG00000009716
anser_brachyrhynchus ENSABRG00000017605
anas_platyrhynchos_platyrhynchos ENSAPLG00000008862
apteryx_owenii ENSAOWG00000017114
apteryx_rowi ENSARWG00000003442
dromaius_novaehollandiae ENSDNVG00000003952
apteryx_haastii ENSAHAG00000017838
nothoprocta_perdicaria ENSNPEG00000009450
chelonoidis_abingdonii ENSCABG00000004034
gopherus_agassizii ENSGAGG00000011552
chrysemys_picta_bellii ENSCPBG00000016959
pelodiscus_sinensis ENSPSIG00000003860
crocodylus_porosus ENSCPRG00005017439
pogona_vitticeps ENSPVIG00000022138
salvator_merianae ENSSMRG00000006342
xenopus_tropicalis ENSXETG00000019932
latimeria_chalumnae ENSLACG00000018998
eptatretus_burgeri ENSEBUG00000002805
ciona_intestinalis ENSCING00000005926
ciona_savignyi ENSCSAVG00000005526
drosophila_melanogaster FBgn0266582
caenorhabditis_elegans_strain_n2 WBGene00020417
