ursus_americanus ENSUAMG00000026367
ursus_maritimus ENSUMAG00000000902
ailuropoda_melanoleuca ENSAMEG00000019599
canis_lupus_familiaris ENSCAFG00000009338
canis_lupus_dingo ENSCAFG00020013648
vulpes_vulpes ENSVVUG00000019198
mustela_putorius_furo ENSMPUG00000019027
neovison_vison ENSNVIG00000011897
panthera_tigris_altaica ENSPTIG00000017302
panthera_pardus ENSPPRG00000023086
felis_catus ENSFCAG00000011143
equus_caballus ENSECAG00000011252
ovis_aries ENSOARG00000005486
capra_hircus ENSCHIG00000020800
bos_taurus ENSBTAG00000011233
bison_bison_bison ENSBBBG00000015716
bos_mutus ENSBMUG00000014989
erinaceus_europaeus ENSEEUG00000005522
marmota_marmota_marmota ENSMMMG00000013745
urocitellus_parryii ENSUPAG00010001233
spermophilus_dauricus ENSSDAG00000004737
cavia_porcellus ENSCPOG00000008201
cavia_aperea ENSCAPG00000000639
cricetulus_griseus_crigri-picr ENSCGRG00015022811
cricetulus_griseus_crigri_1.0 ENSCGRG00000018672
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016445
microtus_ochrogaster ENSMOCG00000008147
peromyscus_maniculatus_bairdii ENSPEMG00000024644
peromyscus_maniculatus_bairdii ENSPEMG00000025625
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000070708
mus_spicilegus ENSMSIG00000028544
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025533
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024611
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026055
meriones_unguiculatus ENSMUGG00000021022
castor_canadensis ENSCCNG00000007037
ochotona_princeps ENSOPRG00000002095
mandrillus_leucophaeus ENSMLEG00000028489
cercocebus_atys ENSCATG00000030101
papio_anubis ENSPANG00000003347
chlorocebus_sabaeus ENSCSAG00000018751
macaca_mulatta ENSMMUG00000031325
macaca_fascicularis ENSMFAG00000000223
macaca_nemestrina ENSMNEG00000040264
rhinopithecus_bieti ENSRBIG00000032329
rhinopithecus_roxellana ENSRROG00000036399
colobus_angolensis_palliatus ENSCANG00000041242
pongo_abelii ENSPPYG00000011024
homo_sapiens ENSG00000124196
nomascus_leucogenys ENSNLEG00000029652
saimiri_boliviensis_boliviensis ENSSBOG00000033121
cebus_capucinus_imitator ENSCCAG00000023964
aotus_nancymaae ENSANAG00000037122
carlito_syrichta ENSTSYG00000033591
microcebus_murinus ENSMICG00000031457
propithecus_coquereli ENSPCOG00000013630
prolemur_simus ENSPSMG00000000146
otolemur_garnettii ENSOGAG00000007706
choloepus_hoffmanni ENSCHOG00000001631
dasypus_novemcinctus ENSDNOG00000003520
loxodonta_africana ENSLAFG00000008405
