equus_asinus_asinus ENSEASG00005006263
equus_caballus ENSECAG00000021433
myotis_lucifugus ENSMLUG00000030218
bos_taurus ENSBTAG00000007739
bos_mutus ENSBMUG00000015467
capra_hircus ENSCHIG00000025942
ovis_aries ENSOARG00000011483
sus_scrofa ENSSSCG00000040666
ursus_americanus ENSUAMG00000027695
ailuropoda_melanoleuca ENSAMEG00000011371
neovison_vison ENSNVIG00000018234
mustela_putorius_furo ENSMPUG00000015526
canis_lupus_dingo ENSCAFG00020012279
canis_lupus_familiaris ENSCAFG00000014713
vulpes_vulpes ENSVVUG00000007980
felis_catus ENSFCAG00000024240
panthera_pardus ENSPPRG00000004571
bison_bison_bison ENSBBBG00000015406
ursus_maritimus ENSUMAG00000008945
propithecus_coquereli ENSPCOG00000014515
prolemur_simus ENSPSMG00000000580
microcebus_murinus ENSMICG00000038301
otolemur_garnettii ENSOGAG00000033304
colobus_angolensis_palliatus ENSCANG00000036953
piliocolobus_tephrosceles ENSPTEG00000029649
rhinopithecus_roxellana ENSRROG00000030965
rhinopithecus_bieti ENSRBIG00000039070
papio_anubis ENSPANG00000032734
theropithecus_gelada ENSTGEG00000014572
mandrillus_leucophaeus ENSMLEG00000041099
cercocebus_atys ENSCATG00000032246
macaca_fascicularis ENSMFAG00000044115
macaca_nemestrina ENSMNEG00000045352
macaca_mulatta ENSMMUG00000000159
chlorocebus_sabaeus ENSCSAG00000005329
gorilla_gorilla ENSGGOG00000026716
homo_sapiens ENSG00000006015
pan_paniscus ENSPPAG00000043331
pan_troglodytes ENSPTRG00000010715
pongo_abelii ENSPPYG00000009747
nomascus_leucogenys ENSNLEG00000027561
saimiri_boliviensis_boliviensis ENSSBOG00000030684
cebus_capucinus_imitator ENSCCAG00000025734
callithrix_jacchus ENSCJAG00000007459
aotus_nancymaae ENSANAG00000031851
ictidomys_tridecemlineatus ENSSTOG00000004692
urocitellus_parryii ENSUPAG00010018419
marmota_marmota_marmota ENSMMMG00000001721
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018788
octodon_degus ENSODEG00000013625
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031148
mus_spicilegus ENSMSIG00000032062
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000058833
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032266
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021613
rattus_norvegicus ENSRNOG00000019990
meriones_unguiculatus ENSMUGG00000013606
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023832
cricetulus_griseus_crigri_1.0 ENSCGRG00000010040
cricetulus_griseus_crigri-picr ENSCGRG00015000477
mesocricetus_auratus ENSMAUG00000015830
peromyscus_maniculatus_bairdii ENSPEMG00000017857
microtus_ochrogaster ENSMOCG00000014306
nannospalax_galili ENSNGAG00000013627
jaculus_jaculus ENSJJAG00000013226
panthera_tigris_altaica ENSPTIG00000008919
pteropus_vampyrus ENSPVAG00000009928
tursiops_truncatus ENSTTRG00000010481
vicugna_pacos ENSVPAG00000005446
chinchilla_lanigera ENSCLAG00000007191
ochotona_princeps ENSOPRG00000004796
loxodonta_africana ENSLAFG00000008356
echinops_telfairi ENSETEG00000004551
sorex_araneus ENSSARG00000012762
