oryzias_latipes_asm223469v1 ENSORLG00015014371
oryzias_latipes_asm223467v1 ENSORLG00000001849
oryzias_latipes_asm223471v1 ENSORLG00020021148
oryzias_melastigma ENSOMEG00000004935
cynoglossus_semilaevis ENSCSEG00000003143
seriola_lalandi_dorsalis ENSSLDG00000001462
seriola_dumerili ENSSDUG00000023463
scophthalmus_maximus ENSSMAG00000005512
monopterus_albus ENSMALG00000015106
pundamilia_nyererei ENSPNYG00000008785
haplochromis_burtoni ENSHBUG00000006994
astatotilapia_calliptera ENSACLG00000025106
maylandia_zebra ENSMZEG00005010818
neolamprologus_brichardi ENSNBRG00000017893
oreochromis_niloticus ENSONIG00000012852
amphilophus_citrinellus ENSACIG00000012432
takifugu_rubripes ENSTRUG00000016059
tetraodon_nigroviridis ENSTNIG00000008455
mola_mola ENSMMOG00000001332
gasterosteus_aculeatus ENSGACG00000007434
poecilia_formosa ENSPFOG00000023237
poecilia_mexicana ENSPMEG00000012392
poecilia_formosa ENSPFOG00000024638
poecilia_mexicana ENSPMEG00000005783
poecilia_latipinna ENSPLAG00000002305
poecilia_reticulata ENSPREG00000012709
xiphophorus_maculatus ENSXMAG00000011226
gambusia_affinis ENSGAFG00000004979
fundulus_heteroclitus ENSFHEG00000017639
cyprinodon_variegatus ENSCVAG00000010569
anabas_testudineus ENSATEG00000021039
mastacembelus_armatus ENSMAMG00000023107
amphiprion_percula ENSAPEG00000008871
amphiprion_ocellaris ENSAOCG00000007294
acanthochromis_polyacanthus ENSAPOG00000016939
stegastes_partitus ENSSPAG00000001141
labrus_bergylta ENSLBEG00000020583
kryptolebias_marmoratus ENSKMAG00000008188
periophthalmus_magnuspinnatus ENSPMGG00000023847
hippocampus_comes ENSHCOG00000007285
gadus_morhua ENSGMOG00000009259
esox_lucius ENSELUG00000023443
pygocentrus_nattereri ENSPNAG00000026960
astyanax_mexicanus ENSAMXG00000008723
ictalurus_punctatus ENSIPUG00000014523
danio_rerio ENSDARG00000077495
scleropages_formosus ENSSFOG00015022236
paramormyrops_kingsleyae ENSPKIG00000012474
lepisosteus_oculatus ENSLOCG00000015058
pogona_vitticeps ENSPVIG00000007238
notechis_scutatus ENSNSUG00000014743
salvator_merianae ENSSMRG00000007425
sphenodon_punctatus ENSSPUG00000014349
apteryx_owenii ENSAOWG00000001326
apteryx_rowi ENSARWG00000014481
apteryx_haastii ENSAHAG00000014981
dromaius_novaehollandiae ENSDNVG00000002105
nothoprocta_perdicaria ENSNPEG00000007029
taeniopygia_guttata ENSTGUG00000003738
lonchura_striata_domestica ENSLSDG00000010249
zonotrichia_albicollis ENSZALG00000016416
junco_hyemalis ENSJHYG00000015387
serinus_canaria ENSSCAG00000012837
parus_major ENSPMJG00000008141
cyanistes_caeruleus ENSCCEG00000023633
ficedula_albicollis ENSFALG00000010781
manacus_vitellinus ENSMVIG00005013887
lepidothrix_coronata ENSLCOG00000015604
melopsittacus_undulatus ENSMUNG00000012602
calidris_pygmaea ENSCPGG00000010031
calidris_pugnax ENSCPUG00000014787
anser_brachyrhynchus ENSABRG00000000610
anas_platyrhynchos_platyrhynchos ENSAPLG00000027258
meleagris_gallopavo ENSMGAG00000003007
coturnix_japonica ENSCJPG00005007993
gallus_gallus ENSGALG00000001664
numida_meleagris ENSNMEG00000011640
crocodylus_porosus ENSCPRG00005007924
