mus_spicilegus ENSMSIG00000031663
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027667
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025851
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024917
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026362
rattus_norvegicus ENSRNOG00000043053
meriones_unguiculatus ENSMUGG00000022874
peromyscus_maniculatus_bairdii ENSPEMG00000011611
microtus_ochrogaster ENSMOCG00000020301
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021748
cricetulus_griseus_crigri-picr ENSCGRG00015027140
cricetulus_griseus_crigri_1.0 ENSCGRG00000017979
cricetulus_griseus_crigri_1.0 ENSCGRG00000008276
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006092
cricetulus_griseus_crigri-picr ENSCGRG00015000922
nannospalax_galili ENSNGAG00000017433
jaculus_jaculus ENSJJAG00000024013
jaculus_jaculus ENSJJAG00000017205
loxodonta_africana ENSLAFG00000001733
procavia_capensis ENSPCAG00000001776
pteropus_vampyrus ENSPVAG00000010799
myotis_lucifugus ENSMLUG00000007597
equus_caballus ENSECAG00000015691
equus_asinus_asinus ENSEASG00005016879
erinaceus_europaeus ENSEEUG00000015519
ovis_aries ENSOARG00000020704
ovis_aries ENSOARG00000000172
capra_hircus ENSCHIG00000025519
bison_bison_bison ENSBBBG00000016766
bos_mutus ENSBMUG00000016692
bos_taurus ENSBTAG00000037393
tursiops_truncatus ENSTTRG00000001571
sus_scrofa ENSSSCG00000038443
vicugna_pacos ENSVPAG00000006614
mustela_putorius_furo ENSMPUG00000017209
neovison_vison ENSNVIG00000018071
ursus_americanus ENSUAMG00000007616
canis_lupus_dingo ENSCAFG00020023113
vulpes_vulpes ENSVVUG00000004762
panthera_pardus ENSPPRG00000002569
panthera_tigris_altaica ENSPTIG00000009164
felis_catus ENSFCAG00000012004
choloepus_hoffmanni ENSCHOG00000004217
dasypus_novemcinctus ENSDNOG00000046090
oryctolagus_cuniculus ENSOCUG00000001486
ursus_maritimus ENSUMAG00000007588
ailuropoda_melanoleuca ENSAMEG00000010809
canis_lupus_familiaris ENSCAFG00000011279
macaca_mulatta ENSMMUG00000023078
macaca_fascicularis ENSMFAG00000002403
macaca_nemestrina ENSMNEG00000044183
theropithecus_gelada ENSTGEG00000026074
papio_anubis ENSPANG00000024157
mandrillus_leucophaeus ENSMLEG00000034855
cercocebus_atys ENSCATG00000036560
chlorocebus_sabaeus ENSCSAG00000012977
rhinopithecus_roxellana ENSRROG00000029735
rhinopithecus_bieti ENSRBIG00000041214
colobus_angolensis_palliatus ENSCANG00000033715
piliocolobus_tephrosceles ENSPTEG00000030312
rhinopithecus_roxellana ENSRROG00000036592
rhinopithecus_bieti ENSRBIG00000036886
colobus_angolensis_palliatus ENSCANG00000038436
cercocebus_atys ENSCATG00000033331
mandrillus_leucophaeus ENSMLEG00000019711
macaca_fascicularis ENSMFAG00000036130
macaca_nemestrina ENSMNEG00000042001
macaca_mulatta ENSMMUG00000015669
pan_paniscus ENSPPAG00000031214
pan_troglodytes ENSPTRG00000015644
homo_sapiens ENSG00000121864
gorilla_gorilla ENSGGOG00000025664
pongo_abelii ENSPPYG00000014317
nomascus_leucogenys ENSNLEG00000005744
cebus_capucinus_imitator ENSCCAG00000025690
saimiri_boliviensis_boliviensis ENSSBOG00000025502
callithrix_jacchus ENSCJAG00000013246
aotus_nancymaae ENSANAG00000023473
carlito_syrichta ENSTSYG00000036806
carlito_syrichta ENSTSYG00000036199
microcebus_murinus ENSMICG00000028916
microcebus_murinus ENSMICG00000031918
microcebus_murinus ENSMICG00000048810
prolemur_simus ENSPSMG00000005807
propithecus_coquereli ENSPCOG00000025183
tupaia_belangeri ENSTBEG00000002689
otolemur_garnettii ENSOGAG00000034726
otolemur_garnettii ENSOGAG00000025276
tupaia_belangeri ENSTBEG00000012023
dipodomys_ordii ENSDORG00000004733
castor_canadensis ENSCCNG00000029606
spermophilus_dauricus ENSSDAG00000007899
marmota_marmota_marmota ENSMMMG00000012470
marmota_marmota_marmota ENSMMMG00000004333
spermophilus_dauricus ENSSDAG00000013149
urocitellus_parryii ENSUPAG00010022715
ictidomys_tridecemlineatus ENSSTOG00000001442
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012290
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010881
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020037
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019602
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015764
fukomys_damarensis ENSFDAG00000016546
fukomys_damarensis ENSFDAG00000014706
fukomys_damarensis ENSFDAG00000004951
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005871
chinchilla_lanigera ENSCLAG00000011168
octodon_degus ENSODEG00000000638
cavia_aperea ENSCAPG00000010079
cavia_porcellus ENSCPOG00000039664
echinops_telfairi ENSETEG00000001598
sorex_araneus ENSSARG00000013078
phascolarctos_cinereus ENSPCIG00000010395
sarcophilus_harrisii ENSSHAG00000016769
monodelphis_domestica ENSMODG00000021306
ornithorhynchus_anatinus ENSOANG00000012679
pogona_vitticeps ENSPVIG00000009543
anolis_carolinensis ENSACAG00000004865
notechis_scutatus ENSNSUG00000004427
salvator_merianae ENSSMRG00000023620
sphenodon_punctatus ENSSPUG00000014710
meleagris_gallopavo ENSMGAG00000009823
coturnix_japonica ENSCJPG00005014253
gallus_gallus ENSGALG00000005944
numida_meleagris ENSNMEG00000019018
anser_brachyrhynchus ENSABRG00000022534
anas_platyrhynchos_platyrhynchos ENSAPLG00000012914
lonchura_striata_domestica ENSLSDG00000005872
taeniopygia_guttata ENSTGUG00000010731
serinus_canaria ENSSCAG00000012318
cyanistes_caeruleus ENSCCEG00000007466
parus_major ENSPMJG00000002695
junco_hyemalis ENSJHYG00000007341
zonotrichia_albicollis ENSZALG00000005813
ficedula_albicollis ENSFALG00000008391
manacus_vitellinus ENSMVIG00005014015
lepidothrix_coronata ENSLCOG00000014323
calidris_pygmaea ENSCPGG00000013309
calidris_pugnax ENSCPUG00000011208
melopsittacus_undulatus ENSMUNG00000008009
apteryx_owenii ENSAOWG00000016359
apteryx_haastii ENSAHAG00000012668
apteryx_rowi ENSARWG00000017187
dromaius_novaehollandiae ENSDNVG00000018761
nothoprocta_perdicaria ENSNPEG00000002784
crocodylus_porosus ENSCPRG00005009780
chelonoidis_abingdonii ENSCABG00000017240
gopherus_agassizii ENSGAGG00000009308
chrysemys_picta_bellii ENSCPBG00000026927
pelodiscus_sinensis ENSPSIG00000014336
xenopus_tropicalis ENSXETG00000007256
