notechis_scutatus ENSNSUG00000008767
pogona_vitticeps ENSPVIG00000020193
salvator_merianae ENSSMRG00000017270
sphenodon_punctatus ENSSPUG00000012270
gopherus_agassizii ENSGAGG00000012137
chelonoidis_abingdonii ENSCABG00000017830
chrysemys_picta_bellii ENSCPBG00000002187
apteryx_haastii ENSAHAG00000018698
apteryx_rowi ENSARWG00000011701
dromaius_novaehollandiae ENSDNVG00000008448
junco_hyemalis ENSJHYG00000004525
lepidothrix_coronata ENSLCOG00000002564
anser_brachyrhynchus ENSABRG00000007342
numida_meleagris ENSNMEG00000002679
pelodiscus_sinensis ENSPSIG00000018078
anolis_carolinensis ENSACAG00000010966
anolis_carolinensis ENSACAG00000010958
pogona_vitticeps ENSPVIG00000020192
taeniopygia_guttata ENSTGUG00000015022
lonchura_striata_domestica ENSLSDG00000015661
parus_major ENSPMJG00000017754
ficedula_albicollis ENSFALG00000002839
cyanistes_caeruleus ENSCCEG00000005298
lepidothrix_coronata ENSLCOG00000002561
serinus_canaria ENSSCAG00000005026
calidris_pygmaea ENSCPGG00000019008
anas_platyrhynchos_platyrhynchos ENSAPLG00000026511
apteryx_owenii ENSAOWG00000008645
nothoprocta_perdicaria ENSNPEG00000010315
bos_mutus ENSBMUG00000013918
bos_taurus ENSBTAG00000014401
bison_bison_bison ENSBBBG00000014322
ovis_aries ENSOARG00000010280
capra_hircus ENSCHIG00000003972
tursiops_truncatus ENSTTRG00000012749
sus_scrofa ENSSSCG00000009626
pteropus_vampyrus ENSPVAG00000006182
myotis_lucifugus ENSMLUG00000007889
ursus_maritimus ENSUMAG00000004804
ursus_americanus ENSUAMG00000024870
ailuropoda_melanoleuca ENSAMEG00000003101
mustela_putorius_furo ENSMPUG00000003610
neovison_vison ENSNVIG00000023464
canis_lupus_dingo ENSCAFG00020012942
canis_lupus_familiaris ENSCAFG00000009371
vulpes_vulpes ENSVVUG00000005170
panthera_pardus ENSPPRG00000006181
panthera_tigris_altaica ENSPTIG00000007552
felis_catus ENSFCAG00000005663
equus_caballus ENSECAG00000017281
equus_asinus_asinus ENSEASG00005018804
erinaceus_europaeus ENSEEUG00000006931
castor_canadensis ENSCCNG00000027155
dipodomys_ordii ENSDORG00000002089
urocitellus_parryii ENSUPAG00010017635
ictidomys_tridecemlineatus ENSSTOG00000011660
marmota_marmota_marmota ENSMMMG00000014188
spermophilus_dauricus ENSSDAG00000005695
cricetulus_griseus_crigri-picr ENSCGRG00015007147
cricetulus_griseus_crigri_1.0 ENSCGRG00000004767
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019180
mesocricetus_auratus ENSMAUG00000021963
microtus_ochrogaster ENSMOCG00000008784
peromyscus_maniculatus_bairdii ENSPEMG00000019062
mus_spicilegus ENSMSIG00000030456
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020369
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022091
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019477
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030494
rattus_norvegicus ENSRNOG00000008829
meriones_unguiculatus ENSMUGG00000010513
nannospalax_galili ENSNGAG00000015206
jaculus_jaculus ENSJJAG00000020896
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019064
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014875
fukomys_damarensis ENSFDAG00000002003
chinchilla_lanigera ENSCLAG00000014309
octodon_degus ENSODEG00000007179
cavia_porcellus ENSCPOG00000001115
cavia_aperea ENSCAPG00000017476
ochotona_princeps ENSOPRG00000013214
oryctolagus_cuniculus ENSOCUG00000027519
pan_troglodytes ENSPTRG00000020061
pan_paniscus ENSPPAG00000031630
homo_sapiens ENSG00000120896
gorilla_gorilla ENSGGOG00000002413
pongo_abelii ENSPPYG00000018423
nomascus_leucogenys ENSNLEG00000015594
macaca_mulatta ENSMMUG00000014445
macaca_fascicularis ENSMFAG00000030516
macaca_nemestrina ENSMNEG00000038728
papio_anubis ENSPANG00000018889
theropithecus_gelada ENSTGEG00000000386
cercocebus_atys ENSCATG00000037430
mandrillus_leucophaeus ENSMLEG00000038658
chlorocebus_sabaeus ENSCSAG00000016403
piliocolobus_tephrosceles ENSPTEG00000026763
colobus_angolensis_palliatus ENSCANG00000042194
rhinopithecus_bieti ENSRBIG00000028517
rhinopithecus_roxellana ENSRROG00000038814
cebus_capucinus_imitator ENSCCAG00000027374
callithrix_jacchus ENSCJAG00000020235
saimiri_boliviensis_boliviensis ENSSBOG00000021723
aotus_nancymaae ENSANAG00000026249
carlito_syrichta ENSTSYG00000003661
propithecus_coquereli ENSPCOG00000023510
prolemur_simus ENSPSMG00000006317
microcebus_murinus ENSMICG00000003915
otolemur_garnettii ENSOGAG00000010567
tupaia_belangeri ENSTBEG00000017732
loxodonta_africana ENSLAFG00000018449
procavia_capensis ENSPCAG00000007079
echinops_telfairi ENSETEG00000001428
notamacropus_eugenii ENSMEUG00000003573
phascolarctos_cinereus ENSPCIG00000005845
sarcophilus_harrisii ENSSHAG00000018540
monodelphis_domestica ENSMODG00000009368
ornithorhynchus_anatinus ENSOANG00000010782
xenopus_tropicalis ENSXETG00000031176
latimeria_chalumnae ENSLACG00000008121
xiphophorus_maculatus ENSXMAG00000001865
xiphophorus_couchianus ENSXCOG00000015901
poecilia_formosa ENSPFOG00000012453
poecilia_reticulata ENSPREG00000007410
poecilia_latipinna ENSPLAG00000008308
poecilia_mexicana ENSPMEG00000008209
fundulus_heteroclitus ENSFHEG00000020074
cyprinodon_variegatus ENSCVAG00000020583
oryzias_latipes_asm223467v1 ENSORLG00000011445
oryzias_latipes_asm223471v1 ENSORLG00020005809
oryzias_latipes_asm223469v1 ENSORLG00015000574
oryzias_melastigma ENSOMEG00000009941
mola_mola ENSMMOG00000002299
periophthalmus_magnuspinnatus ENSPMGG00000011850
scophthalmus_maximus ENSSMAG00000006458
cynoglossus_semilaevis ENSCSEG00000012353
pundamilia_nyererei ENSPNYG00000016117
haplochromis_burtoni ENSHBUG00000012434
astatotilapia_calliptera ENSACLG00000009477
acanthochromis_polyacanthus ENSAPOG00000012057
monopterus_albus ENSMALG00000003076
mastacembelus_armatus ENSMAMG00000009106
anabas_testudineus ENSATEG00000023193
amphiprion_percula ENSAPEG00000014028
stegastes_partitus ENSSPAG00000023342
amphiprion_ocellaris ENSAOCG00000019056
maylandia_zebra ENSMZEG00005011614
kryptolebias_marmoratus ENSKMAG00000005291
seriola_dumerili ENSSDUG00000020560
gasterosteus_aculeatus ENSGACG00000011068
neolamprologus_brichardi ENSNBRG00000021787
amphilophus_citrinellus ENSACIG00000006206
