tursiops_truncatus ENSTTRG00000002434
vicugna_pacos ENSVPAG00000009458
theropithecus_gelada ENSTGEG00000001574
papio_anubis ENSPANG00000024517
rhinopithecus_bieti ENSRBIG00000033686
rhinopithecus_roxellana ENSRROG00000006794
piliocolobus_tephrosceles ENSPTEG00000012436
colobus_angolensis_palliatus ENSCANG00000015840
pan_paniscus ENSPPAG00000028566
pan_troglodytes ENSPTRG00000001459
gorilla_gorilla ENSGGOG00000034972
homo_sapiens ENSG00000125462
pongo_abelii ENSPPYG00000000717
nomascus_leucogenys ENSNLEG00000012606
callithrix_jacchus ENSCJAG00000041171
saimiri_boliviensis_boliviensis ENSSBOG00000035567
aotus_nancymaae ENSANAG00000033733
procavia_capensis ENSPCAG00000003384
