poecilia_formosa ENSPFOG00000017911
poecilia_mexicana ENSPMEG00000018875
poecilia_latipinna ENSPLAG00000011334
poecilia_reticulata ENSPREG00000012763
xiphophorus_maculatus ENSXMAG00000017964
xiphophorus_couchianus ENSXCOG00000003683
gambusia_affinis ENSGAFG00000012661
fundulus_heteroclitus ENSFHEG00000006274
cyprinodon_variegatus ENSCVAG00000005932
kryptolebias_marmoratus ENSKMAG00000005199
oryzias_latipes_asm223469v1 ENSORLG00015021378
oryzias_latipes_asm223471v1 ENSORLG00020022127
oryzias_latipes_asm223467v1 ENSORLG00000012150
oryzias_melastigma ENSOMEG00000004037
acanthochromis_polyacanthus ENSAPOG00000006458
takifugu_rubripes ENSTRUG00000013296
tetraodon_nigroviridis ENSTNIG00000019513
labrus_bergylta ENSLBEG00000003184
tetraodon_nigroviridis ENSTNIG00000019512
acanthochromis_polyacanthus ENSAPOG00000015605
xiphophorus_couchianus ENSXCOG00000003664
scophthalmus_maximus ENSSMAG00000009096
mola_mola ENSMMOG00000000710
cynoglossus_semilaevis ENSCSEG00000014827
astatotilapia_calliptera ENSACLG00000024433
pundamilia_nyererei ENSPNYG00000001082
maylandia_zebra ENSMZEG00005007763
haplochromis_burtoni ENSHBUG00000005330
oreochromis_niloticus ENSONIG00000018232
neolamprologus_brichardi ENSNBRG00000023297
amphilophus_citrinellus ENSACIG00000013002
seriola_dumerili ENSSDUG00000010486
seriola_lalandi_dorsalis ENSSLDG00000023744
mastacembelus_armatus ENSMAMG00000006436
labrus_bergylta ENSLBEG00000012431
hippocampus_comes ENSHCOG00000016034
amphiprion_percula ENSAPEG00000005253
amphiprion_ocellaris ENSAOCG00000001302
stegastes_partitus ENSSPAG00000002348
gasterosteus_aculeatus ENSGACG00000003807
anabas_testudineus ENSATEG00000008024
monopterus_albus ENSMALG00000013427
periophthalmus_magnuspinnatus ENSPMGG00000003951
gadus_morhua ENSGMOG00000012703
esox_lucius ENSELUG00000008245
pygocentrus_nattereri ENSPNAG00000000903
astyanax_mexicanus ENSAMXG00000010422
ictalurus_punctatus ENSIPUG00000018549
danio_rerio ENSDARG00000036863
scleropages_formosus ENSSFOG00015000681
paramormyrops_kingsleyae ENSPKIG00000000999
lepisosteus_oculatus ENSLOCG00000012936
ornithorhynchus_anatinus ENSOANG00000028328
xenopus_tropicalis ENSXETG00000003194
ochotona_princeps ENSOPRG00000014802
oryctolagus_cuniculus ENSOCUG00000008513
sorex_araneus ENSSARG00000009547
echinops_telfairi ENSETEG00000006486
choloepus_hoffmanni ENSCHOG00000008580
dasypus_novemcinctus ENSDNOG00000012936
loxodonta_africana ENSLAFG00000004973
procavia_capensis ENSPCAG00000006940
tupaia_belangeri ENSTBEG00000010637
carlito_syrichta ENSTSYG00000030584
homo_sapiens ENSG00000176658
pan_troglodytes ENSPTRG00000008991
gorilla_gorilla ENSGGOG00000000276
pongo_abelii ENSPPYG00000008164
nomascus_leucogenys ENSNLEG00000006028
colobus_angolensis_palliatus ENSCANG00000042946
piliocolobus_tephrosceles ENSPTEG00000005425
rhinopithecus_roxellana ENSRROG00000036278
theropithecus_gelada ENSTGEG00000014539
mandrillus_leucophaeus ENSMLEG00000033057
macaca_fascicularis ENSMFAG00000033021
macaca_mulatta ENSMMUG00000014689
macaca_nemestrina ENSMNEG00000043394
chlorocebus_sabaeus ENSCSAG00000006369
papio_anubis ENSPANG00000023030
cercocebus_atys ENSCATG00000040334
rhinopithecus_bieti ENSRBIG00000030384
pan_paniscus ENSPPAG00000036175
saimiri_boliviensis_boliviensis ENSSBOG00000005563
cebus_capucinus_imitator ENSCCAG00000035418
callithrix_jacchus ENSCJAG00000014516
aotus_nancymaae ENSANAG00000036261
carlito_syrichta ENSTSYG00000011934
prolemur_simus ENSPSMG00000017027
propithecus_coquereli ENSPCOG00000015762
microcebus_murinus ENSMICG00000011863
otolemur_garnettii ENSOGAG00000015457
chinchilla_lanigera ENSCLAG00000009101
octodon_degus ENSODEG00000012420
cavia_porcellus ENSCPOG00000000149
cavia_aperea ENSCAPG00000013781
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017479
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015796
fukomys_damarensis ENSFDAG00000011257
