bos_taurus ENSBTAG00000027900
bos_mutus ENSBMUG00000000116
bison_bison_bison ENSBBBG00000004903
capra_hircus ENSCHIG00000027155
ovis_aries ENSOARG00000015359
tursiops_truncatus ENSTTRG00000014643
sus_scrofa ENSSSCG00000000934
equus_asinus_asinus ENSEASG00005021215
equus_caballus ENSECAG00000007701
erinaceus_europaeus ENSEEUG00000000858
ailuropoda_melanoleuca ENSAMEG00000009043
ursus_maritimus ENSUMAG00000001608
neovison_vison ENSNVIG00000000618
mustela_putorius_furo ENSMPUG00000007727
canis_lupus_dingo ENSCAFG00020016192
canis_lupus_familiaris ENSCAFG00000028967
vulpes_vulpes ENSVVUG00000011218
panthera_tigris_altaica ENSPTIG00000016236
panthera_pardus ENSPPRG00000001252
felis_catus ENSFCAG00000031743
prolemur_simus ENSPSMG00000015231
propithecus_coquereli ENSPCOG00000015917
microcebus_murinus ENSMICG00000037929
otolemur_garnettii ENSOGAG00000014209
pan_paniscus ENSPPAG00000029539
pan_troglodytes ENSPTRG00000005271
homo_sapiens ENSG00000133640
gorilla_gorilla ENSGGOG00000010081
pongo_abelii ENSPPYG00000004808
nomascus_leucogenys ENSNLEG00000005358
papio_anubis ENSPANG00000020393
theropithecus_gelada ENSTGEG00000027450
cercocebus_atys ENSCATG00000037866
macaca_fascicularis ENSMFAG00000044599
macaca_nemestrina ENSMNEG00000037379
macaca_mulatta ENSMMUG00000016535
chlorocebus_sabaeus ENSCSAG00000003850
colobus_angolensis_palliatus ENSCANG00000035384
piliocolobus_tephrosceles ENSPTEG00000037505
rhinopithecus_roxellana ENSRROG00000013568
cebus_capucinus_imitator ENSCCAG00000026995
callithrix_jacchus ENSCJAG00000019445
aotus_nancymaae ENSANAG00000027300
saimiri_boliviensis_boliviensis ENSSBOG00000024808
tupaia_belangeri ENSTBEG00000004841
cricetulus_griseus_crigri-picr ENSCGRG00015008470
cricetulus_griseus_crigri_1.0 ENSCGRG00000001599
peromyscus_maniculatus_bairdii ENSPEMG00000012353
mus_spicilegus ENSMSIG00000023043
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016599
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019892
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015777
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031310
nannospalax_galili ENSNGAG00000001737
castor_canadensis ENSCCNG00000004610
spermophilus_dauricus ENSSDAG00000017745
ictidomys_tridecemlineatus ENSSTOG00000025188
marmota_marmota_marmota ENSMMMG00000000979
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000302
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007550
fukomys_damarensis ENSFDAG00000015162
chinchilla_lanigera ENSCLAG00000007042
oryctolagus_cuniculus ENSOCUG00000017527
loxodonta_africana ENSLAFG00000020855
procavia_capensis ENSPCAG00000007027
phascolarctos_cinereus ENSPCIG00000009153
notamacropus_eugenii ENSMEUG00000012243
monodelphis_domestica ENSMODG00000020493
sarcophilus_harrisii ENSSHAG00000007819
apteryx_haastii ENSAHAG00000015359
meleagris_gallopavo ENSMGAG00000011134
pelodiscus_sinensis ENSPSIG00000008916
