astyanax_mexicanus ENSAMXG00000041891
pygocentrus_nattereri ENSPNAG00000018436
ictalurus_punctatus ENSIPUG00000020005
danio_rerio ENSDARG00000093156
amphiprion_ocellaris ENSAOCG00000009726
amphiprion_percula ENSAPEG00000013994
acanthochromis_polyacanthus ENSAPOG00000011308
stegastes_partitus ENSSPAG00000019462
oryzias_latipes_asm223471v1 ENSORLG00020016749
oryzias_latipes_asm223469v1 ENSORLG00015008541
oryzias_melastigma ENSOMEG00000005165
haplochromis_burtoni ENSHBUG00000010502
astatotilapia_calliptera ENSACLG00000022215
maylandia_zebra ENSMZEG00005020511
pundamilia_nyererei ENSPNYG00000010623
neolamprologus_brichardi ENSNBRG00000002631
amphilophus_citrinellus ENSACIG00000022735
monopterus_albus ENSMALG00000002032
anabas_testudineus ENSATEG00000012182
takifugu_rubripes ENSTRUG00000021913
mola_mola ENSMMOG00000016239
hippocampus_comes ENSHCOG00000017591
scophthalmus_maximus ENSSMAG00000011660
labrus_bergylta ENSLBEG00000005872
kryptolebias_marmoratus ENSKMAG00000012529
cynoglossus_semilaevis ENSCSEG00000019305
scleropages_formosus ENSSFOG00015006671
paramormyrops_kingsleyae ENSPKIG00000011171
