cyanistes_caeruleus ENSCCEG00000001363
lonchura_striata_domestica ENSLSDG00000010118
calidris_pugnax ENSCPUG00000017170
calidris_pugnax ENSCPUG00000017173
coturnix_japonica ENSCJPG00005013554
anser_brachyrhynchus ENSABRG00000008701
dromaius_novaehollandiae ENSDNVG00000006141
ornithorhynchus_anatinus ENSOANG00000015243
tetraodon_nigroviridis ENSTNIG00000015278
stegastes_partitus ENSSPAG00000001139
periophthalmus_magnuspinnatus ENSPMGG00000014939
cynoglossus_semilaevis ENSCSEG00000015902
labrus_bergylta ENSLBEG00000022700
mola_mola ENSMMOG00000019043
gasterosteus_aculeatus ENSGACG00000014008
monopterus_albus ENSMALG00000014793
mastacembelus_armatus ENSMAMG00000011544
anabas_testudineus ENSATEG00000013024
seriola_dumerili ENSSDUG00000018216
seriola_lalandi_dorsalis ENSSLDG00000014137
scophthalmus_maximus ENSSMAG00000000743
xiphophorus_maculatus ENSXMAG00000015288
xiphophorus_couchianus ENSXCOG00000001949
gambusia_affinis ENSGAFG00000009806
poecilia_mexicana ENSPMEG00000011250
poecilia_latipinna ENSPLAG00000019304
fundulus_heteroclitus ENSFHEG00000018344
kryptolebias_marmoratus ENSKMAG00000020828
oryzias_latipes_asm223467v1 ENSORLG00000027708
oryzias_latipes_asm223469v1 ENSORLG00015014664
oryzias_melastigma ENSOMEG00000023138
amphiprion_percula ENSAPEG00000008982
amphiprion_ocellaris ENSAOCG00000024290
acanthochromis_polyacanthus ENSAPOG00000013588
stegastes_partitus ENSSPAG00000014791
maylandia_zebra ENSMZEG00005020112
pundamilia_nyererei ENSPNYG00000009562
haplochromis_burtoni ENSHBUG00000020444
neolamprologus_brichardi ENSNBRG00000017105
oreochromis_niloticus ENSONIG00000010024
amphilophus_citrinellus ENSACIG00000012584
gadus_morhua ENSGMOG00000006120
esox_lucius ENSELUG00000007009
pygocentrus_nattereri ENSPNAG00000012284
astyanax_mexicanus ENSAMXG00000039377
scleropages_formosus ENSSFOG00015006631
paramormyrops_kingsleyae ENSPKIG00000006557
lepisosteus_oculatus ENSLOCG00000005742
manacus_vitellinus ENSMVIG00005003661
manacus_vitellinus ENSMVIG00005003658
taeniopygia_guttata ENSTGUG00000009243
serinus_canaria ENSSCAG00000001697
lepidothrix_coronata ENSLCOG00000000804
lonchura_striata_domestica ENSLSDG00000001430
zonotrichia_albicollis ENSZALG00000006627
calidris_pugnax ENSCPUG00000017171
taeniopygia_guttata ENSTGUG00000015981
numida_meleagris ENSNMEG00000003080
manacus_vitellinus ENSMVIG00005003653
lepidothrix_coronata ENSLCOG00000000803
serinus_canaria ENSSCAG00000015068
melopsittacus_undulatus ENSMUNG00000002774
calidris_pygmaea ENSCPGG00000018303
gallus_gallus ENSGALG00000035914
gallus_gallus ENSGALG00000041392
coturnix_japonica ENSCJPG00005013555
apteryx_rowi ENSARWG00000007451
apteryx_owenii ENSAOWG00000000236
apteryx_owenii ENSAOWG00000000251
apteryx_haastii ENSAHAG00000006965
apteryx_haastii ENSAHAG00000006962
anolis_carolinensis ENSACAG00000029438
numida_meleagris ENSNMEG00000005769
numida_meleagris ENSNMEG00000005772
nothoprocta_perdicaria ENSNPEG00000008243
petromyzon_marinus ENSPMAG00000008271
petromyzon_marinus ENSPMAG00000005079
anolis_carolinensis ENSACAG00000015539
ficedula_albicollis ENSFALG00000007292
parus_major ENSPMJG00000019549
taeniopygia_guttata ENSTGUG00000009222
calidris_pygmaea ENSCPGG00000012756
dromaius_novaehollandiae ENSDNVG00000015068
apteryx_haastii ENSAHAG00000014615
nothoprocta_perdicaria ENSNPEG00000004425
pelodiscus_sinensis ENSPSIG00000008248
crocodylus_porosus ENSCPRG00005012748
pogona_vitticeps ENSPVIG00000020074
anas_platyrhynchos_platyrhynchos ENSAPLG00000014283
nothoprocta_perdicaria ENSNPEG00000010996
meleagris_gallopavo ENSMGAG00000007278
anolis_carolinensis ENSACAG00000015015
xenopus_tropicalis ENSXETG00000002141
latimeria_chalumnae ENSLACG00000001476
kryptolebias_marmoratus ENSKMAG00000021018
poecilia_reticulata ENSPREG00000022987
tetraodon_nigroviridis ENSTNIG00000003841
mola_mola ENSMMOG00000020658
anolis_carolinensis ENSACAG00000010457
pogona_vitticeps ENSPVIG00000010772
sphenodon_punctatus ENSSPUG00000018340
pelodiscus_sinensis ENSPSIG00000017458
ornithorhynchus_anatinus ENSOANG00000010646
ornithorhynchus_anatinus ENSOANG00000012028
capra_hircus ENSCHIG00000012391
ovis_aries ENSOARG00000015959
bos_mutus ENSBMUG00000018437
bos_taurus ENSBTAG00000003432
bison_bison_bison ENSBBBG00000022771
tursiops_truncatus ENSTTRG00000011033
sus_scrofa ENSSSCG00000007674
ursus_maritimus ENSUMAG00000010906
ailuropoda_melanoleuca ENSAMEG00000014680
neovison_vison ENSNVIG00000001483
mustela_putorius_furo ENSMPUG00000015761
vulpes_vulpes ENSVVUG00000023487
canis_lupus_familiaris ENSCAFG00000013987
panthera_pardus ENSPPRG00000006749
felis_catus ENSFCAG00000006851
pteropus_vampyrus ENSPVAG00000012021
myotis_lucifugus ENSMLUG00000028156
equus_caballus ENSECAG00000016429
equus_asinus_asinus ENSEASG00005016981
sorex_araneus ENSSARG00000013934
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000079173
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028879
mus_spicilegus ENSMSIG00000008617
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027874
meriones_unguiculatus ENSMUGG00000014546
peromyscus_maniculatus_bairdii ENSPEMG00000016734
microtus_ochrogaster ENSMOCG00000018444
cricetulus_griseus_crigri_1.0 ENSCGRG00000013343
cricetulus_griseus_crigri-picr ENSCGRG00015009733
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000780
mesocricetus_auratus ENSMAUG00000003221
nannospalax_galili ENSNGAG00000010261
castor_canadensis ENSCCNG00000015966
urocitellus_parryii ENSUPAG00010017584
chinchilla_lanigera ENSCLAG00000001299
oryctolagus_cuniculus ENSOCUG00000005589
ochotona_princeps ENSOPRG00000015204
pan_troglodytes ENSPTRG00000052512
pan_troglodytes ENSPTRG00000045801
pan_paniscus ENSPPAG00000038269
homo_sapiens ENSG00000146839
gorilla_gorilla ENSGGOG00000040553
pongo_abelii ENSPPYG00000017428
nomascus_leucogenys ENSNLEG00000033565
rhinopithecus_roxellana ENSRROG00000044176
rhinopithecus_bieti ENSRBIG00000031435
colobus_angolensis_palliatus ENSCANG00000033878
macaca_fascicularis ENSMFAG00000039018
macaca_mulatta ENSMMUG00000022840
macaca_nemestrina ENSMNEG00000033779
cercocebus_atys ENSCATG00000034805
chlorocebus_sabaeus ENSCSAG00000017978
papio_anubis ENSPANG00000015135
mandrillus_leucophaeus ENSMLEG00000025583
cebus_capucinus_imitator ENSCCAG00000012876
saimiri_boliviensis_boliviensis ENSSBOG00000032041
carlito_syrichta ENSTSYG00000028249
propithecus_coquereli ENSPCOG00000014097
microcebus_murinus ENSMICG00000009407
prolemur_simus ENSPSMG00000019261
otolemur_garnettii ENSOGAG00000009344
tupaia_belangeri ENSTBEG00000013179
dasypus_novemcinctus ENSDNOG00000032028
loxodonta_africana ENSLAFG00000011248
procavia_capensis ENSPCAG00000005496
echinops_telfairi ENSETEG00000001438
takifugu_rubripes ENSTRUG00000004421
tetraodon_nigroviridis ENSTNIG00000003736
cynoglossus_semilaevis ENSCSEG00000018542
hippocampus_comes ENSHCOG00000004690
astatotilapia_calliptera ENSACLG00000013063
maylandia_zebra ENSMZEG00005009591
pundamilia_nyererei ENSPNYG00000009538
neolamprologus_brichardi ENSNBRG00000003633
oreochromis_niloticus ENSONIG00000000576
xiphophorus_couchianus ENSXCOG00000003796
cyprinodon_variegatus ENSCVAG00000011327
mola_mola ENSMMOG00000020623
labrus_bergylta ENSLBEG00000009412
monopterus_albus ENSMALG00000004592
anabas_testudineus ENSATEG00000002733
periophthalmus_magnuspinnatus ENSPMGG00000008531
cynoglossus_semilaevis ENSCSEG00000007467
kryptolebias_marmoratus ENSKMAG00000007326
oryzias_melastigma ENSOMEG00000003175
gambusia_affinis ENSGAFG00000000420
xiphophorus_maculatus ENSXMAG00000008231
poecilia_formosa ENSPFOG00000022872
poecilia_mexicana ENSPMEG00000002228
poecilia_latipinna ENSPLAG00000018822
poecilia_reticulata ENSPREG00000003269
fundulus_heteroclitus ENSFHEG00000014735
amphiprion_ocellaris ENSAOCG00000013614
amphiprion_percula ENSAPEG00000010888
gasterosteus_aculeatus ENSGACG00000000704
mastacembelus_armatus ENSMAMG00000001011
anabas_testudineus ENSATEG00000002740
seriola_dumerili ENSSDUG00000017100
gadus_morhua ENSGMOG00000004470
esox_lucius ENSELUG00000010289
pygocentrus_nattereri ENSPNAG00000026726
astyanax_mexicanus ENSAMXG00000011770
ictalurus_punctatus ENSIPUG00000004970
danio_rerio ENSDARG00000056781
scleropages_formosus ENSSFOG00015010956
paramormyrops_kingsleyae ENSPKIG00000001606
lepisosteus_oculatus ENSLOCG00000013041
latimeria_chalumnae ENSLACG00000011022
petromyzon_marinus ENSPMAG00000004964
petromyzon_marinus ENSPMAG00000000884
petromyzon_marinus ENSPMAG00000000871
petromyzon_marinus ENSPMAG00000008349
petromyzon_marinus ENSPMAG00000004167
