bos_mutus ENSBMUG00000013377
bos_taurus ENSBTAG00000039533
bison_bison_bison ENSBBBG00000003329
capra_hircus ENSCHIG00000010747
sus_scrofa ENSSSCG00000013831
pteropus_vampyrus ENSPVAG00000001664
pteropus_vampyrus ENSPVAG00000016348
canis_lupus_familiaris ENSCAFG00000030457
vulpes_vulpes ENSVVUG00000021453
neovison_vison ENSNVIG00000011405
panthera_pardus ENSPPRG00000021678
felis_catus ENSFCAG00000035764
chinchilla_lanigera ENSCLAG00000017394
cavia_porcellus ENSCPOG00000015657
fukomys_damarensis ENSFDAG00000009225
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012503
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032453
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051952
mus_spicilegus ENSMSIG00000013170
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031334
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022938
rattus_norvegicus ENSRNOG00000017868
meriones_unguiculatus ENSMUGG00000025434
peromyscus_maniculatus_bairdii ENSPEMG00000024814
ictidomys_tridecemlineatus ENSSTOG00000027269
oryctolagus_cuniculus ENSOCUG00000009117
otolemur_garnettii ENSOGAG00000034275
tupaia_belangeri ENSTBEG00000012154
loxodonta_africana ENSLAFG00000031542
