labrus_bergylta ENSLBEG00000005887
mola_mola ENSMMOG00000018719
fundulus_heteroclitus ENSFHEG00000014353
cyprinodon_variegatus ENSCVAG00000022771
oryzias_melastigma ENSOMEG00000009106
amphiprion_ocellaris ENSAOCG00000000702
haplochromis_burtoni ENSHBUG00000001880
scophthalmus_maximus ENSSMAG00000021052
xiphophorus_maculatus ENSXMAG00000027599
xiphophorus_couchianus ENSXCOG00000007903
cyprinodon_variegatus ENSCVAG00000004586
oryzias_latipes_asm223471v1 ENSORLG00020018352
oryzias_latipes_asm223467v1 ENSORLG00000023223
oryzias_latipes_asm223469v1 ENSORLG00015004571
oryzias_melastigma ENSOMEG00000008905
amphilophus_citrinellus ENSACIG00000012728
mastacembelus_armatus ENSMAMG00000022164
mola_mola ENSMMOG00000007331
periophthalmus_magnuspinnatus ENSPMGG00000009325
hippocampus_comes ENSHCOG00000010036
