microcebus_murinus ENSMICG00000002840
prolemur_simus ENSPSMG00000022481
otolemur_garnettii ENSOGAG00000029821
oryctolagus_cuniculus ENSOCUG00000008122
spermophilus_dauricus ENSSDAG00000001458
urocitellus_parryii ENSUPAG00010021199
ictidomys_tridecemlineatus ENSSTOG00000022848
marmota_marmota_marmota ENSMMMG00000016624
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024840
mus_spicilegus ENSMSIG00000000690
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049149
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023926
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025365
meriones_unguiculatus ENSMUGG00000004264
cricetulus_griseus_crigri-picr ENSCGRG00015022684
peromyscus_maniculatus_bairdii ENSPEMG00000018082
loxodonta_africana ENSLAFG00000030712
procavia_capensis ENSPCAG00000018765
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020006
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019634
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010694
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017356
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007166
chinchilla_lanigera ENSCLAG00000003731
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012360
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000323
castor_canadensis ENSCCNG00000007981
castor_canadensis ENSCCNG00000003412
chinchilla_lanigera ENSCLAG00000017776
chinchilla_lanigera ENSCLAG00000017773
cavia_porcellus ENSCPOG00000010168
cavia_aperea ENSCAPG00000012738
spermophilus_dauricus ENSSDAG00000021427
ictidomys_tridecemlineatus ENSSTOG00000019644
urocitellus_parryii ENSUPAG00010021147
spermophilus_dauricus ENSSDAG00000021431
marmota_marmota_marmota ENSMMMG00000016706
marmota_marmota_marmota ENSMMMG00000006520
marmota_marmota_marmota ENSMMMG00000016708
urocitellus_parryii ENSUPAG00010023678
spermophilus_dauricus ENSSDAG00000021415
ictidomys_tridecemlineatus ENSSTOG00000030729
ictidomys_tridecemlineatus ENSSTOG00000032630
spermophilus_dauricus ENSSDAG00000021425
spermophilus_dauricus ENSSDAG00000000861
marmota_marmota_marmota ENSMMMG00000016820
urocitellus_parryii ENSUPAG00010003629
ictidomys_tridecemlineatus ENSSTOG00000019456
rattus_norvegicus ENSRNOG00000048520
rattus_norvegicus ENSRNOG00000057654
