sarcophilus_harrisii ENSSHAG00000014680
phascolarctos_cinereus ENSPCIG00000028412
monodelphis_domestica ENSMODG00000009292
ornithorhynchus_anatinus ENSOANG00000009548
macaca_mulatta ENSMMUG00000000502
macaca_mulatta ENSMMUG00000008289
urocitellus_parryii ENSUPAG00010006801
sorex_araneus ENSSARG00000013860
lonchura_striata_domestica ENSLSDG00000017841
taeniopygia_guttata ENSTGUG00000011107
serinus_canaria ENSSCAG00000014253
zonotrichia_albicollis ENSZALG00000012669
junco_hyemalis ENSJHYG00000010289
parus_major ENSPMJG00000005582
lepidothrix_coronata ENSLCOG00000010010
calidris_pugnax ENSCPUG00000019380
anser_brachyrhynchus ENSABRG00000001251
anas_platyrhynchos_platyrhynchos ENSAPLG00000007524
melopsittacus_undulatus ENSMUNG00000007284
apteryx_rowi ENSARWG00000008983
gallus_gallus ENSGALG00000009336
coturnix_japonica ENSCJPG00005020135
numida_meleagris ENSNMEG00000012839
taeniopygia_guttata ENSTGUG00000015656
crocodylus_porosus ENSCPRG00005010572
chelonoidis_abingdonii ENSCABG00000009686
gopherus_agassizii ENSGAGG00000011857
chrysemys_picta_bellii ENSCPBG00000001216
pogona_vitticeps ENSPVIG00000013985
anolis_carolinensis ENSACAG00000016856
notechis_scutatus ENSNSUG00000002060
salvator_merianae ENSSMRG00000004522
sphenodon_punctatus ENSSPUG00000002293
nothoprocta_perdicaria ENSNPEG00000014844
latimeria_chalumnae ENSLACG00000014839
mola_mola ENSMMOG00000008406
takifugu_rubripes ENSTRUG00000017820
labrus_bergylta ENSLBEG00000023353
gasterosteus_aculeatus ENSGACG00000003174
hippocampus_comes ENSHCOG00000000667
periophthalmus_magnuspinnatus ENSPMGG00000008960
monopterus_albus ENSMALG00000008561
mastacembelus_armatus ENSMAMG00000014210
anabas_testudineus ENSATEG00000011312
scophthalmus_maximus ENSSMAG00000013438
cynoglossus_semilaevis ENSCSEG00000010175
seriola_dumerili ENSSDUG00000019220
seriola_lalandi_dorsalis ENSSLDG00000020907
amphiprion_percula ENSAPEG00000000514
amphiprion_ocellaris ENSAOCG00000005139
acanthochromis_polyacanthus ENSAPOG00000014680
stegastes_partitus ENSSPAG00000000337
astatotilapia_calliptera ENSACLG00000019595
maylandia_zebra ENSMZEG00005011705
haplochromis_burtoni ENSHBUG00000012319
pundamilia_nyererei ENSPNYG00000004489
neolamprologus_brichardi ENSNBRG00000017512
oreochromis_niloticus ENSONIG00000010349
amphilophus_citrinellus ENSACIG00000002853
xiphophorus_maculatus ENSXMAG00000007970
xiphophorus_couchianus ENSXCOG00000005994
poecilia_latipinna ENSPLAG00000001359
poecilia_formosa ENSPFOG00000007625
poecilia_mexicana ENSPMEG00000009380
poecilia_reticulata ENSPREG00000002046
gambusia_affinis ENSGAFG00000000501
cyprinodon_variegatus ENSCVAG00000004907
fundulus_heteroclitus ENSFHEG00000018480
kryptolebias_marmoratus ENSKMAG00000003968
oryzias_latipes_asm223467v1 ENSORLG00000014242
oryzias_latipes_asm223471v1 ENSORLG00020004367
oryzias_latipes_asm223469v1 ENSORLG00015019668
oryzias_melastigma ENSOMEG00000016292
gadus_morhua ENSGMOG00000006109
esox_lucius ENSELUG00000020177
pygocentrus_nattereri ENSPNAG00000001990
astyanax_mexicanus ENSAMXG00000020827
ictalurus_punctatus ENSIPUG00000018453
danio_rerio ENSDARG00000062965
lepisosteus_oculatus ENSLOCG00000009752
eptatretus_burgeri ENSEBUG00000008097
petromyzon_marinus ENSPMAG00000005695
ciona_savignyi ENSCSAVG00000005131
