monopterus_albus ENSMALG00000011724
mastacembelus_armatus ENSMAMG00000003826
anabas_testudineus ENSATEG00000006735
seriola_lalandi_dorsalis ENSSLDG00000021866
seriola_dumerili ENSSDUG00000020767
astatotilapia_calliptera ENSACLG00000005310
haplochromis_burtoni ENSHBUG00000001509
maylandia_zebra ENSMZEG00005026348
pundamilia_nyererei ENSPNYG00000002036
neolamprologus_brichardi ENSNBRG00000013460
oreochromis_niloticus ENSONIG00000013601
amphilophus_citrinellus ENSACIG00000014525
amphiprion_percula ENSAPEG00000022514
amphiprion_ocellaris ENSAOCG00000020450
acanthochromis_polyacanthus ENSAPOG00000023768
stegastes_partitus ENSSPAG00000012655
gasterosteus_aculeatus ENSGACG00000002689
mola_mola ENSMMOG00000013469
takifugu_rubripes ENSTRUG00000024339
labrus_bergylta ENSLBEG00000010631
labrus_bergylta ENSLBEG00000004772
scophthalmus_maximus ENSSMAG00000000763
cynoglossus_semilaevis ENSCSEG00000010736
fundulus_heteroclitus ENSFHEG00000014027
cyprinodon_variegatus ENSCVAG00000005859
poecilia_formosa ENSPFOG00000007956
poecilia_latipinna ENSPLAG00000000361
poecilia_reticulata ENSPREG00000009487
xiphophorus_couchianus ENSXCOG00000000490
xiphophorus_maculatus ENSXMAG00000007033
poecilia_mexicana ENSPMEG00000003957
gambusia_affinis ENSGAFG00000016134
kryptolebias_marmoratus ENSKMAG00000018559
oryzias_latipes_asm223469v1 ENSORLG00015008845
oryzias_latipes_asm223471v1 ENSORLG00020017006
oryzias_latipes_asm223467v1 ENSORLG00000009883
oryzias_melastigma ENSOMEG00000006433
hippocampus_comes ENSHCOG00000003649
periophthalmus_magnuspinnatus ENSPMGG00000023313
gadus_morhua ENSGMOG00000009561
esox_lucius ENSELUG00000023954
pygocentrus_nattereri ENSPNAG00000023926
astyanax_mexicanus ENSAMXG00000010315
ictalurus_punctatus ENSIPUG00000015695
danio_rerio ENSDARG00000012113
