sus_scrofa ENSSSCG00000040379
erinaceus_europaeus ENSEEUG00000013689
equus_asinus_asinus ENSEASG00005006554
equus_caballus ENSECAG00000019048
gorilla_gorilla ENSGGOG00000043931
pan_troglodytes ENSPTRG00000048198
homo_sapiens ENSG00000211599
pongo_abelii ENSPPYG00000012196
nomascus_leucogenys ENSNLEG00000034239
macaca_fascicularis ENSMFAG00000011926
macaca_nemestrina ENSMNEG00000038146
macaca_mulatta ENSMMUG00000044063
chlorocebus_sabaeus ENSCSAG00000016471
cercocebus_atys ENSCATG00000014565
mandrillus_leucophaeus ENSMLEG00000036822
papio_anubis ENSPANG00000007444
theropithecus_gelada ENSTGEG00000028022
colobus_angolensis_palliatus ENSCANG00000019538
colobus_angolensis_palliatus ENSCANG00000032942
piliocolobus_tephrosceles ENSPTEG00000028210
macaca_nemestrina ENSMNEG00000031271
theropithecus_gelada ENSTGEG00000027994
piliocolobus_tephrosceles ENSPTEG00000028175
rhinopithecus_bieti ENSRBIG00000030004
callithrix_jacchus ENSCJAG00000008551
saimiri_boliviensis_boliviensis ENSSBOG00000019596
aotus_nancymaae ENSANAG00000019466
microcebus_murinus ENSMICG00000032664
prolemur_simus ENSPSMG00000022684
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076508
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000076514
mus_spicilegus ENSMSIG00000019316
tupaia_belangeri ENSTBEG00000011245
loxodonta_africana ENSLAFG00000028202
