sarcophilus_harrisii ENSSHAG00000013972
phascolarctos_cinereus ENSPCIG00000013822
monodelphis_domestica ENSMODG00000009974
microtus_ochrogaster ENSMOCG00000008131
peromyscus_maniculatus_bairdii ENSPEMG00000015894
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010072
cricetulus_griseus_crigri-picr ENSCGRG00015009422
cricetulus_griseus_crigri_1.0 ENSCGRG00000010144
mesocricetus_auratus ENSMAUG00000015333
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025934
mus_spicilegus ENSMSIG00000011250
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048655
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024999
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026440
rattus_norvegicus ENSRNOG00000038095
meriones_unguiculatus ENSMUGG00000005069
nannospalax_galili ENSNGAG00000008813
jaculus_jaculus ENSJJAG00000021324
dipodomys_ordii ENSDORG00000026608
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003165
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007245
fukomys_damarensis ENSFDAG00000014449
chinchilla_lanigera ENSCLAG00000005286
octodon_degus ENSODEG00000006643
cavia_aperea ENSCAPG00000006155
cavia_porcellus ENSCPOG00000037354
oryctolagus_cuniculus ENSOCUG00000026427
carlito_syrichta ENSTSYG00000001058
microcebus_murinus ENSMICG00000046020
prolemur_simus ENSPSMG00000021912
otolemur_garnettii ENSOGAG00000010367
cebus_capucinus_imitator ENSCCAG00000029292
saimiri_boliviensis_boliviensis ENSSBOG00000030756
callithrix_jacchus ENSCJAG00000031495
aotus_nancymaae ENSANAG00000027605
piliocolobus_tephrosceles ENSPTEG00000023566
theropithecus_gelada ENSTGEG00000023661
pan_paniscus ENSPPAG00000029270
macaca_fascicularis ENSMFAG00000032877
macaca_nemestrina ENSMNEG00000045062
papio_anubis ENSPANG00000009259
cercocebus_atys ENSCATG00000031543
mandrillus_leucophaeus ENSMLEG00000040098
rhinopithecus_roxellana ENSRROG00000028774
rhinopithecus_bieti ENSRBIG00000042832
colobus_angolensis_palliatus ENSCANG00000032837
pan_troglodytes ENSPTRG00000046000
homo_sapiens ENSG00000242715
nomascus_leucogenys ENSNLEG00000036082
urocitellus_parryii ENSUPAG00010001871
spermophilus_dauricus ENSSDAG00000008353
ictidomys_tridecemlineatus ENSSTOG00000033458
marmota_marmota_marmota ENSMMMG00000022606
ailuropoda_melanoleuca ENSAMEG00000004615
neovison_vison ENSNVIG00000021999
panthera_pardus ENSPPRG00000014636
panthera_tigris_altaica ENSPTIG00000013273
felis_catus ENSFCAG00000045901
sus_scrofa ENSSSCG00000026564
equus_asinus_asinus ENSEASG00005019856
equus_caballus ENSECAG00000010606
equus_caballus ENSECAG00000004342
equus_asinus_asinus ENSEASG00005007689
myotis_lucifugus ENSMLUG00000026586
ovis_aries ENSOARG00000009730
capra_hircus ENSCHIG00000025044
bos_mutus ENSBMUG00000013574
bos_taurus ENSBTAG00000046395
bison_bison_bison ENSBBBG00000000378
sus_scrofa ENSSSCG00000030606
neovison_vison ENSNVIG00000001197
mustela_putorius_furo ENSMPUG00000018986
ursus_maritimus ENSUMAG00000004657
ailuropoda_melanoleuca ENSAMEG00000019842
vulpes_vulpes ENSVVUG00000008936
canis_lupus_familiaris ENSCAFG00000018714
felis_catus ENSFCAG00000023451
panthera_pardus ENSPPRG00000014387
dasypus_novemcinctus ENSDNOG00000046553
