mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029264
ornithorhynchus_anatinus ENSOANG00000032167
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013298
cricetulus_griseus_crigri_1.0 ENSCGRG00000006773
cricetulus_griseus_crigri-picr ENSCGRG00015022100
mesocricetus_auratus ENSMAUG00000011057
microtus_ochrogaster ENSMOCG00000013070
peromyscus_maniculatus_bairdii ENSPEMG00000008741
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068587
mus_spicilegus ENSMSIG00000002337
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028265
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022022
rattus_norvegicus ENSRNOG00000026177
meriones_unguiculatus ENSMUGG00000014030
nannospalax_galili ENSNGAG00000010341
spermophilus_dauricus ENSSDAG00000024560
ictidomys_tridecemlineatus ENSSTOG00000003319
urocitellus_parryii ENSUPAG00010016104
marmota_marmota_marmota ENSMMMG00000010862
dipodomys_ordii ENSDORG00000007415
cavia_porcellus ENSCPOG00000011280
cavia_aperea ENSCAPG00000001034
chinchilla_lanigera ENSCLAG00000007384
octodon_degus ENSODEG00000014828
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006356
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009763
fukomys_damarensis ENSFDAG00000011542
ochotona_princeps ENSOPRG00000006341
oryctolagus_cuniculus ENSOCUG00000008177
pan_troglodytes ENSPTRG00000019786
pan_troglodytes ENSPTRG00000050880
pan_paniscus ENSPPAG00000026007
homo_sapiens ENSG00000257335
gorilla_gorilla ENSGGOG00000003832
pongo_abelii ENSPPYG00000018074
nomascus_leucogenys ENSNLEG00000002429
mandrillus_leucophaeus ENSMLEG00000028247
cercocebus_atys ENSCATG00000040266
macaca_fascicularis ENSMFAG00000000048
macaca_mulatta ENSMMUG00000016273
macaca_nemestrina ENSMNEG00000032400
papio_anubis ENSPANG00000016707
chlorocebus_sabaeus ENSCSAG00000008027
rhinopithecus_roxellana ENSRROG00000038256
rhinopithecus_bieti ENSRBIG00000027925
piliocolobus_tephrosceles ENSPTEG00000034693
colobus_angolensis_palliatus ENSCANG00000014682
callithrix_jacchus ENSCJAG00000013692
saimiri_boliviensis_boliviensis ENSSBOG00000030990
cebus_capucinus_imitator ENSCCAG00000030808
aotus_nancymaae ENSANAG00000026732
carlito_syrichta ENSTSYG00000012403
propithecus_coquereli ENSPCOG00000014465
microcebus_murinus ENSMICG00000001123
prolemur_simus ENSPSMG00000005298
otolemur_garnettii ENSOGAG00000026892
tupaia_belangeri ENSTBEG00000006608
erinaceus_europaeus ENSEEUG00000006748
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004880
echinops_telfairi ENSETEG00000016401
loxodonta_africana ENSLAFG00000021508
dasypus_novemcinctus ENSDNOG00000046694
bos_taurus ENSBTAG00000046152
bos_mutus ENSBMUG00000012216
bison_bison_bison ENSBBBG00000001362
capra_hircus ENSCHIG00000015947
ovis_aries ENSOARG00000014509
tursiops_truncatus ENSTTRG00000013284
sus_scrofa ENSSSCG00000034639
vicugna_pacos ENSVPAG00000003687
ursus_americanus ENSUAMG00000025773
ursus_maritimus ENSUMAG00000012557
ailuropoda_melanoleuca ENSAMEG00000014965
neovison_vison ENSNVIG00000020823
mustela_putorius_furo ENSMPUG00000003017
canis_lupus_familiaris ENSCAFG00000003841
canis_lupus_dingo ENSCAFG00020021057
vulpes_vulpes ENSVVUG00000027858
panthera_pardus ENSPPRG00000024877
panthera_tigris_altaica ENSPTIG00000007791
felis_catus ENSFCAG00000024379
myotis_lucifugus ENSMLUG00000017263
equus_caballus ENSECAG00000009647
equus_asinus_asinus ENSEASG00005009837
monodelphis_domestica ENSMODG00000024400
phascolarctos_cinereus ENSPCIG00000034141
sarcophilus_harrisii ENSSHAG00000001480
ornithorhynchus_anatinus ENSOANG00000028657
ornithorhynchus_anatinus ENSOANG00000030816
sarcophilus_harrisii ENSSHAG00000006693
phascolarctos_cinereus ENSPCIG00000023404
monodelphis_domestica ENSMODG00000000054
sorex_araneus ENSSARG00000009394
