anas_platyrhynchos_platyrhynchos ENSAPLG00000014812
anser_brachyrhynchus ENSABRG00000013148
gallus_gallus ENSGALG00000008814
coturnix_japonica ENSCJPG00005012110
meleagris_gallopavo ENSMGAG00000008383
numida_meleagris ENSNMEG00000009241
lonchura_striata_domestica ENSLSDG00000004201
serinus_canaria ENSSCAG00000003690
parus_major ENSPMJG00000009952
cyanistes_caeruleus ENSCCEG00000017370
melopsittacus_undulatus ENSMUNG00000016882
calidris_pygmaea ENSCPGG00000004601
calidris_pugnax ENSCPUG00000012657
apteryx_owenii ENSAOWG00000000408
apteryx_rowi ENSARWG00000005331
apteryx_haastii ENSAHAG00000001666
dromaius_novaehollandiae ENSDNVG00000015782
nothoprocta_perdicaria ENSNPEG00000001306
crocodylus_porosus ENSCPRG00005010877
chelonoidis_abingdonii ENSCABG00000006781
gopherus_agassizii ENSGAGG00000012503
chrysemys_picta_bellii ENSCPBG00000020670
pelodiscus_sinensis ENSPSIG00000012277
anolis_carolinensis ENSACAG00000000851
pogona_vitticeps ENSPVIG00000013869
notechis_scutatus ENSNSUG00000011422
salvator_merianae ENSSMRG00000012120
sphenodon_punctatus ENSSPUG00000017597
phascolarctos_cinereus ENSPCIG00000008779
notamacropus_eugenii ENSMEUG00000009821
sarcophilus_harrisii ENSSHAG00000009459
monodelphis_domestica ENSMODG00000015383
erinaceus_europaeus ENSEEUG00000002493
sorex_araneus ENSSARG00000011928
capra_hircus ENSCHIG00000018758
ovis_aries ENSOARG00000000773
bos_mutus ENSBMUG00000015301
bos_taurus ENSBTAG00000002151
bison_bison_bison ENSBBBG00000001610
tursiops_truncatus ENSTTRG00000000929
sus_scrofa ENSSSCG00000016606
vicugna_pacos ENSVPAG00000003007
ursus_americanus ENSUAMG00000021472
ursus_maritimus ENSUMAG00000005569
ailuropoda_melanoleuca ENSAMEG00000004517
mustela_putorius_furo ENSMPUG00000006795
neovison_vison ENSNVIG00000001045
canis_lupus_familiaris ENSCAFG00000001779
canis_lupus_dingo ENSCAFG00020021559
vulpes_vulpes ENSVVUG00000001577
panthera_pardus ENSPPRG00000005862
panthera_tigris_altaica ENSPTIG00000021697
felis_catus ENSFCAG00000004489
equus_caballus ENSECAG00000011379
equus_asinus_asinus ENSEASG00005009342
pteropus_vampyrus ENSPVAG00000005023
myotis_lucifugus ENSMLUG00000014924
dasypus_novemcinctus ENSDNOG00000043175
choloepus_hoffmanni ENSCHOG00000007636
echinops_telfairi ENSETEG00000019058
procavia_capensis ENSPCAG00000011482
loxodonta_africana ENSLAFG00000011116
gorilla_gorilla ENSGGOG00000008574
homo_sapiens ENSG00000146809
pan_paniscus ENSPPAG00000030252
pan_troglodytes ENSPTRG00000019638
pongo_abelii ENSPPYG00000017957
nomascus_leucogenys ENSNLEG00000012140
mandrillus_leucophaeus ENSMLEG00000030309
cercocebus_atys ENSCATG00000040240
theropithecus_gelada ENSTGEG00000019341
papio_anubis ENSPANG00000000491
macaca_fascicularis ENSMFAG00000042819
macaca_nemestrina ENSMNEG00000041583
macaca_mulatta ENSMMUG00000011541
chlorocebus_sabaeus ENSCSAG00000010284
rhinopithecus_bieti ENSRBIG00000028401
rhinopithecus_roxellana ENSRROG00000029675
piliocolobus_tephrosceles ENSPTEG00000027650
colobus_angolensis_palliatus ENSCANG00000041034
cebus_capucinus_imitator ENSCCAG00000010452
saimiri_boliviensis_boliviensis ENSSBOG00000029369
callithrix_jacchus ENSCJAG00000017456
aotus_nancymaae ENSANAG00000036619
carlito_syrichta ENSTSYG00000005306
microcebus_murinus ENSMICG00000005290
prolemur_simus ENSPSMG00000013726
propithecus_coquereli ENSPCOG00000011820
otolemur_garnettii ENSOGAG00000007610
tupaia_belangeri ENSTBEG00000017702
cavia_porcellus ENSCPOG00000025748
cavia_aperea ENSCAPG00000011467
chinchilla_lanigera ENSCLAG00000007102
octodon_degus ENSODEG00000012356
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003880
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004129
fukomys_damarensis ENSFDAG00000020981
spermophilus_dauricus ENSSDAG00000008579
spermophilus_dauricus ENSSDAG00000008608
ictidomys_tridecemlineatus ENSSTOG00000001877
marmota_marmota_marmota ENSMMMG00000015148
urocitellus_parryii ENSUPAG00010017255
castor_canadensis ENSCCNG00000012510
dipodomys_ordii ENSDORG00000011790
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019273
cricetulus_griseus_crigri_1.0 ENSCGRG00000016390
cricetulus_griseus_crigri-picr ENSCGRG00015027279
mesocricetus_auratus ENSMAUG00000019338
peromyscus_maniculatus_bairdii ENSPEMG00000019026
microtus_ochrogaster ENSMOCG00000020491
mus_spicilegus ENSMSIG00000015506
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029143
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029685
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028143
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021899
rattus_norvegicus ENSRNOG00000006365
meriones_unguiculatus ENSMUGG00000008714
nannospalax_galili ENSNGAG00000016025
jaculus_jaculus ENSJJAG00000012943
oryctolagus_cuniculus ENSOCUG00000017124
ochotona_princeps ENSOPRG00000003536
ornithorhynchus_anatinus ENSOANG00000004828
ornithorhynchus_anatinus ENSOANG00000028418
xenopus_tropicalis ENSXETG00000022136
latimeria_chalumnae ENSLACG00000012259
paramormyrops_kingsleyae ENSPKIG00000021132
scleropages_formosus ENSSFOG00015011697
mola_mola ENSMMOG00000018820
labrus_bergylta ENSLBEG00000003921
seriola_lalandi_dorsalis ENSSLDG00000018725
seriola_dumerili ENSSDUG00000015587
scophthalmus_maximus ENSSMAG00000002199
mastacembelus_armatus ENSMAMG00000022815
