fundulus_heteroclitus ENSFHEG00000009362
cyprinodon_variegatus ENSCVAG00000002267
poecilia_latipinna ENSPLAG00000020579
poecilia_reticulata ENSPREG00000017578
xiphophorus_maculatus ENSXMAG00000006039
xiphophorus_couchianus ENSXCOG00000005229
gambusia_affinis ENSGAFG00000005571
kryptolebias_marmoratus ENSKMAG00000004602
oryzias_latipes_asm223467v1 ENSORLG00000006466
oryzias_latipes_asm223471v1 ENSORLG00020004143
oryzias_latipes_asm223469v1 ENSORLG00015021714
oryzias_melastigma ENSOMEG00000016082
anabas_testudineus ENSATEG00000017061
seriola_lalandi_dorsalis ENSSLDG00000004054
seriola_dumerili ENSSDUG00000017493
cynoglossus_semilaevis ENSCSEG00000009589
periophthalmus_magnuspinnatus ENSPMGG00000020869
maylandia_zebra ENSMZEG00005002669
maylandia_zebra ENSMZEG00005002695
maylandia_zebra ENSMZEG00005016911
haplochromis_burtoni ENSHBUG00000023303
pundamilia_nyererei ENSPNYG00000021498
astatotilapia_calliptera ENSACLG00000019806
maylandia_zebra ENSMZEG00005017282
neolamprologus_brichardi ENSNBRG00000005832
amphilophus_citrinellus ENSACIG00000004222
amphiprion_percula ENSAPEG00000002086
amphiprion_ocellaris ENSAOCG00000002644
acanthochromis_polyacanthus ENSAPOG00000018774
stegastes_partitus ENSSPAG00000008465
labrus_bergylta ENSLBEG00000025057
mola_mola ENSMMOG00000005258
gasterosteus_aculeatus ENSGACG00000002283
mastacembelus_armatus ENSMAMG00000021980
gadus_morhua ENSGMOG00000001847
esox_lucius ENSELUG00000020611
pygocentrus_nattereri ENSPNAG00000028006
astyanax_mexicanus ENSAMXG00000015420
ictalurus_punctatus ENSIPUG00000001166
danio_rerio ENSDARG00000041492
paramormyrops_kingsleyae ENSPKIG00000007979
scleropages_formosus ENSSFOG00015012227
paramormyrops_kingsleyae ENSPKIG00000007817
